Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,25,16,261,5,5,5,3,1,3,2,0,0,3
F,25,6,581,0,2,4,0,2,1,0,2,4,1
M,18,8,601,2,4,0,5,0,5,1,4,3,5
F,18,9,601,1,4,0,3,3,5,2,2,2,0
M,35,9,63,4,3,0,5,0,2,1,0,1,1
M,56,5,349,5,4,4,3,4,0,0,0,3,0
F,18,7,228,4,3,2,2,5,1,3,1,3,5
M,18,3,563,4,0,5,3,3,4,4,3,2,3
M,25,18,144,5,5,3,4,5,5,2,4,1,0
F,25,16,826,5,5,2,0,2,5,4,3,4,2
F,25,5,221,0,5,4,2,0,5,0,4,5,4
F,25,9,118,4,2,5,2,3,3,3,5,3,4
F,18,20,773,4,2,1,3,0,2,2,0,3,1
M,25,4,396,3,3,3,5,2,2,3,3,0,3
M,25,18,286,2,3,0,3,3,4,0,0,3,4
M,45,0,274,5,5,0,0,0,0,0,0,5,0
M,25,15,787,5,3,4,2,2,3,0,4,4,0
M,35,15,89,4,4,0,3,0,4,4,0,0,0
F,35,10,597,4,3,5,5,4,5,4,5,4,2
M,18,17,144,3,4,5,3,0,4,3,0,1,4
M,25,4,142,4,4,2,0,0,1,2,5,4,0
M,1,14,60,1,5,0,4,4,2,2,0,1,4
F,18,9,80,0,5,0,3,5,1,0,0,1,1
M,35,15,674,2,0,5,2,5,5,0,5,4,2
F,18,18,811,0,0,3,3,5,1,0,5,2,5
M,50,6,372,1,2,2,4,3,5,4,5,1,4
F,25,19,140,1,3,2,4,5,3,2,3,0,0
F,50,1,301,0,5,0,5,5,5,4,0,1,4
M,35,8,325,2,0,4,2,3,0,4,0,0,4
F,56,12,63,4,3,3,3,3,4,1,3,5,4
M,35,20,471,3,2,0,1,1,1,5,0,4,3
F,1,1,560,4,4,2,4,3,4,3,4,3,5
F,35,5,285,3,1,2,5,5,5,1,4,2,3
M,45,7,465,3,2,4,3,5,2,2,1,5,3
M,56,0,10,0,0,0,4,2,3,3,2,2,0
F,45,7,285,0,1,3,0,2,2,2,4,3,0
M,25,3,168,3,3,4,5,3,4,0,4,2,0
M,25,0,943,2,0,4,4,0,4,0,0,3,0
F,25,0,559,0,2,3,0,4,1,0,0,3,5
M,45,0,77,0,2,1,0,4,5,3,0,0,0
F,45,2,446,0,4,1,5,0,4,4,2,2,2
M,25,12,740,5,3,1,4,3,5,3,0,0,3
F,35,19,913,0,0,2,2,2,1,3,1,3,2
F,25,9,731,5,4,5,2,3,5,1,0,0,4
F,35,17,878,4,3,4,5,1,1,4,3,4,0
M,50,11,488,1,1,0,4,3,4,1,0,3,3
F,25,17,275,5,3,4,3,2,3,5,3,5,0
M,25,7,402,4,5,0,4,0,4,0,2,3,0
M,25,4,933,4,3,5,3,1,0,3,0,5,0
M,45,11,554,3,0,4,3,2,0,3,5,3,1
M,18,17,871,5,2,4,2,0,4,0,4,0,4
M,45,12,926,5,4,4,3,3,1,2,1,3,5
F,50,8,275,4,3,3,3,4,1,5,5,0,5
M,45,19,826,4,5,4,3,5,1,4,5,0,2
F,25,2,727,5,5,1,0,3,1,0,5,4,4
M,50,14,245,5,5,0,1,4,3,3,3,3,4
F,18,6,837,5,0,4,0,3,5,0,4,1,5
M,25,1,991,3,4,2,2,5,3,5,0,3,4
F,35,4,949,4,0,0,4,5,3,4,4,4,5
M,18,17,15,0,4,4,2,2,0,4,0,0,5
M,25,12,275,5,5,4,3,3,3,2,0,0,5
F,50,1,53,0,5,1,1,2,4,3,2,1,5
F,35,15,186,2,4,5,2,1,0,0,0,2,0
F,18,13,380,3,1,3,0,2,2,0,2,4,4
F,45,7,228,4,0,0,2,1,0,0,4,3,1
F,18,9,417,1,4,4,0,4,0,5,3,5,2
M,35,1,937,3,5,2,1,0,5,4,3,5,0
M,25,20,590,0,1,4,4,1,3,0,4,1,1
M,45,20,166,1,4,3,5,0,1,5,5,5,3
M,25,5,322,2,0,4,0,5,0,3,5,0,0
M,35,17,501,4,2,3,5,4,4,0,4,1,5
M,1,7,84,5,0,3,5,0,4,0,3,4,0
F,25,1,741,3,3,3,5,4,0,2,4,5,1
F,25,17,924,5,2,4,3,3,1,0,0,4,0
F,45,15,705,0,3,3,3,4,2,0,0,4,4
M,50,3,292,0,2,4,2,5,5,3,1,0,0
F,56,20,379,4,1,2,2,3,0,3,4,4,3
F,56,7,215,4,5,4,2,0,2,4,5,1,2
F,25,1,98,1,4,0,1,4,0,0,5,5,4
F,35,14,206,5,4,5,4,2,0,1,0,3,4
M,1,6,553,2,4,4,3,3,5,0,2,3,5
M,18,17,951,5,5,3,3,2,0,0,3,0,0
F,18,17,580,3,5,4,5,3,1,1,5,5,4
F,45,20,981,5,2,0,3,0,1,0,0,3,4
M,45,2,465,5,4,1,5,3,2,0,0,0,5
M,50,8,820,5,4,1,2,0,5,0,4,3,0
F,50,16,904,1,5,1,3,3,0,1,5,1,4
F,18,6,452,0,3,5,2,4,4,3,0,3,0
M,45,15,465,5,2,0,0,1,3,0,4,0,0
M,25,0,333,5,3,2,0,1,0,4,0,4,0
M,25,14,48,5,4,2,4,0,4,4,0,0,4
M,56,0,850,4,5,2,3,0,2,0,1,5,0
F,56,6,625,3,1,4,1,5,5,3,3,4,3
M,50,6,605,4,4,2,3,0,4,0,2,0,0
F,25,4,916,0,5,2,3,0,5,0,5,1,0
F,18,4,559,1,3,0,3,4,4,4,5,0,0
M,45,7,603,5,3,5,3,2,0,0,0,5,0
F,1,4,708,4,3,3,4,0,0,0,2,2,0
F,25,1,282,4,4,4,5,4,5,4,3,4,5
M,35,7,937,1,2,3,0,5,5,4,4,5,5
M,35,6,90,3,4,4,0,2,0,2,1,3,0
F,25,6,287,1,2,1,3,4,0,3,5,0,0
F,25,20,142,0,3,4,0,2,0,3,5,3,2
M,45,18,410,5,2,4,5,2,4,0,0,1,0
F,25,5,630,5,0,3,5,0,0,5,1,3,1
F,25,1,445,4,1,4,0,4,5,4,5,5,4
M,35,16,720,5,5,0,0,4,0,1,5,3,2
F,45,19,705,0,5,1,2,1,4,5,1,0,4
F,25,15,56,2,4,1,1,4,4,4,0,5,0
M,18,11,495,4,5,2,4,5,5,3,5,3,0
M,25,11,18,1,3,2,2,1,2,0,5,5,0
M,35,20,21,0,1,3,0,5,5,3,3,4,1
M,56,17,435,2,0,3,3,4,2,5,4,4,5
M,18,19,627,3,0,4,0,1,0,3,5,4,3
F,50,0,655,3,2,0,2,2,5,1,1,2,4
M,56,5,927,4,2,0,0,1,5,0,1,4,5
M,35,6,904,4,2,2,2,3,1,1,3,3,0
F,56,17,830,5,5,0,3,1,5,5,5,0,3
F,25,6,780,0,0,1,5,4,4,2,4,0,3
M,35,19,354,4,5,4,0,0,0,2,1,3,3
F,45,7,631,5,1,0,5,1,0,2,3,0,5
F,35,7,325,4,5,0,4,4,0,3,4,5,2
M,45,9,109,2,5,0,2,1,3,5,2,4,1
M,35,4,200,2,2,3,4,3,2,0,0,3,2
M,35,4,307,1,0,5,0,3,0,3,4,0,1
F,45,0,53,1,0,1,2,5,0,5,5,5,0
M,45,2,207,5,2,0,3,2,4,1,1,5,0
M,18,0,48,1,3,0,2,0,5,2,2,0,0
F,18,16,362,5,0,3,4,4,2,2,0,0,0
M,35,2,284,1,2,4,5,2,1,0,5,0,0
M,45,12,98,3,2,5,0,0,0,5,0,1,4
F,1,12,468,2,2,1,1,4,1,1,0,4,5
M,25,20,333,0,4,0,4,2,0,2,0,3,0
M,25,0,41,3,2,5,3,4,0,5,3,3,4
M,56,7,85,0,3,4,4,2,4,3,3,1,0
M,25,3,685,2,1,1,2,2,4,3,0,1,2
M,50,16,977,3,5,3,2,3,0,5,0,3,5
M,25,17,105,4,2,2,5,2,3,2,3,3,2
M,56,2,38,0,5,2,2,3,0,2,0,0,1
M,50,15,700,0,4,1,0,1,0,2,0,5,4
M,35,5,275,1,1,0,4,4,1,1,5,0,5
F,18,1,372,0,3,3,4,4,0,2,1,5,3
M,1,4,281,1,0,1,3,0,0,0,0,1,5
M,1,16,166,5,4,4,4,5,0,4,4,1,1
F,50,17,997,1,1,2,0,3,0,5,5,5,0
M,56,20,871,5,3,0,3,1,0,3,5,0,3
F,25,11,640,0,3,0,0,0,2,5,0,4,0
M,25,9,23,5,0,1,3,2,5,5,5,0,0
F,45,1,871,5,0,3,4,2,0,3,0,4,4
F,50,6,726,0,0,4,3,0,1,0,2,2,1
M,56,8,48,5,5,3,4,2,0,2,4,3,2
F,45,20,602,5,5,0,0,2,0,3,5,0,5
F,18,17,921,2,1,2,2,4,4,2,4,1,0
M,18,0,782,4,2,0,2,0,3,0,5,2,0
M,25,9,655,5,4,1,0,5,0,4,0,2,1
F,56,11,558,5,0,1,2,4,5,3,5,2,2
M,18,17,226,0,0,4,5,1,0,3,1,3,3
F,18,8,144,1,5,4,3,1,2,3,0,3,5
F,25,12,630,2,4,0,3,4,3,3,5,3,3
M,45,11,370,5,0,1,2,3,2,2,5,0,1
M,25,6,144,5,3,3,4,0,4,2,4,2,0
M,18,0,577,4,3,2,3,2,4,0,3,0,4
M,35,0,934,5,2,5,0,0,1,4,5,2,5
F,35,16,465,2,5,0,1,2,1,4,4,3,0
M,25,4,37,1,5,3,5,0,0,0,5,3,0
M,18,1,406,4,5,2,4,5,3,5,5,0,0
M,25,19,805,1,1,0,4,0,5,5,4,1,5
M,56,2,605,4,5,3,3,3,0,4,5,0,1
F,1,17,797,4,3,3,4,5,3,3,0,5,0
M,18,11,870,0,0,4,0,0,3,5,3,1,5
F,45,18,27,5,1,5,2,0,1,0,3,1,0
M,18,13,402,0,0,0,0,2,0,2,0,2,0
M,45,1,431,0,4,2,4,5,0,2,3,4,2
F,35,10,284,5,0,5,3,3,0,4,0,4,0
M,50,1,633,5,5,3,4,2,0,1,5,2,0
F,45,4,303,0,5,2,2,3,3,5,5,5,1
M,1,5,928,0,5,3,3,2,4,0,0,4,0
M,50,16,523,5,3,2,4,1,3,2,1,4,3
F,56,5,708,0,5,1,2,2,5,0,3,0,2
M,25,16,279,5,1,4,4,2,5,1,3,0,0
M,18,18,790,3,5,3,4,0,4,0,1,1,0
M,1,19,700,4,2,1,1,5,2,3,4,5,3
F,1,7,871,1,2,4,4,2,1,0,3,0,5
M,25,0,338,3,4,1,0,3,4,4,0,4,3
M,35,15,602,5,0,1,5,3,3,0,4,0,0
F,25,9,447,0,4,1,2,1,0,5,2,1,3
M,35,3,987,1,4,4,2,5,5,0,3,5,3
F,18,13,852,2,1,5,4,3,3,3,0,0,0
M,25,10,274,4,1,2,4,2,1,1,3,1,3
F,35,17,782,5,1,1,4,5,3,3,5,1,1
M,1,7,830,3,4,4,3,0,0,3,5,4,2
F,25,10,157,5,4,3,4,4,0,3,4,2,3
M,18,9,489,2,4,4,3,4,5,1,0,4,1
M,45,18,235,1,3,1,0,2,0,3,0,5,3
M,1,9,954,0,3,0,5,3,0,0,4,3,1
F,1,17,489,4,0,1,4,4,2,2,3,1,0
M,50,17,333,5,3,2,0,2,3,2,4,1,0
M,18,3,708,5,1,4,0,4,2,4,0,3,5
M,1,3,756,4,0,1,5,4,0,3,0,0,5
M,35,7,211,5,2,4,0,4,0,0,0,5,4
M,35,10,132,5,4,5,0,0,5,5,0,4,1
F,45,6,680,5,5,4,5,1,1,2,3,4,1
M,50,20,301,3,1,0,2,2,0,2,5,1,5
M,56,7,926,3,4,4,5,1,1,3,1,2,3
M,45,1,857,2,5,4,0,3,0,0,3,0,3
M,45,12,605,2,1,5,0,1,5,5,1,1,4
F,45,4,782,0,1,4,5,4,5,1,0,1,3
F,56,4,40,0,4,1,2,3,0,3,5,3,0
M,25,4,333,3,3,4,0,4,0,3,0,3,5
M,50,13,830,5,2,3,4,0,5,0,5,5,3
M,50,17,193,4,5,4,0,1,2,5,1,1,4
M,56,0,198,5,3,4,4,5,0,0,0,4,5
M,25,0,372,3,4,2,4,4,0,1,5,4,0
F,18,20,209,3,3,2,4,3,1,4,4,3,1
M,50,7,360,3,0,0,4,3,4,0,0,1,0
M,35,12,802,4,1,4,3,5,2,3,3,2,5
M,1,20,495,2,2,4,3,1,1,3,2,1,5
M,45,17,483,5,3,4,0,3,5,4,2,0,3
M,18,16,171,2,0,3,4,5,5,3,0,2,5
M,25,10,45,4,0,4,0,0,5,4,3,0,1
M,1,5,582,0,5,4,5,0,0,0,0,3,3
M,45,4,362,4,3,3,3,0,2,0,0,4,0
F,45,7,346,1,2,3,5,0,5,2,2,0,1
M,25,12,447,3,2,4,2,5,0,3,3,4,0
F,18,1,122,5,5,5,4,1,2,1,0,3,4
M,45,16,161,2,2,2,2,2,4,1,5,4,0
M,18,4,991,2,5,0,4,0,3,3,4,4,4
M,25,4,558,0,3,1,3,4,5,4,3,3,0
M,45,7,198,5,5,5,4,4,0,1,2,5,4
F,1,0,170,5,4,3,3,2,4,0,1,4,2
M,50,4,970,5,0,4,3,4,0,3,3,5,0
M,25,4,966,2,1,1,1,4,2,5,5,0,3
F,45,14,171,5,2,0,0,1,4,3,5,0,1
M,45,20,613,4,1,1,2,1,1,0,1,4,2
F,25,14,103,5,5,0,4,0,5,3,0,0,0
F,25,4,977,5,2,4,5,0,5,1,1,2,5
M,56,9,274,3,5,0,2,5,4,4,4,3,5
F,50,6,191,2,5,4,4,3,2,2,1,1,1
F,1,15,235,0,5,2,4,4,4,1,3,5,2
M,35,10,54,1,0,4,5,3,0,1,3,0,3
M,18,19,870,3,1,1,3,1,4,3,5,1,5
M,35,7,912,0,3,5,5,0,4,4,1,1,4
M,56,7,971,5,5,3,5,3,4,0,1,3,5
M,18,7,175,2,3,2,4,3,4,0,4,5,3
F,25,7,560,5,2,0,3,1,0,0,0,3,4
F,45,20,765,5,5,5,3,4,4,4,1,3,0
F,1,7,16,5,5,4,2,3,1,1,3,3,0
M,50,17,857,2,2,3,5,0,2,5,4,3,3
F,1,16,282,4,1,4,2,4,4,0,5,1,2
F,45,11,971,2,5,1,0,0,2,5,4,5,0
M,56,0,501,5,1,2,2,1,0,5,3,3,3
F,35,12,175,5,2,2,5,2,5,3,0,3,3
M,45,2,215,5,3,4,5,0,3,3,0,5,3
F,25,13,48,2,2,1,4,5,2,5,1,4,1
F,1,20,913,2,2,4,1,4,3,3,3,2,0
F,18,4,465,2,4,2,4,2,2,3,5,0,0
M,25,0,797,3,2,0,2,0,1,4,2,4,5
M,50,16,730,5,5,0,1,3,3,3,3,5,4
M,35,17,284,3,3,3,3,3,0,3,0,1,0
M,25,16,787,0,2,1,2,3,5,2,1,2,4
M,1,7,440,1,1,0,0,1,1,4,3,5,5
M,45,17,346,5,1,0,5,5,4,4,5,5,0
F,18,18,756,5,5,2,0,0,4,1,4,3,0
M,1,4,142,5,5,2,4,0,1,0,4,1,0
F,25,11,981,5,2,4,1,1,1,5,0,3,2
M,35,17,800,3,4,3,5,4,3,4,0,3,5
M,35,10,833,5,2,0,4,3,1,3,5,1,0
F,35,14,975,0,3,0,0,3,4,4,1,4,4
M,25,4,279,5,1,1,4,5,1,1,0,0,5
M,50,0,958,2,0,1,0,0,0,2,0,0,2
F,56,9,114,2,0,1,3,1,1,4,0,1,5
F,35,14,484,3,5,2,0,0,3,1,2,0,2
F,50,17,674,3,0,1,4,5,5,5,1,3,0
M,56,9,62,4,3,4,1,2,0,2,1,0,1
F,18,13,674,4,4,4,5,4,2,3,0,0,4
M,45,12,74,5,5,1,1,1,0,0,2,4,1
F,25,12,376,5,0,0,4,2,5,3,4,0,2
M,56,12,919,5,0,4,1,5,0,5,4,1,3
M,1,7,38,1,5,4,2,0,2,4,3,0,0
F,25,8,209,3,4,3,3,1,2,4,1,0,5
M,45,20,38,0,5,0,3,4,1,4,5,0,1
M,50,3,764,1,2,0,3,4,5,4,5,0,5
F,45,17,485,2,0,1,3,5,1,2,2,0,1
M,18,2,560,4,1,0,1,1,1,0,5,4,1
M,25,7,652,4,4,2,1,5,2,2,5,0,1
M,18,8,282,1,5,2,0,2,0,0,0,4,3
F,50,9,378,1,5,3,5,3,5,1,4,3,2
F,25,12,131,5,5,1,2,4,0,4,0,1,0
M,1,9,334,5,4,2,3,3,2,2,0,1,5
M,56,12,772,3,0,0,4,0,0,0,0,5,3
M,50,5,274,3,0,4,2,4,5,4,5,5,2
M,1,15,42,5,2,3,2,5,3,1,3,0,1
F,25,13,560,4,5,4,5,0,5,1,3,0,3
F,50,19,296,1,5,0,3,4,1,2,4,5,0
M,18,4,830,5,3,3,5,2,5,2,5,0,3
M,25,3,275,1,4,4,5,1,0,0,5,4,4
M,56,13,937,5,2,4,3,0,1,0,2,0,1
F,1,17,610,5,1,4,2,2,3,3,1,2,3
M,18,9,69,4,0,0,0,3,5,1,2,0,0
F,25,2,152,5,4,0,0,0,0,1,0,0,0
M,56,11,953,2,4,0,2,4,5,1,1,4,1
M,45,4,190,3,2,4,3,4,5,3,0,3,0
M,18,17,761,4,4,1,5,0,1,0,5,0,4
M,18,18,917,4,4,3,1,2,3,0,2,5,1
M,45,0,708,5,5,0,2,1,3,1,3,4,1
M,25,11,123,5,2,4,4,4,0,0,0,2,0
M,35,18,951,5,4,0,1,4,0,4,5,3,0
F,45,3,221,4,3,1,0,3,5,1,0,4,5
M,50,12,434,5,5,2,1,3,5,4,5,4,0
F,25,16,276,5,0,0,4,4,1,3,0,4,2
F,1,8,69,0,4,2,3,0,4,5,5,4,0
F,35,2,433,3,2,0,1,1,1,4,5,4,5
M,18,2,731,4,2,4,5,4,3,2,0,3,0
M,45,16,410,5,3,3,4,3,0,0,5,0,0
M,1,18,919,5,2,2,3,3,1,2,5,4,0
M,35,10,534,2,4,2,0,4,2,1,2,3,0
M,35,15,277,5,1,3,4,4,0,3,2,1,4
F,56,11,345,5,5,4,4,5,5,5,1,4,1
M,18,2,610,2,4,4,2,3,0,1,3,4,4
F,56,18,539,0,0,3,0,1,0,0,5,0,1
M,25,2,373,4,3,4,1,4,4,3,0,0,0
F,35,0,473,3,0,2,0,0,4,1,4,0,5
F,45,8,560,1,3,0,5,0,1,1,5,1,0
M,45,0,175,5,1,2,4,5,0,1,2,1,3
M,56,2,871,3,0,4,2,0,4,1,0,4,3
M,25,6,327,5,5,0,2,3,0,2,1,0,1
M,25,4,941,1,3,2,1,4,1,2,4,5,1
F,50,12,850,0,4,4,5,2,5,3,0,3,0
M,18,4,331,5,0,0,4,3,2,4,4,0,0
M,35,20,547,0,4,3,0,0,2,2,5,0,5
F,18,18,597,0,1,3,0,5,5,4,0,1,5
F,18,19,991,4,0,1,2,5,1,0,0,3,3
F,1,2,957,2,5,4,5,0,2,0,1,5,4
F,25,15,373,4,3,2,3,1,3,0,4,0,0
F,25,8,38,1,5,3,1,0,1,4,5,0,5
F,35,12,917,5,5,1,3,4,1,3,5,0,0
F,18,20,730,1,3,4,5,3,4,3,1,5,1
M,1,12,148,0,4,3,4,5,0,2,0,1,5
F,25,11,30,2,1,0,0,2,0,4,0,3,1
F,1,15,220,0,0,1,3,5,0,4,0,3,5
M,50,8,105,4,5,5,5,4,4,4,5,4,5
M,56,20,229,5,0,0,1,4,0,5,2,0,0
M,50,4,925,2,2,0,3,3,3,1,4,5,2
M,50,4,800,1,2,1,4,3,0,4,0,0,0
F,35,6,553,0,2,4,4,0,0,4,3,5,4
M,45,14,974,5,3,1,0,1,0,3,1,5,4
F,35,12,292,4,1,0,5,5,4,3,3,1,0
F,1,13,118,3,4,2,4,2,1,3,4,0,3
F,45,6,870,1,3,0,2,5,4,1,0,1,3
M,25,11,969,1,5,3,4,5,3,3,5,5,3
M,18,8,276,0,0,3,0,5,1,0,0,5,4
M,25,3,206,1,1,4,4,1,4,3,3,0,4
M,35,4,730,5,3,2,2,3,5,0,5,0,0
M,25,14,800,5,0,3,0,0,3,0,0,0,0
F,1,9,553,2,0,4,4,0,5,0,5,0,4
M,50,2,69,5,1,2,4,2,1,3,4,4,0
M,45,14,27,0,5,0,3,4,3,2,0,0,4
M,50,3,275,5,1,5,2,3,0,4,3,2,0
M,45,7,547,3,2,3,0,2,0,1,3,0,5
F,25,6,111,0,2,2,0,2,4,3,5,0,5
F,45,7,447,4,5,3,0,4,0,1,4,5,3
M,18,19,168,1,4,4,5,4,1,5,5,2,1
M,25,17,146,0,5,4,3,5,4,2,3,0,5
M,25,8,427,5,4,3,1,0,4,2,0,2,3
F,25,1,490,3,2,4,5,0,1,0,5,4,4
F,50,2,61,1,1,3,0,2,0,3,0,4,1
M,45,17,660,4,2,0,3,5,4,3,5,2,5
F,1,15,988,0,3,4,2,0,2,2,3,1,0
F,25,13,701,4,3,0,4,0,4,0,0,4,0
M,25,12,503,5,5,4,0,2,0,3,1,3,0
F,50,0,26,4,4,4,4,4,5,5,4,3,4
F,1,16,641,3,4,3,2,2,4,2,5,0,1
M,35,7,750,3,4,2,0,2,0,1,2,0,3
F,35,13,914,5,3,5,2,5,4,2,4,1,5
M,35,17,460,3,1,4,4,4,2,0,3,2,0
F,18,1,740,5,2,0,0,4,0,5,0,4,4
F,1,1,334,3,4,1,0,4,1,4,3,1,0
M,50,1,354,5,4,5,0,0,0,3,0,4,3
M,25,19,853,5,3,1,5,0,2,0,3,3,5
M,45,16,523,5,4,1,1,0,5,5,5,1,4
M,45,2,947,4,5,2,4,2,0,0,0,3,0
M,35,15,273,4,5,4,5,4,2,3,0,5,0
F,25,0,912,1,3,4,5,4,5,2,5,0,5
M,25,11,371,5,3,0,4,3,0,3,3,5,0
M,18,9,910,2,4,2,1,1,3,4,5,3,0
M,1,2,966,3,1,3,5,4,4,0,3,4,0
F,18,18,244,3,2,4,3,5,3,2,0,4,5
M,35,2,417,5,0,3,2,4,5,5,5,0,5
F,50,1,871,1,3,0,4,2,5,0,1,5,3
M,18,5,495,5,2,2,0,4,4,3,1,3,0
