Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
M,18,9,666,4,4,2,3,4,0,3,5,2,3
F,50,20,42,4,2,3,3,4,5,0,0,0,2
M,25,18,152,2,3,2,1,3,5,4,0,4,0
F,35,8,833,1,2,5,0,0,5,0,0,0,4
F,1,6,801,0,1,4,5,0,4,2,1,3,3
M,25,7,863,0,2,1,3,2,4,4,4,3,0
F,50,3,980,5,1,4,1,1,4,1,1,5,4
M,1,1,234,0,2,4,0,0,1,1,2,1,1
F,18,11,378,0,4,0,4,5,0,0,1,0,4
M,35,9,927,1,4,2,0,4,0,0,3,0,0
F,25,18,931,2,5,4,4,3,5,2,0,4,0
F,50,9,826,0,4,1,1,5,0,5,5,0,1
F,18,17,484,3,1,5,2,5,4,5,3,2,2
F,56,10,68,4,5,0,3,5,3,4,1,0,1
F,1,9,786,3,0,3,2,5,5,0,3,4,4
F,56,9,704,1,1,5,1,5,1,3,5,4,3
F,25,8,105,5,0,5,0,3,0,3,1,0,1
M,56,5,833,3,2,1,1,3,4,2,5,4,3
F,50,18,381,2,4,0,4,3,5,0,3,0,5
F,56,2,937,2,1,2,4,4,4,1,4,1,3
F,18,5,988,5,0,5,3,0,3,0,2,0,0
M,56,12,221,0,5,0,5,5,1,0,2,3,2
M,18,5,959,4,0,1,0,4,1,3,1,0,0
F,18,5,197,4,1,1,5,4,4,5,1,0,0
M,50,16,434,2,4,5,4,5,0,2,3,3,0
M,35,5,773,1,4,4,4,0,1,2,1,0,1
M,56,9,452,3,2,4,3,3,0,3,4,0,2
F,35,20,200,2,3,2,5,4,0,2,3,3,2
F,56,2,148,4,2,5,3,2,1,0,3,5,0
M,45,0,878,3,0,4,1,4,0,0,0,1,1
F,56,6,801,0,1,5,4,3,2,5,3,0,5
M,56,0,460,1,0,5,3,5,2,0,1,5,0
M,45,4,489,5,0,0,5,1,5,2,2,0,1
M,1,11,603,5,0,4,5,5,1,4,4,2,5
F,50,20,20,1,2,4,0,0,5,2,0,3,0
M,18,5,790,3,5,0,0,1,5,1,0,4,2
F,1,7,118,5,2,0,4,5,0,2,0,1,0
M,56,0,959,4,5,2,4,5,5,5,4,4,0
F,35,16,232,0,1,4,4,0,3,0,5,3,3
F,1,8,121,0,4,2,0,4,0,4,0,5,2
M,1,15,602,2,1,5,0,4,3,0,1,5,0
M,35,12,850,1,1,5,0,4,4,4,1,0,4
F,56,0,826,1,2,2,1,1,0,4,2,5,4
M,35,20,838,2,5,0,3,0,3,5,0,4,5
F,18,4,674,2,1,4,0,5,0,0,4,3,0
F,18,16,942,3,0,4,3,1,0,4,2,4,2
F,25,1,220,4,1,3,1,5,2,4,3,5,0
F,25,0,70,3,3,4,3,3,0,0,2,0,2
M,35,11,381,1,4,4,5,0,3,1,4,1,4
M,50,19,33,2,5,3,0,1,0,2,5,5,2
F,25,11,601,1,5,3,1,4,0,2,3,2,2
M,35,0,100,0,0,0,2,4,4,2,1,0,3
F,50,4,926,3,3,0,1,5,5,0,5,5,0
M,50,20,277,2,1,1,0,0,1,0,1,0,5
M,45,13,727,5,4,5,3,0,1,3,0,2,0
F,50,20,870,1,4,2,5,4,4,0,0,3,4
M,35,7,975,0,4,1,4,0,0,2,5,0,3
M,45,18,727,1,3,0,2,3,1,2,2,0,0
M,56,8,435,3,0,2,2,4,0,4,2,0,4
M,18,4,186,5,5,0,4,0,0,0,2,4,3
F,18,17,161,5,4,4,2,1,3,3,2,1,1
M,45,12,602,4,1,1,5,1,0,2,1,5,4
F,25,9,323,3,1,0,0,4,2,1,1,1,3
F,50,6,841,1,2,5,3,4,3,0,4,4,1
F,56,8,841,5,2,1,3,4,1,0,4,1,5
M,45,2,430,3,4,1,3,4,3,0,0,5,0
M,50,20,443,5,0,2,2,5,0,1,3,4,2
F,25,7,959,0,3,5,3,4,3,2,0,4,0
F,1,17,78,0,5,1,0,0,4,0,0,0,4
M,56,6,752,2,2,1,0,3,4,3,1,0,5
M,18,0,354,3,4,3,5,0,5,5,1,4,0
F,56,3,146,3,3,4,3,0,0,3,0,3,4
M,1,1,498,2,5,0,4,5,1,0,2,1,4
F,1,2,161,1,3,3,4,4,1,0,3,0,0
F,35,8,685,3,3,4,3,1,3,1,4,4,2
F,35,16,462,4,4,3,5,3,2,0,4,0,1
M,18,13,554,1,5,4,1,4,1,2,3,1,4
M,35,9,870,2,3,1,5,0,4,2,1,0,2
M,50,10,201,0,3,4,2,0,3,0,5,5,1
F,50,16,285,4,0,3,5,0,3,4,4,0,5
F,18,7,603,4,5,3,3,0,3,3,4,0,4
M,25,17,799,1,2,5,5,4,5,2,0,2,4
F,1,4,549,3,1,1,0,0,4,0,0,4,0
M,18,19,301,0,4,1,0,0,1,0,1,0,5
F,45,0,942,5,2,0,5,5,1,4,0,1,1
M,18,7,604,0,0,2,4,0,3,3,4,3,4
M,1,12,993,1,3,1,5,1,5,0,5,2,0
F,18,7,813,4,3,0,0,1,0,4,1,4,0
F,25,12,553,3,5,4,4,4,4,2,3,5,5
M,18,6,914,0,4,2,3,5,4,0,0,3,3
M,56,6,730,0,5,4,4,4,3,4,1,5,0
F,18,0,431,1,0,4,0,3,1,2,5,2,0
M,56,12,143,0,1,0,5,4,0,4,5,2,5
M,25,16,539,0,5,0,2,2,0,4,4,0,5
F,35,11,991,3,0,1,0,1,1,5,4,4,0
M,56,1,77,0,5,1,5,0,4,0,2,4,0
F,50,0,666,2,3,3,4,4,5,2,2,2,3
M,25,1,66,3,0,3,3,1,0,2,1,3,3
M,35,1,180,5,2,2,3,2,2,0,1,3,3
F,18,16,445,3,0,4,4,4,0,0,0,0,0
F,35,11,959,4,3,2,1,0,2,5,4,0,0
F,18,18,296,0,3,5,5,2,5,1,3,5,0
F,50,13,300,5,4,0,1,0,4,1,1,4,0
M,25,19,122,2,3,0,5,3,0,4,2,2,0
F,35,3,48,1,2,4,2,1,0,4,2,0,0
M,25,11,894,1,3,3,1,4,5,4,5,2,1
F,25,16,468,0,3,1,1,2,0,2,4,4,1
M,50,20,555,2,2,4,5,0,1,1,0,4,0
M,56,0,497,0,0,4,3,0,0,0,1,4,4
M,45,1,965,3,4,5,3,3,4,4,0,2,3
M,25,2,527,3,1,5,5,2,3,4,1,4,0
F,18,2,527,3,0,5,2,4,4,4,3,3,5
M,56,12,371,5,3,1,5,3,1,3,1,4,2
M,45,19,171,2,3,2,4,3,0,2,2,5,0
F,1,0,197,3,2,4,1,3,5,2,1,3,1
M,25,14,376,3,0,1,1,1,0,2,4,5,0
F,35,4,105,4,0,5,4,5,5,1,5,5,3
F,50,6,336,1,0,3,1,5,3,5,4,4,0
M,56,1,895,4,5,4,0,4,0,0,3,0,3
F,18,5,801,1,5,0,0,0,5,4,4,5,5
M,35,9,447,3,2,2,5,0,5,1,0,0,4
M,50,5,122,3,0,3,1,0,1,0,1,0,0
M,45,20,127,4,0,5,2,0,3,0,1,3,0
F,45,1,301,3,5,3,4,4,5,3,2,3,0
F,56,16,441,2,4,0,0,5,5,0,0,1,2
F,45,19,85,2,2,3,5,4,0,4,0,0,0
M,25,4,836,5,4,0,3,0,1,3,2,1,0
F,45,19,539,3,4,3,4,0,4,0,0,3,3
M,45,19,744,1,3,2,4,0,2,1,4,2,0
M,35,10,33,1,0,2,0,5,1,5,5,0,0
F,56,13,87,1,0,0,2,0,2,0,2,0,5
M,50,20,168,2,0,2,1,5,2,2,3,4,4
F,35,2,437,4,3,0,0,1,2,0,5,0,4
F,25,0,655,3,5,3,4,5,5,2,1,0,4
M,45,2,452,3,2,0,4,4,0,4,2,0,0
M,18,0,301,3,1,4,0,3,1,0,2,0,0
M,25,12,417,3,5,1,2,5,4,1,4,2,4
M,56,5,302,2,2,5,0,1,0,3,5,5,0
F,1,7,405,2,5,3,4,5,3,5,2,2,2
F,25,9,641,3,0,0,5,5,0,5,2,0,5
F,50,17,606,4,2,3,4,4,2,4,3,0,2
F,56,16,941,5,2,1,3,4,0,4,1,5,0
F,35,13,198,5,3,5,0,5,5,1,4,2,4
F,25,12,358,5,0,1,4,0,0,2,2,4,0
M,50,17,42,0,3,5,5,2,0,0,4,2,0
F,1,9,300,0,0,3,5,0,5,0,1,0,2
F,1,7,780,0,1,0,3,1,3,2,4,4,0
F,1,2,320,5,5,0,3,0,3,4,2,0,3
F,1,18,933,4,3,5,5,0,2,3,1,0,4
M,50,12,45,1,2,1,0,4,2,2,4,3,5
F,35,14,950,5,4,0,2,2,0,1,3,5,0
F,45,4,531,4,2,1,5,5,4,3,5,3,2
M,25,0,495,1,2,0,1,0,5,2,3,0,4
M,56,16,760,1,1,5,2,4,0,3,1,0,3
M,25,14,64,5,1,0,0,5,0,2,4,1,0
M,50,8,306,5,0,4,5,4,2,3,4,1,5
F,1,3,296,5,3,0,0,4,0,0,4,0,4
F,50,4,856,1,2,2,4,0,0,2,4,3,0
F,56,10,600,4,0,4,5,5,4,0,2,3,1
F,18,17,186,4,0,5,1,0,5,2,0,3,4
M,25,18,931,5,5,2,2,4,3,2,3,3,5
F,56,10,127,5,0,0,1,5,2,0,1,3,4
M,25,0,534,0,4,2,0,0,3,0,3,4,5
F,50,4,15,1,1,0,5,0,4,4,2,0,0
F,18,0,376,3,4,0,5,3,5,4,5,4,4
M,50,20,142,0,3,1,5,5,2,4,2,4,4
F,35,7,773,5,1,5,3,5,4,1,0,3,1
M,18,7,992,4,2,5,0,1,2,2,1,3,0
F,50,19,380,4,3,1,2,2,1,4,3,5,1
F,35,9,334,4,3,4,4,0,0,3,4,0,0
M,18,12,965,3,5,2,5,1,3,0,5,3,5
F,50,9,973,2,4,0,1,0,5,0,2,4,3
M,18,10,942,2,3,2,2,4,0,0,4,3,0
F,50,12,975,3,3,4,0,0,0,0,4,4,0
F,50,1,704,4,1,0,5,4,2,0,5,0,0
M,56,9,296,4,4,4,4,4,0,3,3,4,0
M,56,8,655,3,4,4,4,0,0,0,1,0,4
M,25,12,775,4,4,1,1,2,1,3,5,3,1
F,45,11,465,3,0,3,5,0,3,3,0,4,3
F,50,1,253,4,2,0,4,3,1,3,0,0,2
M,25,18,622,1,0,0,0,4,0,3,5,3,0
F,45,11,406,4,0,3,4,4,2,1,3,1,0
M,45,11,21,4,0,4,2,5,0,4,4,5,4
M,1,1,12,1,1,3,3,0,4,3,5,0,5
M,25,19,674,4,1,3,5,2,0,0,2,0,1
M,1,10,850,2,3,1,2,0,0,0,1,4,0
F,56,1,421,0,4,5,5,0,4,3,1,0,1
F,1,8,197,4,4,0,0,4,0,0,2,0,1
M,18,9,142,1,4,4,1,2,1,4,4,5,1
M,25,14,554,1,1,4,0,2,3,0,4,5,1
M,50,20,601,0,4,1,4,5,3,5,3,5,4
M,56,0,224,2,0,0,0,0,0,2,4,0,0
M,50,18,772,3,1,1,0,4,4,0,1,5,3
F,18,16,930,1,4,2,4,4,4,4,1,4,0
M,56,14,334,5,2,0,4,2,0,0,2,0,4
M,50,13,770,3,2,4,2,4,2,3,3,5,1
F,1,13,10,1,1,2,4,1,1,4,2,4,0
F,1,2,435,1,3,3,2,4,5,4,1,5,0
F,45,17,987,4,5,0,2,5,0,4,1,3,0
F,25,0,168,3,0,5,1,4,4,0,1,3,4
F,35,10,833,2,5,5,3,4,1,3,1,0,0
F,50,17,15,3,4,4,3,2,5,0,0,0,4
F,1,5,146,4,3,2,5,3,2,4,0,4,2
M,50,12,190,4,0,5,4,0,5,1,3,3,0
M,45,1,140,3,4,2,0,2,0,4,4,0,5
F,35,7,480,3,0,4,0,3,3,3,4,0,4
M,18,5,988,1,3,3,0,1,4,4,1,3,4
M,50,11,796,3,2,5,2,0,1,5,0,4,0
M,25,0,907,0,5,2,0,1,2,2,3,5,0
M,35,3,222,3,1,2,1,2,5,1,5,1,3
F,56,1,30,5,2,0,0,0,0,4,0,0,1
F,35,3,231,5,3,3,0,0,4,3,4,0,2
F,35,2,969,5,5,5,0,1,3,2,1,0,4
F,35,11,930,1,2,0,5,0,4,2,3,3,5
F,25,8,417,3,5,0,5,1,2,1,1,4,0
M,56,2,30,3,0,2,1,0,5,2,3,3,0
M,45,2,601,2,3,4,2,3,1,4,5,0,5
F,56,12,445,3,1,3,0,2,0,3,5,0,4
F,35,5,435,1,2,1,4,0,0,3,5,4,1
F,25,12,990,4,2,4,0,1,1,5,0,0,5
F,56,1,10,4,2,3,2,1,4,3,4,0,3
F,50,7,577,1,5,2,4,0,0,4,1,3,4
M,18,4,947,3,5,4,5,4,3,5,1,5,1
M,1,7,555,5,5,2,1,4,0,2,5,4,5
F,25,19,777,5,5,5,3,3,0,3,0,2,4
F,45,16,940,5,5,2,3,3,2,0,3,0,0
F,35,9,801,4,0,5,0,4,5,2,2,4,5
F,35,17,935,2,2,0,2,2,2,2,4,2,2
F,1,2,150,3,5,1,2,1,4,0,5,3,5
M,25,14,480,2,2,4,0,0,2,0,5,0,2
M,35,10,820,4,2,4,3,0,1,5,3,0,0
F,25,12,878,3,2,1,0,4,4,3,2,1,5
F,50,10,813,5,5,0,0,2,1,2,4,0,0
F,45,16,985,1,3,5,0,0,3,3,4,0,1
M,50,3,402,2,5,0,1,5,3,2,2,2,0
F,50,17,370,4,0,2,0,1,3,1,3,5,5
M,35,20,726,4,5,5,4,2,0,0,0,3,0
F,56,2,325,4,3,0,5,5,4,2,0,4,0
F,56,14,376,3,2,1,4,5,0,4,5,1,0
M,56,17,306,5,5,3,4,3,0,0,0,0,3
M,56,12,80,5,0,0,3,0,1,4,2,0,4
M,1,6,926,4,2,5,2,4,1,3,3,3,5
M,35,0,320,0,5,0,3,5,3,4,4,0,1
M,25,16,946,2,0,1,0,1,4,3,2,0,0
M,25,16,45,2,2,4,2,5,3,2,1,2,2
F,25,8,740,0,4,5,1,0,4,4,3,3,0
F,56,5,847,2,3,1,1,0,5,2,3,3,0
M,56,16,10,1,3,4,2,0,2,2,0,0,4
M,50,8,371,4,3,5,3,1,4,4,2,0,2
F,50,13,171,3,5,2,0,0,4,0,5,5,0
M,18,11,605,5,3,3,0,1,3,3,3,5,2
M,35,16,376,4,1,0,0,0,5,0,0,0,2
M,1,17,53,4,1,2,3,3,1,0,5,0,4
M,35,19,975,1,3,1,3,4,3,3,1,1,3
M,56,7,349,5,0,1,5,0,3,0,5,4,5
F,50,4,220,2,4,4,2,5,5,0,0,0,2
F,25,12,912,4,5,2,2,4,5,3,5,3,0
M,25,4,494,1,3,4,5,3,2,1,4,0,2
M,35,16,45,2,4,5,5,3,0,3,0,1,0
F,35,15,852,1,2,0,0,2,0,5,2,3,4
F,50,13,988,1,0,5,0,0,4,0,1,0,0
M,50,20,813,5,4,5,2,0,0,3,1,0,5
F,25,19,21,0,4,2,1,5,1,5,0,0,0
M,25,18,786,1,0,1,2,1,1,4,0,2,2
M,18,9,381,1,2,2,3,4,1,0,0,4,0
M,35,8,53,5,0,0,0,4,4,5,5,0,0
F,50,18,22,0,0,0,2,5,0,3,4,0,2
F,1,18,826,4,5,1,0,4,1,4,5,0,2
F,35,2,221,1,5,4,2,1,5,3,5,5,2
M,35,10,370,2,1,5,1,5,0,2,3,3,2
M,45,9,549,0,5,0,3,0,4,3,5,0,2
F,1,4,544,0,5,4,5,1,0,3,2,0,0
M,18,18,794,4,0,3,3,0,4,5,1,3,0
F,56,8,841,1,1,5,5,5,4,0,0,3,4
M,56,12,927,5,1,3,3,0,2,3,5,1,4
M,45,3,201,2,3,1,4,0,2,0,0,4,1
F,35,1,452,5,2,0,0,5,5,0,5,0,2
F,45,7,531,5,0,0,5,3,3,0,1,3,1
F,45,13,982,1,4,3,5,2,4,3,5,0,5
M,56,17,461,5,0,3,4,0,4,2,0,1,3
F,56,12,908,1,1,3,4,2,5,5,5,4,1
F,35,2,481,2,0,0,1,4,2,1,1,1,4
M,1,19,282,0,5,1,3,5,1,4,1,1,0
M,56,9,622,1,3,4,5,3,4,2,5,3,0
F,25,19,236,4,4,5,4,5,1,1,0,0,4
F,25,8,13,1,5,2,5,2,0,0,3,4,5
F,35,7,303,0,2,4,0,2,0,0,0,0,0
F,56,10,40,0,3,0,0,5,2,3,4,0,0
M,18,7,370,2,4,3,4,3,5,0,3,5,4
F,35,16,50,4,0,1,1,3,5,4,0,0,5
M,45,12,974,0,3,5,3,0,3,3,0,2,0
F,35,13,907,0,5,3,4,0,1,2,2,3,4
M,25,4,23,5,2,2,5,4,0,0,4,0,0
M,50,0,811,3,3,4,5,5,5,2,1,0,5
M,35,3,104,0,1,1,3,4,0,4,4,0,4
M,35,1,560,0,2,2,4,0,5,0,1,4,0
F,25,14,70,2,3,2,4,4,1,3,5,1,0
M,25,12,557,2,3,3,1,4,0,2,1,0,2
M,56,16,928,4,1,1,0,4,5,1,3,4,2
F,35,11,770,4,4,2,2,2,4,0,4,3,0
M,1,14,544,0,2,5,2,4,4,3,5,4,5
M,50,6,21,4,1,4,4,5,0,2,0,2,1
F,50,7,42,4,3,0,1,4,0,2,1,3,3
M,45,17,161,1,4,2,0,4,4,0,4,4,0
M,18,6,787,0,2,0,1,1,4,0,2,1,5
M,1,14,446,4,0,1,2,4,4,2,4,3,5
M,50,4,880,0,1,2,5,0,4,3,3,0,0
F,25,11,674,1,0,2,1,0,5,2,4,4,5
F,35,4,170,2,1,4,3,4,0,5,1,3,0
M,35,10,427,0,1,5,5,2,5,1,5,1,4
F,56,3,24,5,5,4,5,1,0,0,2,5,4
M,35,1,878,3,5,3,5,0,1,4,2,3,5
F,18,5,933,0,3,0,4,1,0,3,0,5,1
M,56,19,333,1,5,3,1,5,2,1,3,0,3
F,25,10,84,0,2,1,1,5,4,0,5,1,0
M,35,20,527,4,2,3,0,2,0,3,2,0,0
F,50,2,935,5,0,1,0,2,0,2,3,2,0
F,56,7,551,5,4,2,3,3,0,0,3,5,3
F,1,0,480,0,4,4,4,5,2,5,2,0,0
M,1,19,65,2,4,5,1,4,2,0,4,3,0
M,18,18,672,2,5,3,0,4,4,1,1,0,0
M,1,18,701,1,4,2,4,2,2,5,2,4,2
M,1,5,50,2,1,1,3,0,0,0,4,5,3
F,35,3,173,2,3,2,5,2,3,2,1,0,0
F,50,16,349,3,0,3,4,4,1,0,1,4,0
M,35,8,323,3,1,0,4,1,0,2,2,3,3
F,1,17,773,0,5,4,5,0,0,2,2,2,0
F,35,19,13,5,5,3,5,0,3,0,1,4,5
F,35,16,81,3,4,0,1,4,4,2,5,1,4
F,1,14,90,0,4,4,1,2,2,2,4,3,0
F,1,9,292,0,0,4,1,4,0,3,2,3,0
M,56,6,701,2,2,3,5,0,4,3,2,2,0
F,1,8,279,2,5,2,3,2,4,0,5,2,0
M,1,3,296,0,2,4,4,4,4,2,4,0,4
M,56,17,489,2,2,0,3,5,2,0,0,0,0
M,50,0,974,2,4,1,3,2,1,0,1,0,2
F,45,15,273,4,3,5,2,4,5,5,0,5,4
M,35,10,744,3,5,5,5,5,2,4,0,1,4
F,56,19,471,2,2,4,3,0,4,5,5,0,2
M,1,5,705,4,2,4,5,2,2,3,2,1,4
F,50,17,662,4,3,4,0,0,4,4,2,3,0
F,56,19,652,5,5,4,1,4,1,5,3,1,5
F,45,2,370,2,0,5,2,3,2,2,1,4,0
F,50,2,6,4,3,0,0,2,4,2,3,0,1
F,50,7,468,4,2,1,1,0,5,4,1,1,4
F,50,17,122,3,1,3,4,0,1,4,0,4,0
M,25,2,833,4,0,5,3,3,2,0,2,0,0
F,18,4,108,4,3,2,4,4,3,4,5,1,3
F,35,10,457,4,4,2,4,2,3,1,2,1,1
M,45,20,450,2,0,0,1,0,4,3,0,3,1
M,50,3,943,0,4,5,0,0,0,0,0,4,0
M,56,17,262,5,3,1,0,0,3,2,2,3,1
M,25,2,488,5,2,2,3,4,2,3,2,4,0
F,56,17,115,1,2,1,3,4,2,5,5,0,4
M,56,1,396,3,4,1,1,0,5,4,2,1,3
M,50,12,198,5,3,0,5,0,0,2,5,4,0
M,25,1,944,0,2,1,0,0,1,4,2,4,4
F,35,11,21,0,5,3,2,0,4,3,5,0,3
M,35,0,894,4,3,2,0,5,2,4,2,0,3
M,35,6,603,3,3,2,1,0,3,0,1,4,0
M,35,1,6,3,1,0,3,0,0,3,4,0,5
M,50,7,245,3,3,1,0,5,3,0,5,4,1
F,1,5,300,2,5,4,2,0,3,4,3,3,4
F,25,4,108,2,4,5,4,4,2,5,5,5,0
F,35,3,417,4,2,2,5,4,5,0,1,5,4
M,56,19,294,3,2,4,0,0,4,2,3,5,2
F,45,18,296,5,3,3,1,4,4,4,2,5,0
F,1,12,42,4,3,2,0,0,0,3,3,0,5
F,35,4,912,5,5,3,4,3,4,3,5,4,4
F,25,9,349,1,0,0,2,0,0,0,3,2,2
M,50,4,29,3,3,1,0,4,1,5,0,0,4
M,35,6,471,1,0,1,0,4,3,5,2,5,0
F,18,0,382,3,4,5,5,3,2,3,0,0,2
F,56,3,273,4,2,0,0,0,4,3,2,2,3
M,56,0,465,4,0,4,0,5,4,3,0,0,0
M,45,15,280,3,4,2,4,4,5,2,5,3,4
F,1,3,826,2,0,5,1,0,3,0,2,0,0
M,25,0,581,2,0,3,0,0,5,0,0,5,2
F,45,7,490,0,1,0,1,0,3,0,1,3,3
M,56,8,744,4,3,4,0,2,5,0,3,0,4
F,50,18,551,4,3,2,0,1,1,2,0,0,0
M,50,8,245,4,1,3,5,4,2,5,2,5,0
M,18,19,442,4,3,5,1,4,1,4,0,4,2
M,50,3,465,2,0,4,5,1,4,3,0,0,2
F,35,9,492,5,4,0,4,0,3,0,2,0,3
M,56,10,700,0,2,4,0,5,0,0,2,0,1
F,25,16,616,0,3,1,0,0,0,2,0,5,5
M,56,16,975,1,3,0,1,4,2,2,4,2,5
F,18,7,209,2,0,2,1,5,5,2,5,1,0
F,50,16,307,4,1,0,1,3,0,3,0,5,0
M,1,9,148,3,1,1,1,0,5,4,0,4,0
M,1,17,396,3,0,2,0,4,0,2,0,3,4
F,35,18,396,2,0,2,1,3,3,5,0,2,3
M,50,6,405,2,4,0,3,2,0,0,1,3,1
F,50,15,990,5,0,5,5,2,5,4,1,0,0
M,35,5,465,1,0,2,0,0,0,4,2,2,5
F,56,8,430,0,4,4,3,4,0,5,1,1,4
M,45,6,933,1,5,0,4,4,0,3,1,4,4
M,25,14,945,1,4,4,4,5,4,4,4,4,3
M,18,16,983,1,1,2,3,4,0,4,0,3,0
F,25,3,581,4,5,3,4,4,0,0,4,0,0
M,56,2,943,0,5,0,2,4,1,4,5,0,4
F,56,17,229,3,5,3,0,3,2,0,4,0,4
F,35,3,731,3,2,1,0,0,0,2,5,0,2
M,25,17,604,5,2,5,4,5,2,1,4,2,4
F,35,18,19,5,1,5,1,4,2,0,5,1,0
M,45,12,292,0,3,4,2,0,5,3,5,4,3
M,18,20,674,2,0,3,2,4,1,4,2,0,4
M,35,2,630,4,2,2,0,0,3,0,2,4,5
M,56,8,175,5,3,5,5,5,4,2,5,0,0
M,35,11,750,3,5,1,3,3,0,0,3,0,1
