Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
M,1,5,40,1,1,2,1,3,1,3,3
F,35,8,804,4,5,0,3,5,5,1,5
M,18,4,49,1,5,0,2,0,4,4,1
F,50,2,606,3,1,0,2,5,2,1,0
M,25,2,274,4,2,0,5,3,2,5,4
M,1,7,483,4,1,0,3,3,2,0,4
M,1,19,338,3,1,0,0,0,0,0,4
F,25,15,223,3,0,4,2,0,5,1,1
M,50,20,652,5,1,2,0,0,2,1,0
M,35,8,741,1,0,5,0,2,5,1,4
M,25,19,577,1,3,4,5,3,1,3,1
F,45,0,440,1,3,0,3,0,1,2,5
F,35,7,141,5,2,0,5,4,3,5,0
M,18,17,17,3,5,3,1,3,1,0,1
F,56,19,629,3,4,0,2,5,5,2,3
M,25,14,29,1,4,0,5,0,1,1,0
M,25,9,140,0,4,0,3,3,0,4,1
M,18,13,462,1,2,0,2,3,0,5,5
F,45,13,481,5,4,0,4,0,5,0,2
M,50,18,434,3,4,3,3,0,2,3,1
F,50,10,201,4,5,5,5,0,0,0,0
M,45,6,224,4,5,5,5,2,2,5,1
M,18,0,492,4,1,3,4,2,2,4,0
M,25,2,17,3,5,0,0,0,2,3,3
F,25,4,224,4,3,0,2,5,0,4,3
F,56,11,90,4,2,5,5,0,3,3,3
F,45,1,228,5,5,0,0,4,5,4,0
F,35,15,490,5,3,0,0,0,3,3,0
F,50,10,921,1,5,4,2,0,5,0,1
M,1,20,41,4,0,1,3,4,3,1,4
F,1,14,437,3,2,4,0,0,1,2,0
M,25,16,991,0,3,3,1,0,1,4,2
F,1,7,520,5,1,0,0,0,0,3,3
M,50,2,170,3,5,3,4,0,2,4,2
M,25,3,630,4,1,0,0,0,0,5,1
M,25,6,830,5,5,0,4,3,2,0,4
F,50,20,427,5,0,0,2,0,5,1,3
F,18,16,381,2,2,2,3,4,0,2,3
M,18,11,337,5,1,1,0,5,0,2,3
M,45,7,22,4,3,0,0,3,2,4,1
M,18,15,307,4,0,5,1,5,0,4,3
F,45,17,360,2,2,0,5,3,4,5,5
F,25,14,118,1,3,0,0,2,1,4,2
M,45,8,965,5,1,1,2,1,5,5,2
F,50,18,497,5,5,0,0,0,1,4,0
F,1,20,957,1,5,0,4,5,4,0,3
F,18,19,837,4,1,2,1,5,0,5,4
M,50,13,641,1,0,3,5,3,0,1,3
M,18,3,800,5,4,4,2,1,4,5,1
M,50,4,833,4,1,2,2,0,0,0,2
F,56,15,362,0,4,5,4,5,0,4,3
M,45,0,660,1,5,2,1,0,4,1,4
F,56,2,180,2,1,4,4,2,0,0,2
M,45,6,969,3,0,2,5,3,4,5,4
F,50,3,275,3,1,3,1,5,3,4,5
F,45,18,336,5,4,0,4,4,5,2,4
F,25,5,16,2,2,1,3,3,2,0,3
F,18,14,165,3,2,0,1,0,4,1,5
F,35,16,790,0,5,4,5,0,4,0,4
M,18,2,378,1,3,1,5,0,1,1,2
M,1,9,836,5,2,3,1,5,2,4,0
M,35,14,328,3,1,1,5,3,0,0,0
M,50,7,62,3,5,2,3,4,4,4,0
F,45,7,16,4,1,5,2,1,0,2,2
F,25,4,161,5,4,0,0,0,0,3,4
M,45,10,284,1,5,3,0,0,0,5,4
M,1,20,894,1,4,0,1,2,3,0,3
M,18,2,606,3,5,0,5,2,1,2,0
F,25,0,563,4,1,0,2,0,3,5,3
M,18,12,201,5,5,4,4,0,0,4,5
M,50,4,143,5,1,4,0,0,3,1,3
M,25,9,530,0,4,2,4,2,0,0,3
M,25,12,799,5,3,0,0,4,0,4,4
M,25,17,224,0,5,0,2,4,0,5,4
F,25,20,972,5,0,2,4,3,3,0,0
F,35,12,826,2,1,2,0,4,3,5,4
M,25,16,190,4,5,0,2,0,4,2,0
M,45,5,870,4,5,0,4,4,3,3,0
F,56,12,63,1,3,0,0,0,2,4,0
M,45,12,22,5,3,5,0,3,0,0,3
M,45,7,947,1,2,0,3,3,3,0,3
F,1,15,275,3,4,5,2,5,2,5,1
M,45,10,186,2,0,1,4,3,0,4,5
M,50,5,441,4,5,1,2,4,4,0,0
M,1,4,997,4,4,5,0,0,2,3,3
M,18,3,166,4,4,5,5,3,2,5,0
M,1,17,837,3,2,3,0,0,4,1,3
M,50,14,447,4,2,0,2,1,4,2,1
M,18,15,80,0,0,3,2,5,5,5,2
F,1,16,581,0,2,5,4,5,4,4,2
F,18,12,786,2,1,2,3,3,1,3,0
M,25,4,354,5,5,0,0,0,2,3,0
F,1,3,331,5,2,1,2,0,3,2,5
F,45,10,373,5,1,2,0,4,3,3,1
M,45,0,262,4,2,0,5,2,5,3,1
M,35,15,309,5,4,4,2,2,3,5,0
F,35,4,371,1,3,0,2,0,3,5,1
F,56,4,465,0,1,4,0,5,0,3,1
M,25,16,988,3,2,0,0,0,0,2,0
M,18,2,801,5,5,2,1,5,1,5,3
M,45,9,940,0,4,4,4,4,2,4,0
M,25,7,894,3,3,0,3,3,2,3,5
M,35,4,623,5,0,1,1,5,4,0,0
M,25,17,672,1,3,2,2,5,4,4,4
F,25,1,207,3,5,5,4,0,5,4,5
M,56,15,296,5,3,1,5,3,3,1,5
F,50,8,813,5,0,0,5,3,3,5,0
F,56,8,967,5,4,0,3,5,4,0,1
M,56,15,40,5,2,0,4,0,3,5,1
F,35,17,580,4,5,5,1,3,0,2,1
F,18,18,253,1,1,0,4,0,2,0,2
M,56,2,949,2,1,0,3,0,0,3,4
F,45,19,42,3,3,1,2,0,1,1,0
F,18,12,140,2,1,0,0,0,0,0,3
M,45,16,170,5,2,3,2,5,4,0,5
M,50,4,481,5,0,0,5,3,2,0,3
F,18,6,704,5,5,0,4,3,2,0,1
F,35,4,349,5,2,1,4,5,2,5,5
M,45,2,277,1,2,4,2,5,1,4,0
M,50,11,165,5,4,4,0,0,3,3,4
M,18,8,843,5,5,2,5,3,3,3,3
F,56,17,968,3,3,1,2,4,3,0,2
F,50,2,837,4,4,0,0,0,0,2,4
F,18,13,722,1,5,1,5,3,2,3,5
F,18,11,98,5,1,0,0,0,4,0,0
F,35,4,492,2,5,3,4,4,4,0,0
M,25,5,50,5,4,5,0,4,3,4,3
M,25,2,24,3,3,0,4,0,0,5,1
M,35,15,553,5,0,1,3,3,5,3,5
M,56,16,773,4,3,0,2,0,4,2,3
M,56,11,123,3,5,1,2,5,0,2,2
F,1,15,191,5,4,2,0,0,3,0,5
M,1,17,433,3,2,1,1,5,0,2,1
M,25,11,752,5,0,0,0,0,3,0,5
M,25,15,557,3,3,2,5,5,4,4,2
F,56,9,610,5,5,5,3,3,0,4,2
M,50,11,122,1,3,5,4,5,5,1,5
F,50,15,120,3,1,5,4,0,0,2,0
F,18,2,424,1,1,1,2,0,0,4,3
M,1,7,750,5,5,1,3,4,5,4,3
F,35,3,485,5,4,4,0,0,2,2,0
M,1,7,273,3,2,3,4,4,0,3,0
M,25,5,302,5,1,0,0,0,3,4,3
M,25,2,943,5,2,0,1,4,2,1,1
M,35,17,168,5,1,4,2,5,0,5,2
M,56,8,603,5,3,0,0,0,5,5,3
F,56,11,933,5,2,0,0,0,1,0,1
M,35,14,454,4,1,0,0,0,2,0,2
M,45,2,132,5,3,0,0,0,0,5,0
M,25,4,329,1,5,0,0,2,2,0,0
M,25,15,970,5,0,0,0,0,2,2,3
F,25,12,79,3,0,0,0,0,5,3,0
M,45,9,502,2,3,0,3,1,0,5,0
F,18,9,765,4,4,0,0,4,1,1,0
M,50,1,914,2,4,0,2,0,4,5,3
F,50,11,437,5,1,2,0,0,1,4,1
M,50,10,944,5,4,0,3,4,4,3,3
F,56,16,127,0,5,0,1,2,0,4,2
F,50,1,120,5,2,0,1,0,1,2,3
M,18,5,800,5,3,3,0,0,3,5,0
M,56,15,314,4,0,3,5,2,0,0,2
M,50,8,610,1,0,0,4,3,4,1,0
M,35,16,937,1,0,0,0,4,0,1,4
M,25,11,206,3,4,3,4,0,0,5,1
M,25,14,196,3,2,0,2,5,4,4,4
M,35,14,970,5,0,1,0,0,2,4,0
M,35,10,741,5,0,0,2,4,0,0,4
M,1,20,489,2,3,4,5,3,5,1,3
M,45,5,539,1,5,2,2,0,1,5,0
M,18,18,80,5,1,4,0,4,2,4,0
M,25,4,914,4,4,0,2,0,0,4,2
M,18,17,590,5,0,0,0,4,5,0,1
M,45,6,750,5,4,3,2,5,0,4,4
F,1,5,787,5,2,0,1,3,2,5,0
M,56,8,82,3,4,3,1,1,5,3,2
M,35,12,943,3,2,3,3,0,0,0,1
F,35,16,41,5,5,0,0,5,2,0,3
F,35,11,180,1,1,3,2,5,4,1,5
F,18,10,108,4,4,0,0,5,0,0,2
M,25,15,180,0,1,0,1,0,3,0,4
F,45,18,90,1,0,2,2,5,1,2,5
F,35,14,441,5,0,2,2,2,4,3,3
F,18,12,616,3,0,1,2,5,0,0,3
M,1,12,928,4,2,5,5,0,0,0,0
M,25,19,144,4,4,1,0,5,4,5,2
M,35,5,380,0,1,1,0,0,3,4,2
F,50,5,809,0,5,3,2,0,3,5,0
F,35,1,958,5,1,0,1,4,3,0,4
F,1,4,782,5,5,4,2,5,1,0,5
M,1,5,943,4,0,0,3,0,1,5,1
M,56,9,530,3,0,5,4,2,0,0,2
M,18,4,652,4,5,2,0,0,0,5,1
M,18,7,121,3,5,5,5,3,1,2,3
M,1,12,130,3,5,0,4,2,2,1,0
M,25,2,314,2,4,0,0,0,0,2,0
M,50,9,436,3,2,0,4,5,1,3,5
M,25,13,447,5,1,2,0,0,5,3,0
F,56,14,917,3,1,3,5,2,5,5,3
F,18,5,485,0,4,3,3,5,0,4,3
M,18,3,969,2,1,0,4,3,4,5,3
F,25,20,923,4,2,3,1,3,0,3,0
M,25,2,967,1,4,0,4,2,3,0,1
F,50,10,62,5,1,5,2,0,4,4,5
M,56,12,953,4,3,5,4,0,5,4,1
M,18,6,109,4,3,5,0,3,1,4,4
M,45,8,337,5,3,0,0,0,3,1,0
F,50,15,870,0,5,0,2,0,3,5,4
F,50,12,971,3,3,2,3,5,3,0,3
F,1,4,857,5,5,0,0,0,5,4,2
M,35,12,943,5,4,0,0,0,0,5,0
F,35,17,452,2,2,0,4,3,1,4,3
M,18,14,131,5,4,0,0,0,2,4,0
M,1,10,284,1,0,0,3,0,5,0,0
M,1,19,105,5,0,1,2,1,0,4,1
F,45,3,590,2,4,1,4,2,5,0,1
F,50,12,445,3,5,5,3,0,0,3,3
F,35,6,24,0,3,0,2,3,0,4,2
F,1,4,480,5,3,0,0,0,1,0,3
M,45,4,852,5,0,0,0,4,0,1,2
M,25,3,360,5,2,3,0,0,0,0,5
M,1,3,982,4,0,0,4,0,4,5,0
F,56,8,489,1,0,0,1,5,3,4,2
M,1,2,27,3,3,0,1,4,1,1,3
M,35,5,326,4,5,2,5,2,2,3,0
M,35,4,826,4,0,1,0,0,3,3,3
F,45,13,406,5,0,1,3,4,1,5,3
F,50,18,921,4,0,0,1,3,3,0,4
M,35,4,933,5,4,5,0,0,3,3,0
M,50,5,800,2,4,0,3,5,2,5,1
M,18,7,253,5,1,5,0,0,0,0,2
F,50,12,322,0,0,3,3,1,5,4,3
M,1,7,539,5,4,0,2,0,3,5,2
M,56,14,524,0,1,2,3,0,1,0,3
F,1,10,396,3,5,1,3,3,2,2,0
F,18,1,681,1,5,1,3,0,1,5,1
M,50,8,986,5,2,1,2,2,3,0,0
M,50,13,16,4,4,0,4,5,2,1,1
F,50,18,314,2,2,1,4,5,3,2,3
F,35,0,598,3,3,3,4,4,2,5,3
F,1,5,193,5,1,2,5,2,2,1,3
M,45,9,450,5,1,2,3,4,0,2,4
M,56,7,325,5,1,2,4,2,0,4,1
F,18,1,54,1,3,0,0,0,4,0,2
M,56,8,469,5,2,5,0,4,5,4,4
M,56,1,582,5,5,3,2,4,0,3,0
M,56,15,279,2,0,0,0,0,3,2,2
M,18,20,460,4,5,4,4,0,0,1,4
F,56,0,843,3,5,5,1,5,5,4,3
M,25,6,330,5,1,0,1,4,0,0,4
F,45,2,118,3,5,4,0,0,3,5,1
F,50,4,750,1,0,3,5,3,4,4,4
F,25,9,306,3,2,4,2,5,4,4,0
F,18,19,800,0,2,5,3,3,5,3,2
M,45,14,42,4,4,0,5,3,4,4,1
M,18,11,104,3,5,5,4,0,3,0,0
M,50,11,215,5,5,0,1,4,2,5,4
M,1,6,442,0,3,3,2,1,4,2,3
M,18,0,492,5,2,0,0,0,5,0,1
M,18,13,180,3,4,3,5,4,2,2,3
F,45,15,60,0,1,0,5,2,0,0,0
M,18,14,584,3,5,0,3,4,3,4,5
M,35,14,970,5,0,0,0,0,2,0,3
M,45,4,240,1,1,3,5,3,1,5,3
M,25,12,338,5,2,0,0,3,2,3,3
M,18,4,850,5,2,0,0,0,2,4,0
F,18,11,770,1,5,5,2,0,1,4,5
M,1,16,210,2,2,4,4,5,4,2,2
M,18,7,852,3,4,0,0,0,1,0,2
M,50,10,435,5,1,0,3,3,2,5,3
M,35,11,943,5,4,1,2,0,0,0,0
M,18,17,850,5,2,0,0,0,2,3,4
F,56,16,333,0,5,0,0,0,4,2,2
M,45,3,285,2,1,2,4,5,4,4,5
M,50,16,376,5,3,5,3,1,1,0,4
F,35,0,330,5,4,0,1,4,4,4,3
F,35,12,435,5,4,4,0,2,0,1,2
F,50,9,949,2,1,2,2,2,0,4,3
M,25,10,836,1,2,0,3,2,1,1,3
M,25,1,223,5,1,0,0,0,4,3,3
F,1,4,328,5,5,0,0,0,0,4,0
F,50,13,914,5,1,0,0,4,5,1,1
M,45,2,612,5,0,1,2,0,3,5,3
M,45,5,279,5,4,3,5,0,2,1,0
M,50,4,142,4,1,2,3,4,4,5,1
F,56,12,483,4,5,4,0,0,2,3,1
F,25,14,166,0,2,2,4,2,3,0,5
M,18,4,446,3,4,0,0,0,0,1,2
F,35,10,985,4,0,2,4,1,1,0,4
M,18,3,972,4,3,1,1,1,4,5,1
