Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,50,11,473,0,5,2,5,3,3,5,3
M,25,3,853,3,5,1,3,0,3,0,5
M,35,19,983,0,0,0,2,4,2,5,2
M,1,17,933,3,2,0,0,4,2,1,0
M,18,9,841,5,5,5,1,0,5,4,3
F,56,7,800,5,4,0,4,3,3,3,1
M,50,15,970,5,1,0,0,0,0,4,0
M,50,14,957,5,1,0,4,4,3,0,4
M,56,6,919,5,3,4,4,3,4,2,4
M,1,20,27,3,0,3,5,3,3,0,1
F,18,14,600,0,1,0,1,3,5,4,4
M,1,3,445,5,2,3,0,0,4,2,0
F,1,0,105,1,3,1,3,0,5,4,2
M,1,15,813,5,1,0,5,3,1,5,0
F,50,9,437,5,1,0,3,2,5,0,0
M,35,0,495,5,4,2,0,0,2,1,3
F,56,0,281,5,2,5,1,0,3,3,2
M,25,15,735,4,1,0,0,0,0,4,0
F,25,20,140,5,4,1,4,3,0,0,3
F,56,0,787,1,2,0,2,0,1,5,3
F,25,0,606,5,2,5,4,1,2,3,1
F,50,15,772,0,2,4,4,4,0,0,0
F,18,11,605,2,1,5,0,0,5,4,1
F,25,13,132,5,1,3,2,2,2,4,5
M,50,2,276,4,2,2,1,5,4,5,2
M,1,5,809,5,4,0,5,0,0,0,0
F,35,4,926,5,5,2,4,3,3,4,4
F,56,17,29,4,4,2,2,0,4,5,1
M,25,7,345,5,5,0,0,1,1,2,4
F,18,14,906,5,2,0,0,5,1,3,1
M,45,15,794,4,0,4,2,5,4,4,0
M,56,18,48,1,4,2,4,5,4,1,5
F,1,19,790,4,5,0,2,5,0,0,3
F,35,8,945,5,1,0,0,0,4,3,0
M,25,18,441,5,3,0,0,0,3,5,2
M,25,4,481,1,1,4,0,0,2,1,2
M,50,11,584,3,2,0,4,4,5,0,5
M,18,11,61,5,0,3,4,0,0,2,2
M,18,20,483,1,0,0,4,4,4,4,0
M,25,17,540,3,0,0,0,0,0,3,5
F,35,10,953,1,4,5,2,1,2,1,5
F,18,0,974,2,1,4,4,0,0,0,0
M,25,1,284,1,0,3,0,0,3,4,4
M,35,3,211,2,5,3,3,4,3,3,3
M,25,18,16,5,1,0,0,5,1,1,2
M,56,15,524,3,4,0,0,0,5,0,0
M,56,20,333,5,1,0,2,0,3,5,2
M,50,6,26,4,5,0,5,4,0,4,0
M,50,1,658,5,2,0,0,2,3,4,1
M,35,4,275,4,1,0,0,0,0,4,1
F,1,8,320,5,2,0,0,2,5,0,3
F,18,3,850,3,0,5,2,3,1,2,2
F,35,17,149,2,0,3,0,3,2,1,2
M,50,17,666,5,0,0,4,3,2,4,1
F,18,11,554,5,2,3,4,5,4,3,1
M,18,7,982,3,0,0,0,1,0,0,0
F,25,14,108,5,3,0,2,0,0,0,3
M,35,13,928,5,2,5,0,0,4,5,5
M,18,18,601,0,3,0,5,2,0,4,0
F,50,0,627,3,5,2,5,0,4,1,2
F,56,19,69,4,5,2,0,2,0,3,3
M,35,14,928,1,4,0,1,4,1,5,4
M,35,13,878,3,3,5,2,2,0,5,0
F,18,13,28,0,1,4,3,5,2,4,3
M,45,7,993,1,3,3,0,0,2,4,5
M,56,7,200,1,2,5,3,2,3,4,2
F,50,14,540,0,1,3,5,0,5,1,3
M,45,17,765,3,4,4,5,3,0,1,3
M,1,12,993,5,4,2,3,1,5,0,3
M,50,15,432,4,5,0,0,5,5,5,1
M,56,3,911,0,5,0,2,0,0,4,0
F,25,16,968,1,2,0,5,0,4,0,0
M,35,16,598,5,4,3,3,1,5,4,0
M,45,2,915,3,2,0,5,1,0,5,4
M,35,15,261,5,2,4,3,0,1,2,0
F,35,11,782,0,5,0,3,3,2,3,0
M,35,1,469,3,1,0,1,4,3,0,0
F,25,18,800,3,2,0,4,0,0,0,0
M,35,14,144,3,2,0,1,5,0,4,0
F,56,4,136,3,5,1,1,5,3,1,0
M,18,20,813,1,5,0,1,2,4,4,0
F,25,1,481,5,5,2,0,2,0,4,3
F,1,15,920,5,1,0,2,1,2,4,4
M,25,13,338,1,1,1,1,0,2,2,5
F,50,1,765,1,3,3,1,0,3,3,0
M,35,5,31,1,1,1,1,0,3,1,3
M,50,4,560,5,1,5,4,3,4,5,2
M,18,18,596,5,4,3,0,0,0,4,0
F,35,4,274,3,4,3,0,3,3,4,0
M,50,11,328,5,1,0,4,2,0,0,1
M,50,2,535,2,2,0,2,0,1,3,5
M,25,11,837,5,3,0,0,3,4,0,1
F,25,4,584,1,4,5,0,0,0,3,0
F,1,2,958,5,1,1,3,0,0,2,0
F,1,9,131,1,0,3,1,0,0,2,0
F,50,1,590,5,2,0,0,0,0,0,5
M,18,19,274,4,4,0,1,0,1,5,0
M,25,4,100,5,1,4,3,0,0,0,4
F,35,19,549,5,3,5,1,0,0,5,4
F,25,20,434,3,2,3,5,3,3,4,2
F,35,15,704,1,1,1,0,4,0,4,0
M,18,11,904,3,3,0,1,0,4,3,5
F,1,20,377,0,3,0,5,0,5,2,3
M,50,13,984,4,3,0,4,5,0,5,3
M,25,7,42,1,3,3,0,4,1,3,1
F,1,0,539,5,3,4,2,0,4,5,0
F,1,0,50,5,5,0,4,0,4,4,4
F,50,14,777,2,1,1,4,5,5,5,4
M,45,10,943,4,1,1,1,1,3,4,2
M,56,5,431,4,5,2,1,4,2,2,2
F,25,9,980,5,1,0,0,0,5,0,2
F,18,10,761,3,1,0,2,0,5,5,1
F,50,12,382,3,3,4,0,5,0,1,4
M,50,2,927,4,3,0,0,5,5,1,3
F,18,13,813,3,5,2,4,0,0,3,3
F,25,0,280,5,1,4,1,4,1,4,0
F,18,0,262,5,1,2,0,2,2,5,2
F,45,13,345,5,3,1,4,0,0,2,4
F,25,11,895,5,4,2,0,0,5,2,2
M,1,12,524,1,3,5,3,3,4,0,5
