Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
F,18,20,523,0,1,0,0,5,0,3
M,56,3,616,2,0,4,0,0,0,4
F,18,14,76,0,5,5,0,4,3,4
F,35,5,933,3,0,0,5,5,0,0
F,25,13,557,0,3,0,2,2,3,0
M,50,1,597,4,0,0,3,0,0,0
M,25,19,280,0,2,2,0,4,0,4
M,25,7,130,3,2,1,0,0,2,0
M,50,4,89,0,1,0,2,3,0,4
F,56,14,919,2,4,5,1,4,3,0
M,25,7,319,0,4,1,3,3,0,0
M,56,6,853,2,0,1,1,5,0,2
M,35,5,441,1,4,5,4,4,4,4
M,56,8,655,0,2,1,1,4,3,5
M,25,1,622,0,5,3,0,4,0,3
F,50,5,563,3,0,5,2,0,2,3
F,35,6,958,2,0,3,5,2,1,4
F,50,12,571,3,0,1,3,2,0,0
M,25,9,402,4,1,5,0,0,0,0
M,1,10,975,0,0,5,0,0,0,4
F,56,9,641,1,2,5,5,0,1,4
M,25,0,557,0,0,4,0,3,2,4
M,45,5,240,5,5,4,0,0,3,4
M,56,12,532,0,4,0,5,4,3,1
F,56,14,446,3,2,3,0,0,3,3
M,25,0,492,0,3,4,4,0,0,0
M,25,5,330,5,0,3,0,4,2,1
F,50,3,481,5,4,5,3,2,4,2
M,1,20,878,5,5,2,0,4,3,0
F,56,4,934,0,0,0,0,0,3,4
M,35,15,971,3,5,4,0,3,0,0
F,50,18,809,5,4,4,2,0,0,1
F,1,5,974,4,1,5,2,4,0,3
F,1,17,525,0,0,5,0,4,3,3
F,35,18,853,0,0,5,0,5,4,4
F,25,2,740,3,5,4,2,4,3,5
F,45,17,622,4,5,5,3,0,0,0
M,45,4,908,2,0,5,0,0,3,0
M,56,2,290,3,3,4,0,3,0,0
F,35,3,815,5,1,0,4,4,0,4
F,1,10,323,0,0,0,4,4,0,0
M,25,8,330,1,0,5,0,0,5,0
M,18,14,446,5,0,0,4,4,2,5
F,1,14,453,5,1,5,3,3,3,2
M,25,8,285,4,2,5,5,0,4,2
F,1,11,773,3,5,3,1,0,0,0
F,1,2,329,1,1,4,4,4,4,4
F,45,9,761,0,5,1,0,0,2,4
M,18,20,120,0,0,2,4,4,4,4
M,56,17,450,3,1,2,3,4,0,3
F,1,1,45,3,2,4,0,4,0,0
F,25,13,547,4,4,2,0,0,1,4
M,18,14,547,4,4,2,2,0,0,2
M,35,4,410,2,0,4,0,0,5,0
M,25,9,959,4,2,4,2,3,4,4
M,18,4,307,0,4,5,0,0,3,0
M,45,6,130,1,5,2,0,4,2,4
M,25,13,616,0,3,4,0,5,2,0
M,50,6,244,2,1,0,2,0,5,2
M,25,19,433,2,0,5,2,0,1,3
F,25,17,972,5,5,5,0,4,0,0
M,25,20,912,5,0,4,0,0,0,0
F,1,15,65,4,0,4,0,0,5,0
F,18,2,934,5,0,4,4,2,1,2
F,18,17,16,1,0,5,0,0,0,4
F,50,8,48,2,3,5,1,0,1,0
M,45,6,410,2,4,0,2,0,0,2
M,18,15,85,0,5,2,0,0,1,3
F,25,16,957,5,0,3,0,0,3,5
F,1,8,402,0,0,3,0,2,5,4
F,50,3,777,0,2,1,0,5,0,0
F,35,13,427,5,0,3,0,2,0,0
F,1,14,148,2,1,2,0,4,0,3
M,1,15,758,5,0,5,0,2,2,0
M,1,7,468,0,2,5,0,5,2,3
F,18,3,752,4,2,3,4,3,0,0
M,25,7,42,3,2,3,0,4,0,0
M,50,7,571,4,1,2,3,4,0,0
M,18,11,21,1,0,0,0,5,2,2
F,18,9,23,0,1,4,2,4,0,4
F,18,9,6,0,0,0,0,4,5,0
M,18,15,923,4,0,4,2,0,3,4
M,1,17,226,5,0,5,1,0,0,0
M,45,6,224,0,1,0,4,2,2,5
F,25,18,954,4,1,0,0,2,3,2
M,25,10,652,0,0,1,0,0,4,0
F,35,19,563,1,0,0,0,0,3,0
F,56,5,31,5,1,0,0,0,4,0
M,25,10,597,4,3,5,4,0,0,0
M,56,5,954,5,0,1,0,0,1,1
M,25,1,224,0,4,3,5,0,0,0
M,25,1,23,3,3,4,3,5,4,5
F,18,1,143,5,4,5,5,0,2,0
F,56,7,804,2,0,2,2,0,3,4
M,35,4,914,0,2,3,1,3,0,2
F,56,14,946,5,0,4,4,0,3,0
M,50,15,465,4,1,0,0,4,2,4
M,56,6,794,4,0,4,1,0,0,5
F,35,9,37,0,3,5,2,4,1,5
F,45,15,175,3,5,2,0,0,0,0
M,18,5,115,1,1,2,5,0,5,4
F,25,9,923,4,1,2,3,4,2,3
M,25,13,201,3,0,4,0,0,1,0
M,25,17,323,5,0,4,0,0,0,0
F,35,19,623,1,5,4,4,5,0,4
F,25,13,436,3,0,3,4,2,3,2
F,35,16,166,0,5,4,0,0,1,3
M,25,12,596,1,3,0,2,2,3,3
F,25,15,481,1,3,1,2,0,0,2
F,25,14,314,5,1,0,0,0,0,0
M,1,13,945,2,3,1,2,4,4,3
M,45,8,10,1,0,4,0,0,0,0
M,50,7,274,4,0,5,3,0,0,0
M,18,6,787,4,0,5,0,5,4,4
M,18,3,940,5,0,0,0,2,0,0
M,25,0,800,3,1,0,0,2,0,4
F,25,14,104,5,3,2,1,5,0,5
M,25,1,975,0,0,2,4,0,3,5
M,25,7,21,0,0,4,1,0,1,0
F,45,8,380,0,0,1,2,0,5,3
M,56,13,104,4,0,5,0,4,0,2
M,45,6,171,1,0,3,1,4,1,4
M,25,7,804,0,0,5,0,0,0,0
M,25,1,358,0,0,3,2,0,0,2
F,25,20,127,0,1,3,2,2,0,0
F,1,4,29,0,4,1,4,4,4,0
F,25,18,920,2,0,3,4,3,1,4
M,35,20,435,3,2,4,1,4,0,0
M,25,8,112,5,0,0,5,5,0,4
M,25,9,782,0,0,2,2,4,0,0
M,18,9,544,3,5,3,0,4,0,0
F,25,3,782,3,0,5,2,2,0,5
M,35,13,923,3,1,3,0,0,3,0
F,35,17,10,4,1,0,0,3,4,4
M,18,15,454,5,1,1,2,5,0,5
M,56,12,750,2,2,0,0,0,4,0
M,45,4,141,4,0,4,3,0,0,3
F,56,7,50,0,4,0,2,0,1,3
M,25,13,625,2,2,1,1,0,0,4
F,25,6,560,0,5,5,5,2,3,0
F,45,2,290,0,0,2,2,0,2,3
F,35,12,141,3,0,4,0,0,2,1
F,18,4,452,2,5,1,2,3,1,3
M,25,16,672,4,1,4,0,0,2,5
F,25,3,354,1,0,5,2,0,0,5
F,25,6,782,3,0,1,0,0,4,2
F,1,1,616,0,3,5,1,4,4,2
M,56,16,480,2,0,0,0,2,0,3
M,56,9,83,3,0,1,0,2,1,0
M,1,9,314,5,0,5,0,0,4,4
M,25,6,836,5,4,4,0,5,1,0
F,45,8,312,2,4,5,2,2,0,5
F,18,15,161,0,4,5,1,5,4,0
F,56,4,494,0,0,4,0,0,0,0
F,35,6,327,3,4,1,0,0,1,2
M,25,14,945,0,0,5,0,0,1,0
F,25,2,863,3,1,5,4,0,4,0
F,56,8,908,5,0,4,0,4,3,0
M,25,19,944,2,3,4,0,4,0,4
F,25,17,181,3,3,0,1,0,0,3
M,35,0,13,0,0,0,1,0,3,0
F,50,8,226,4,3,1,2,4,1,4
F,18,4,166,3,0,5,2,2,1,0
F,18,15,631,5,0,2,2,4,1,4
F,25,17,652,0,1,2,0,4,2,3
F,1,14,358,1,0,5,1,4,1,3
F,35,0,726,0,3,4,0,0,2,0
M,50,13,434,2,2,5,2,4,3,0
F,25,17,790,1,2,5,0,0,1,2
M,50,4,906,3,2,3,0,0,0,4
F,25,4,666,5,5,5,4,4,3,3
M,50,1,730,1,4,5,4,2,0,2
M,25,9,61,5,2,5,3,0,1,4
M,35,7,532,5,1,5,2,0,0,0
F,1,9,281,5,0,3,3,2,0,2
F,45,3,245,2,0,4,0,2,4,3
F,45,1,803,2,1,2,5,2,1,0
M,25,19,50,0,2,0,0,0,0,0
F,56,20,27,4,1,4,1,0,0,4
M,25,8,118,1,1,0,4,0,0,4
F,25,4,914,3,3,1,0,0,0,2
F,45,2,284,3,4,5,3,5,0,0
M,1,1,498,0,0,5,0,0,1,0
M,18,0,235,0,3,4,0,5,2,4
F,18,5,551,0,0,1,2,5,5,2
M,25,1,805,0,5,5,0,0,0,0
M,25,19,977,5,2,4,0,0,0,3
M,50,13,48,3,4,5,0,0,1,2
M,1,2,601,2,0,3,2,2,0,3
M,25,12,149,2,0,4,0,2,4,0
F,25,14,558,2,1,0,0,0,3,2
M,18,5,85,5,0,0,0,2,0,0
F,35,6,349,4,0,5,2,5,3,1
M,45,4,672,0,2,5,2,0,4,2
M,25,13,144,0,5,0,0,0,1,0
M,35,0,917,4,0,4,0,0,0,4
M,45,3,970,0,0,4,4,4,1,5
M,45,8,17,3,0,4,0,2,0,2
F,56,5,945,4,1,0,3,5,0,2
M,25,0,406,2,0,5,0,0,0,5
M,35,2,610,0,1,5,0,0,0,3
M,50,10,555,2,3,0,4,0,4,2
F,50,17,549,2,0,5,2,3,0,0
F,56,5,920,0,0,4,0,0,1,2
M,25,7,555,4,2,3,0,4,5,4
F,18,2,421,0,2,4,0,0,0,0
F,25,12,871,5,0,0,0,0,0,0
M,25,2,797,0,2,1,1,5,0,0
M,35,4,557,0,4,2,2,2,3,0
M,56,16,801,0,3,5,0,0,4,4
M,25,5,446,3,0,3,4,2,2,3
M,50,7,26,3,0,4,3,0,0,2
M,18,17,325,2,3,5,0,4,1,0
F,18,5,432,0,0,0,4,4,0,0
F,56,3,326,2,2,0,5,5,5,4
M,35,19,287,2,0,4,0,5,0,4
M,25,1,281,0,1,5,0,0,2,4
M,56,5,770,4,4,2,5,4,0,4
M,25,14,704,4,0,4,0,2,0,1
M,45,10,261,1,1,5,4,0,3,4
F,25,15,379,0,0,4,4,0,2,3
F,25,7,345,5,4,1,4,2,0,0
M,50,4,13,0,0,4,0,0,1,4
F,50,7,157,3,0,4,0,0,5,0
F,45,3,935,4,0,5,1,0,0,3
F,45,1,18,2,2,5,4,2,0,2
M,35,9,969,2,0,1,0,4,0,4
M,18,15,85,4,0,0,0,3,3,0
F,18,14,596,3,1,2,0,0,3,0
F,25,2,484,4,0,1,1,2,0,5
M,25,5,41,0,0,0,4,0,3,0
M,45,3,206,2,0,4,2,2,0,3
M,25,12,540,0,0,3,0,4,0,5
M,45,6,743,3,0,5,0,4,0,0
M,18,7,843,3,0,1,0,0,0,0
F,18,17,132,0,0,5,2,4,5,5
M,50,6,503,2,0,4,1,4,0,0
M,18,6,631,1,2,0,0,0,0,0
M,50,1,165,1,0,1,2,2,3,4
M,25,7,640,1,0,0,0,0,0,0
M,56,17,16,0,4,3,0,4,1,4
M,25,12,972,0,2,2,5,0,3,3
F,56,17,988,2,1,0,0,2,0,5
F,25,13,379,3,2,2,1,0,3,3
F,45,7,279,2,0,3,0,0,0,0
F,35,13,772,5,1,4,2,0,2,0
M,18,7,462,4,0,2,2,5,0,0
M,18,5,262,0,0,3,4,5,4,3
M,25,18,100,3,0,5,1,2,3,0
F,25,3,319,3,0,0,1,4,1,4
F,25,5,891,2,0,4,1,2,3,4
M,56,0,727,0,0,0,0,2,2,5
M,45,16,915,3,0,0,2,2,0,0
F,35,12,208,3,0,0,0,0,3,0
M,50,4,70,2,0,4,3,0,0,0
M,18,11,466,0,0,4,0,0,2,0
M,45,0,522,0,1,5,0,4,0,0
F,25,13,563,4,0,5,4,0,0,0
F,18,10,655,5,0,5,1,4,0,3
M,25,19,987,5,5,0,0,0,4,0
M,25,13,811,0,4,5,0,2,0,0
F,35,17,290,5,0,4,0,5,4,0
F,35,14,379,4,0,4,3,0,0,2
M,1,5,104,1,0,2,4,5,0,4
F,25,6,928,0,2,5,2,5,4,0
M,50,8,30,1,3,0,0,0,3,5
M,45,4,523,0,0,4,4,0,1,4
M,25,6,69,2,1,4,4,5,3,0
M,56,0,991,3,1,5,0,4,2,1
F,56,3,532,4,0,0,2,4,1,4
M,1,10,958,1,0,3,0,4,3,2
M,45,7,826,0,0,4,1,0,2,0
M,25,14,813,5,2,0,1,0,0,0
M,35,18,802,1,0,1,3,4,3,3
M,1,20,618,5,0,3,0,0,5,0
F,25,9,830,5,1,1,4,4,0,0
M,25,15,446,3,5,5,0,0,0,0
M,25,19,379,0,4,2,2,3,3,3
M,35,19,838,1,0,5,2,2,5,0
F,35,6,986,4,0,1,1,4,0,2
M,35,4,232,5,2,1,0,4,0,0
M,25,7,974,2,0,5,0,0,0,3
M,25,7,468,0,0,2,2,4,2,0
M,25,20,150,2,0,5,0,4,3,3
M,56,6,911,0,0,3,4,0,2,0
F,25,7,629,0,3,4,1,4,0,3
M,35,6,985,1,5,4,0,0,0,0
F,25,1,461,3,4,0,4,0,0,0
M,56,6,802,3,0,4,0,4,4,2
M,25,19,287,4,3,4,0,0,0,4
F,50,4,450,5,0,0,1,0,5,0
M,25,7,10,4,0,4,0,4,1,0
F,56,17,606,4,3,2,4,4,3,4
M,56,12,704,0,1,0,5,0,3,2
M,35,6,480,3,2,4,5,0,0,0
M,25,12,175,1,0,4,1,3,2,3
F,45,19,433,2,2,3,4,2,0,0
M,35,4,312,0,0,5,0,5,2,0
F,25,12,446,2,1,3,2,2,0,0
M,56,8,501,0,0,4,0,5,0,4
M,50,0,957,5,0,1,0,0,4,2
F,25,7,484,0,5,4,4,0,1,0
F,18,7,641,2,3,2,0,4,0,0
M,25,6,794,5,0,5,0,0,2,5
M,56,9,279,1,3,3,0,0,5,2
F,25,1,273,0,2,2,5,0,0,2
M,50,4,525,2,0,0,0,0,0,3
F,25,19,424,2,0,0,0,0,0,3
M,25,6,110,5,0,5,1,0,0,5
M,1,0,104,5,0,0,0,2,5,5
F,25,4,140,0,0,5,2,4,4,0
M,25,0,212,0,2,4,0,0,4,3
F,1,10,933,0,1,5,4,0,0,2
M,1,9,532,2,0,3,0,2,0,0
F,45,9,329,4,0,0,2,0,5,2
M,45,2,778,2,3,1,5,2,0,2
F,56,20,582,3,0,3,2,4,5,3
M,56,4,966,2,5,4,2,0,0,2
M,18,1,100,0,0,4,0,5,0,0
M,25,14,555,0,0,0,1,0,1,0
F,18,18,10,2,2,0,2,0,0,4
F,56,8,443,5,0,2,4,0,3,5
M,56,5,800,0,2,3,5,2,1,5
F,50,8,140,0,2,4,5,0,3,3
M,45,13,236,0,2,3,0,4,0,0
F,35,3,875,0,2,2,0,2,4,4
M,45,19,459,0,0,5,2,0,3,0
M,25,0,437,1,0,3,0,0,0,0
F,50,6,765,3,0,3,0,5,4,0
M,1,5,314,4,0,4,0,5,2,1
M,45,3,481,1,2,2,4,0,4,0
M,50,6,100,1,0,1,0,2,1,4
F,18,16,797,4,0,0,2,4,5,1
M,18,2,284,0,5,0,0,4,2,0
F,25,16,302,5,4,1,3,0,0,0
M,45,1,815,0,4,2,0,4,3,2
M,45,4,916,1,0,3,0,2,0,4
M,56,5,926,0,0,0,0,4,0,0
F,25,20,931,0,0,4,0,5,3,4
F,45,9,446,1,0,0,0,0,0,4
M,1,3,977,5,0,4,4,0,0,1
F,1,12,433,4,2,2,2,4,2,5
M,35,14,442,0,0,5,0,0,0,1
M,18,10,115,3,4,3,1,5,0,0
F,1,2,551,0,0,4,1,0,3,1
M,25,4,917,3,0,3,4,0,1,0
M,56,5,549,0,2,3,4,4,5,3
M,35,7,104,1,3,4,0,0,5,0
F,25,12,826,4,2,1,2,4,0,1
M,50,7,212,2,5,3,0,0,0,5
F,56,12,596,2,0,0,0,3,1,0
M,18,17,322,1,4,4,2,0,2,4
F,56,0,336,1,2,1,1,4,3,5
F,35,13,331,5,0,5,5,0,0,0
M,45,13,764,1,3,4,0,4,1,1
M,25,15,966,0,0,5,1,0,0,0
F,45,5,760,5,5,4,0,0,2,3
F,56,4,140,2,2,5,0,0,0,0
M,45,3,847,2,0,5,0,2,1,2
M,45,18,380,3,4,3,4,4,5,2
F,25,9,836,0,4,1,0,0,0,0
M,1,10,633,3,2,0,0,5,3,2
M,1,4,121,0,4,4,0,0,4,0
F,35,20,427,5,0,5,2,0,0,0
M,45,9,847,3,4,3,0,0,5,0
F,25,14,81,4,5,4,0,4,3,0
M,35,2,726,3,0,0,0,0,0,3
M,35,8,337,2,0,3,0,4,2,3
F,45,5,50,1,4,4,0,5,1,4
M,1,4,328,5,0,5,0,0,1,0
M,50,16,221,2,0,5,0,0,4,0
M,25,4,26,0,0,4,0,0,0,0
M,56,12,245,5,4,1,2,5,0,0
M,25,10,950,0,0,0,0,0,4,0
F,56,9,435,2,4,0,4,5,2,5
M,25,12,143,5,0,0,4,0,2,0
M,35,0,224,2,2,0,0,4,4,0
M,50,1,900,1,3,4,2,0,4,0
F,1,6,920,0,5,5,3,0,1,2
F,18,16,590,1,0,2,0,4,1,0
F,18,14,48,3,0,5,2,0,2,0
M,35,18,730,1,2,1,3,0,1,3
M,18,20,142,0,3,4,4,4,2,0
M,50,9,175,0,1,2,5,4,0,2
F,1,4,49,4,2,4,2,3,1,2
F,18,14,629,4,0,4,2,2,5,0
M,45,13,27,0,3,5,0,4,0,0
F,1,0,221,0,4,0,1,0,0,0
M,25,6,66,0,3,1,3,0,0,0
M,35,7,952,1,2,2,2,0,2,0
F,45,14,70,2,1,0,0,0,0,5
M,45,20,801,1,3,0,0,0,0,0
M,35,12,349,0,1,0,1,4,1,0
M,1,2,934,5,4,4,1,3,0,3
F,50,16,19,4,0,5,4,0,5,0
F,56,0,127,5,2,1,0,3,0,4
M,45,11,402,1,2,0,0,0,4,1
M,18,20,525,0,4,5,0,0,2,3
M,35,19,16,5,0,3,4,4,0,0
M,50,18,30,1,0,5,0,0,0,3
F,50,12,65,0,5,1,2,0,3,2
M,25,7,378,1,0,0,2,4,0,2
M,18,0,488,0,0,4,1,0,1,0
F,18,5,655,4,0,3,3,0,0,4
M,35,4,921,0,0,1,1,0,0,5
M,50,1,312,0,3,1,0,4,0,0
M,1,9,951,5,3,1,3,2,1,2
M,50,9,968,3,0,0,1,2,0,0
M,25,9,604,0,0,3,2,2,3,3
M,1,7,969,2,0,5,1,4,4,0
F,18,12,434,2,4,3,2,2,0,2
F,56,13,361,4,4,4,1,5,0,4
M,56,2,981,0,2,0,4,2,3,4
M,45,1,815,1,2,5,2,0,3,2
M,1,9,761,2,4,1,0,0,0,4
M,35,16,582,0,3,1,5,4,0,5
F,25,4,80,5,0,3,0,4,0,0
F,50,19,532,4,1,2,2,0,0,0
M,1,0,917,1,4,3,0,0,0,4
F,25,16,265,3,4,3,0,0,0,4
M,25,20,841,0,0,0,5,0,0,2
F,18,19,40,4,0,5,0,0,4,0
F,25,2,957,3,0,2,2,5,2,5
F,25,7,820,2,2,1,2,4,3,3
F,1,15,90,2,3,0,3,0,4,2
M,25,20,245,0,0,5,0,0,5,5
F,1,12,704,0,0,5,5,0,4,3
M,45,8,458,5,0,5,1,3,4,3
M,18,20,150,4,0,4,0,5,3,0
F,18,5,772,0,0,2,0,5,0,0
M,56,9,6,5,2,2,1,4,0,0
M,18,15,74,2,0,4,0,0,1,0
M,35,3,486,2,3,5,0,3,0,3
F,18,0,655,4,2,0,0,2,1,0
M,35,3,744,0,0,4,0,0,0,0
M,25,6,88,5,0,1,5,0,0,2
M,1,16,974,2,2,0,0,0,1,0
M,56,9,281,1,4,1,0,0,1,1
M,25,11,370,0,1,4,2,0,4,4
F,18,4,450,5,0,5,0,5,3,5
M,45,6,33,2,0,0,0,0,4,0
M,56,3,191,0,2,1,0,3,4,0
F,56,8,81,2,2,2,2,0,2,2
F,50,0,337,1,3,2,0,4,3,1
M,25,5,985,1,0,1,1,0,1,0
F,45,6,773,5,5,0,0,4,1,3
F,45,5,161,0,5,1,1,2,3,2
F,1,14,554,2,3,5,0,0,0,5
M,25,0,180,3,0,1,1,0,0,4
M,50,7,143,4,1,3,4,0,5,2
M,35,6,777,2,2,2,0,4,1,5
F,35,11,453,2,0,4,2,3,0,3
M,35,4,495,5,0,0,0,0,0,0
F,18,16,136,5,0,1,1,2,2,0
F,45,2,605,5,2,0,2,4,1,5
M,1,0,765,0,0,4,1,4,0,0
M,1,20,427,2,0,4,0,3,0,4
M,56,20,852,3,5,5,0,2,1,2
M,1,7,782,0,5,3,2,4,0,5
F,18,2,244,0,2,1,1,0,0,0
F,56,13,406,2,5,4,0,3,0,4
M,18,9,152,1,5,2,5,5,4,4
F,25,16,935,3,0,5,0,4,0,2
M,18,18,33,3,0,0,0,2,3,5
F,1,4,581,0,0,0,4,0,2,0
M,1,1,826,0,3,4,0,5,2,5
F,25,7,523,2,0,0,1,4,0,3
F,18,3,990,1,5,2,0,2,2,4
F,1,0,560,3,2,1,4,0,0,0
F,25,9,28,3,3,3,5,2,1,4
F,18,3,980,3,5,2,0,5,2,0
M,25,9,921,0,3,4,2,4,5,0
M,25,16,610,2,2,2,0,2,0,5
M,56,13,24,1,5,2,0,5,0,5
M,25,20,852,2,0,5,3,4,3,2
M,1,20,443,0,2,0,4,5,0,1
M,1,20,986,4,0,4,0,0,0,0
M,25,1,894,0,0,2,0,5,0,5
M,1,6,770,0,2,0,2,0,1,4
M,35,0,123,1,1,4,0,0,5,4
M,1,4,382,0,0,5,0,0,2,5
M,25,15,194,4,0,3,4,0,0,0
M,1,5,982,0,4,5,0,2,5,3
F,1,8,40,2,1,4,5,4,0,3
F,1,3,49,0,5,4,1,3,5,3
M,18,16,296,0,0,0,0,0,0,2
M,25,12,123,2,3,4,3,0,1,0
M,25,2,539,5,0,5,0,0,2,0
F,1,13,947,5,0,5,3,0,1,0
M,56,5,980,4,0,5,0,0,0,0
F,56,13,708,4,0,4,1,0,3,5
F,45,0,598,3,0,2,1,0,5,5
M,45,9,495,3,4,1,5,4,2,5
F,25,14,362,4,0,3,0,0,0,5
F,18,5,495,1,0,2,4,5,1,2
M,25,7,761,0,4,5,1,0,2,5
M,56,0,772,0,2,3,1,0,0,0
F,1,3,672,2,0,0,2,0,0,0
F,56,2,194,0,2,1,4,4,1,3
M,35,4,210,0,0,0,5,2,0,5
F,18,10,88,0,0,4,1,5,0,4
F,50,0,484,0,0,4,1,0,1,1
M,25,9,674,0,5,1,3,0,0,4
M,25,9,531,3,1,3,0,5,2,3
M,25,3,563,3,2,3,1,4,0,0
F,50,2,800,0,1,3,4,0,0,1
M,25,2,605,0,1,3,0,0,4,0
M,45,8,118,0,0,4,0,0,2,4
M,56,9,793,1,1,4,0,4,2,2
M,45,5,111,0,0,0,0,2,0,3
F,25,1,984,0,0,2,2,4,2,2
F,1,2,708,0,5,1,0,4,1,5
F,50,4,212,0,3,5,1,0,1,2
F,45,2,629,3,0,5,4,0,0,2
M,18,0,765,4,0,2,4,5,5,3
M,50,4,956,0,0,4,0,0,2,0
F,1,0,840,5,1,5,3,4,5,0
M,50,20,495,3,0,5,0,0,5,5
M,50,1,427,0,0,1,2,4,1,0
M,45,4,841,0,0,0,0,0,4,0
M,25,2,276,0,4,2,0,5,0,2
F,56,14,772,2,2,2,3,0,0,3
M,18,5,843,3,4,2,1,0,0,4
M,50,4,952,0,4,3,0,5,1,2
M,18,9,618,2,1,0,0,2,4,1
M,25,0,946,0,4,4,2,5,3,5
M,25,0,66,0,0,4,0,4,0,0
M,25,9,532,1,0,4,4,0,2,5
M,56,8,410,0,0,5,5,0,0,3
F,25,1,633,0,5,1,5,4,0,2
M,25,20,655,0,0,0,0,0,0,0
F,56,0,443,2,0,0,0,0,1,4
M,56,17,284,2,0,2,1,0,1,4
F,25,5,956,4,1,1,2,4,5,4
M,35,9,337,4,1,4,0,3,2,5
F,45,4,625,3,3,5,3,2,5,5
M,45,8,113,0,0,0,1,4,5,4
M,45,13,540,5,2,5,4,0,0,5
M,1,19,166,4,0,5,0,0,0,0
F,45,14,800,2,0,5,5,3,2,4
M,56,9,105,5,0,5,2,4,4,4
M,25,2,441,4,0,3,1,5,0,2
M,25,20,115,0,0,5,0,3,0,2
M,25,10,18,5,3,5,0,0,3,0
M,18,12,382,2,0,2,2,0,0,2
M,25,20,914,5,0,4,0,4,2,3
F,56,1,997,5,1,3,3,0,0,0
