Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
M,35,18,274,5,5,3,4
M,18,8,461,4,4,2,5
F,18,8,80,4,4,0,4
M,50,9,945,0,4,1,5
F,35,11,610,3,0,5,2
M,18,16,604,0,0,0,0
M,56,20,300,0,0,3,4
F,56,6,396,5,4,0,5
M,1,13,773,0,1,3,2
F,50,7,756,5,0,0,0
M,18,19,53,3,1,0,4
F,56,11,346,0,3,0,5
M,35,18,540,4,5,5,2
M,56,13,85,3,4,1,3
M,25,20,527,1,0,0,0
F,25,8,947,4,0,1,4
F,35,11,109,0,0,0,2
F,1,4,708,5,2,0,4
M,1,14,947,0,1,0,3
M,25,4,484,5,1,0,4
F,35,17,915,4,0,0,3
F,25,12,801,5,0,0,0
M,25,5,973,0,0,0,5
F,25,2,22,3,5,0,4
M,45,12,462,0,0,3,4
F,50,14,905,4,4,0,2
M,25,2,358,0,0,0,0
F,56,19,437,0,3,1,0
F,50,11,560,0,4,2,2
F,45,4,596,0,2,5,3
M,56,14,630,0,0,4,0
M,56,4,921,2,0,4,4
M,18,19,253,2,1,0,2
F,25,9,891,0,0,0,0
M,56,3,967,5,1,5,4
M,25,20,132,5,4,5,1
F,25,7,149,0,2,2,4
M,1,13,180,3,0,3,3
M,56,12,433,3,1,1,1
F,25,4,338,0,1,1,0
F,35,19,198,0,0,3,3
M,56,2,226,5,4,3,3
M,35,18,894,0,3,3,3
M,50,9,484,0,2,5,3
F,25,15,285,3,2,5,0
M,50,3,756,0,0,2,0
M,18,20,325,5,4,2,4
M,18,4,406,0,0,0,0
M,1,0,580,0,0,3,0
F,18,1,741,3,1,0,5
M,50,18,906,5,2,4,4
F,25,14,457,4,3,0,0
F,56,0,906,5,2,4,2
F,50,16,941,4,0,0,0
M,18,12,307,3,3,2,3
F,35,14,778,2,1,3,5
F,18,19,197,3,3,0,5
M,25,9,525,3,1,0,0
F,56,20,534,4,1,2,2
M,25,20,325,3,5,3,0
F,1,9,406,2,2,2,4
M,1,4,190,0,3,3,3
M,18,14,279,4,0,0,0
M,25,7,921,1,5,0,0
M,25,14,224,3,5,0,4
F,45,8,912,0,3,4,3
M,35,4,956,1,5,3,2
M,35,15,275,2,0,3,4
F,25,15,871,0,0,0,4
M,50,15,70,0,0,0,0
M,25,11,933,2,1,0,4
M,25,18,913,1,2,2,0
F,18,14,215,4,2,4,1
M,50,10,905,0,4,0,4
M,50,17,221,3,0,1,0
M,50,5,61,3,5,1,0
F,45,17,947,0,3,0,4
M,18,0,730,0,0,0,3
F,50,19,40,4,3,5,4
F,18,8,773,0,0,4,4
M,18,7,581,3,2,0,0
M,25,9,224,5,4,1,0
M,50,1,933,5,0,1,4
M,45,12,285,4,3,3,3
M,50,15,630,4,5,0,0
M,1,2,720,0,0,3,0
M,56,14,396,4,2,5,4
F,1,5,462,2,0,0,4
M,45,0,840,0,0,4,0
M,35,9,68,2,5,3,3
M,56,11,958,4,3,5,3
M,45,7,78,2,0,3,3
M,56,9,602,0,0,4,0
M,18,0,720,0,0,0,0
M,18,4,56,1,0,0,2
M,18,15,48,5,5,5,4
M,25,17,652,0,4,0,0
M,45,4,752,0,1,5,3
F,35,20,971,2,2,5,2
F,50,17,917,0,2,4,0
M,50,2,149,1,1,0,2
M,50,17,813,2,0,2,3
M,50,20,880,3,5,4,0
M,25,2,840,4,0,0,0
M,50,5,463,1,0,0,1
F,25,17,281,1,3,4,4
F,50,1,302,0,0,2,0
M,25,11,539,4,0,0,0
M,50,9,280,4,0,4,0
M,56,8,905,0,4,5,5
M,50,15,193,5,0,1,3
M,1,0,130,3,0,3,0
F,1,16,609,0,5,3,4
F,25,5,905,0,0,5,2
M,1,0,553,0,0,0,0
M,35,15,907,3,1,0,2
M,18,20,473,0,0,0,0
M,18,18,820,2,0,0,0
M,25,0,333,4,1,2,0
M,50,7,360,3,4,0,3
M,18,16,245,4,4,0,3
M,56,13,378,0,4,3,2
M,56,4,88,0,2,3,0
M,45,20,973,0,0,4,0
M,25,7,540,0,0,0,0
M,50,4,941,0,5,0,0
M,35,13,372,0,1,0,4
F,45,11,666,0,4,4,3
F,50,6,912,0,3,4,4
F,50,17,77,0,5,0,3
M,1,6,523,4,4,1,1
M,50,0,800,0,0,4,0
M,56,14,652,4,4,4,3
F,50,13,84,0,3,2,4
M,25,11,558,3,2,4,4
M,56,11,965,0,0,0,3
F,18,16,193,0,0,0,4
M,25,0,27,5,2,0,3
M,50,15,480,0,0,4,2
M,1,17,120,2,5,4,4
F,56,4,290,1,2,2,3
M,50,11,970,0,5,0,0
M,18,11,333,4,4,2,5
M,35,2,320,0,0,0,0
F,45,10,54,0,5,3,0
M,35,0,166,5,0,0,3
M,25,2,951,3,3,5,1
F,50,4,612,0,5,1,2
M,45,7,701,0,2,4,5
M,1,7,804,5,0,0,0
M,1,1,166,3,0,0,0
M,35,9,560,0,3,0,3
M,56,13,100,2,2,3,2
M,1,0,230,5,0,3,0
M,35,3,777,2,4,3,3
F,35,9,62,3,1,0,5
M,1,12,484,5,3,1,0
F,25,17,465,4,0,0,4
M,1,10,489,4,2,3,0
M,25,17,674,0,3,2,1
F,25,4,109,0,5,5,5
F,18,9,70,0,0,0,0
M,1,15,761,3,2,1,3
M,50,11,910,3,0,0,2
M,50,17,984,5,0,2,0
M,50,4,88,0,4,1,5
M,25,12,800,2,4,5,0
M,25,4,957,3,3,2,5
M,45,20,894,0,0,3,3
F,56,20,655,3,4,1,5
M,56,17,123,1,4,3,4
M,56,17,957,5,0,0,0
F,25,10,326,0,0,0,0
F,45,11,76,4,5,4,4
F,25,7,801,4,3,0,0
F,1,18,149,3,0,4,4
F,1,11,84,4,0,5,4
F,35,0,490,0,0,3,1
F,50,19,640,0,0,5,4
M,50,14,111,1,5,4,0
F,25,4,80,1,0,0,0
M,56,18,328,1,4,0,5
M,35,3,236,2,4,1,0
M,56,12,993,0,0,0,0
F,50,12,927,0,0,4,0
M,35,9,28,2,5,4,4
F,56,15,847,0,0,0,0
F,35,17,952,0,2,3,3
F,35,12,53,5,4,3,0
M,25,2,551,4,0,0,4
M,50,4,85,3,0,0,0
F,50,7,358,0,0,0,4
M,18,16,985,0,2,0,3
M,25,14,406,0,3,0,0
M,35,19,544,3,0,0,4
F,50,18,809,1,2,4,4
M,18,7,997,0,0,0,0
F,18,20,87,3,0,4,2
M,18,2,756,0,0,0,0
F,50,7,234,0,2,2,0
M,25,2,336,0,0,0,0
M,35,12,294,5,1,0,3
F,45,2,652,0,3,3,2
M,35,13,28,1,5,0,1
M,35,6,942,4,3,4,4
M,35,1,973,3,5,0,2
M,35,8,41,0,0,0,3
M,25,16,841,3,5,0,1
M,50,19,379,3,3,4,3
M,25,12,750,1,0,0,0
F,56,19,279,2,2,4,0
M,50,13,809,2,4,5,2
M,25,17,66,1,0,0,0
M,50,2,720,0,5,2,0
F,35,4,244,2,3,4,3
M,50,12,275,0,0,4,5
M,50,9,631,0,3,0,0
M,1,20,76,5,0,3,0
F,35,2,772,0,0,3,5
M,1,0,181,3,0,1,2
M,25,18,336,0,0,0,4
M,50,17,906,0,5,4,0
F,45,5,111,0,1,1,5
M,1,20,152,4,0,3,0
F,25,9,830,0,0,0,0
M,25,8,800,0,0,0,0
M,18,20,600,0,1,0,5
M,56,5,372,2,2,3,4
M,35,15,320,3,1,1,0
F,45,15,482,0,0,3,3
F,18,1,277,5,0,0,0
M,18,7,31,2,2,2,0
M,56,14,553,3,5,2,3
M,18,4,74,0,0,0,0
M,25,9,80,0,0,0,0
M,56,14,130,4,0,0,4
M,35,5,245,5,3,3,3
F,45,0,942,3,3,2,2
F,18,1,197,1,0,0,5
M,45,18,914,1,2,4,1
M,56,12,726,4,4,1,2
M,50,2,773,2,3,5,5
F,18,2,708,0,4,3,5
M,1,14,945,3,3,3,2
M,50,15,165,5,0,4,3
M,1,12,525,3,4,0,0
M,25,20,345,0,5,0,5
F,25,15,321,0,5,5,4
F,50,0,212,0,2,4,5
F,1,4,522,3,0,3,3
M,18,4,931,2,1,5,0
M,18,15,794,3,3,0,2
M,35,0,928,1,5,1,0
M,35,0,196,5,5,1,5
M,56,12,891,0,0,1,3
F,25,15,331,2,4,1,0
F,35,4,793,2,0,0,4
M,25,1,826,0,0,0,0
F,25,1,128,0,4,0,5
F,18,16,300,0,3,5,4
M,56,10,841,4,4,4,0
M,18,12,100,3,1,2,3
F,50,2,21,0,3,4,5
M,1,17,201,1,1,1,1
M,50,18,83,1,3,4,5
M,1,0,786,0,0,4,3
M,1,14,223,3,1,0,2
M,25,7,462,2,1,5,4
M,56,8,493,3,0,3,4
F,25,15,640,0,0,0,4
M,25,0,63,0,0,0,0
M,56,10,333,0,0,0,1
M,25,6,809,0,2,5,4
F,56,6,852,4,2,1,1
M,50,4,720,0,3,5,3
M,25,9,273,1,3,3,2
M,50,0,811,0,0,3,4
F,56,15,114,0,2,4,5
F,25,16,531,5,2,0,0
F,1,6,24,2,2,0,3
M,18,15,284,4,5,0,4
M,50,11,627,1,0,0,0
M,45,6,685,2,1,5,0
F,50,19,90,0,3,0,1
M,45,4,123,0,3,3,4
F,56,4,554,0,1,0,4
F,50,0,775,0,3,4,5
M,45,19,208,0,3,0,4
M,35,0,908,3,0,5,2
M,35,10,787,0,0,0,3
F,25,3,208,4,0,0,5
F,18,19,122,5,5,0,4
F,56,4,905,5,5,5,2
M,35,2,165,0,0,0,0
M,35,20,81,3,3,3,4
M,50,19,652,0,4,4,3
M,25,4,951,2,0,0,0
M,25,18,76,4,0,3,2
M,18,2,780,4,3,0,3
M,1,17,913,5,0,0,0
M,45,2,228,3,0,1,0
F,35,9,834,3,4,4,2
M,1,16,744,0,0,3,0
M,35,2,235,0,2,0,4
F,45,13,674,0,0,5,4
M,50,6,346,3,0,0,3
M,45,10,850,2,3,1,2
F,18,4,198,4,3,0,0
F,1,13,443,0,1,3,0
F,45,3,200,0,0,4,3
M,56,19,82,1,3,3,4
M,35,17,143,4,4,1,3
F,1,10,727,4,0,0,5
M,25,10,498,4,3,2,4
F,56,20,337,1,2,5,3
M,45,12,777,5,1,2,4
F,25,8,765,1,2,0,3
F,56,10,920,0,5,0,0
M,50,3,361,0,4,2,3
F,50,12,833,1,4,5,3
F,1,4,300,0,5,5,2
M,45,2,743,4,0,4,4
M,25,7,870,4,0,0,0
M,25,13,16,5,0,0,0
F,45,9,623,2,0,2,3
M,35,0,700,5,3,5,3
M,35,12,459,0,3,4,0
M,35,11,462,1,3,5,4
M,18,4,928,5,2,0,4
M,25,9,627,4,4,0,0
F,35,18,940,2,4,3,0
F,45,4,954,0,0,4,4
M,35,1,446,0,4,3,0
M,25,7,274,2,5,0,0
M,1,2,131,0,4,0,0
M,35,9,554,0,4,3,2
F,1,4,234,4,2,0,0
F,45,2,78,0,0,3,3
M,35,3,333,0,4,3,5
F,50,2,181,4,3,2,5
M,56,9,741,1,2,0,0
M,18,10,98,0,0,0,0
F,56,4,550,0,0,3,0
M,1,19,274,0,0,0,3
F,25,14,285,4,2,3,2
M,25,7,286,4,5,0,4
F,25,15,81,0,3,5,4
M,18,19,42,5,3,0,4
M,1,16,28,0,3,0,1
M,56,10,958,2,1,5,2
F,25,17,168,0,3,0,4
M,18,20,655,0,0,0,3
M,25,4,630,0,0,5,0
F,25,9,797,5,1,0,3
M,50,10,797,5,3,2,5
F,45,4,434,0,3,4,0
M,50,9,943,5,1,0,0
F,18,20,62,4,0,4,4
M,18,11,232,0,2,0,5
M,35,9,741,0,0,0,0
M,18,20,171,0,0,0,0
M,1,1,524,2,3,3,2
M,45,4,424,0,0,2,5
M,50,7,235,1,4,0,0
M,45,13,53,2,0,1,0
M,18,1,986,0,0,0,0
F,56,6,215,0,4,1,1
M,25,4,261,1,3,1,0
F,25,5,905,0,0,1,3
M,18,9,334,0,4,0,3
F,25,7,463,5,2,5,4
M,25,4,801,1,2,3,4
M,35,1,540,0,0,0,0
F,35,4,970,0,0,0,0
M,50,8,523,2,4,1,2
M,45,2,758,5,4,3,5
M,50,4,799,0,0,4,4
M,1,13,436,0,0,0,2
M,35,18,378,0,2,1,2
M,45,11,782,0,3,4,3
F,18,0,132,0,0,0,0
M,18,12,750,4,3,4,2
M,1,5,20,4,4,0,2
M,18,9,840,4,0,0,0
F,25,3,616,0,4,0,0
M,25,4,465,5,5,3,0
M,45,13,321,4,0,0,4
M,45,9,230,5,1,0,0
M,35,4,31,0,0,0,0
M,56,13,549,1,4,4,1
M,45,17,220,2,3,3,4
M,50,17,17,0,4,5,2
M,35,7,327,4,5,0,5
F,35,2,666,2,4,3,5
F,25,2,604,4,0,0,0
M,1,15,553,5,1,3,1
M,18,2,945,2,0,4,2
M,56,17,944,3,4,3,1
M,45,0,616,0,3,5,3
F,35,18,652,2,3,0,2
M,35,5,970,4,3,4,3
M,1,4,326,0,4,0,0
F,45,10,10,5,0,3,5
M,1,19,770,0,0,0,5
F,1,10,935,1,4,0,3
M,45,7,799,0,4,0,3
F,56,20,554,0,0,3,3
M,25,3,80,0,0,0,0
M,25,11,794,1,4,0,4
M,35,11,708,3,3,5,0
F,45,0,50,2,0,3,0
M,35,10,547,1,0,0,4
M,25,17,325,0,0,0,0
F,18,14,18,3,0,3,0
M,50,11,209,2,0,4,0
F,1,11,968,0,0,0,0
M,18,12,914,3,1,3,5
M,18,18,485,0,0,0,0
M,56,5,319,4,3,0,0
F,25,1,123,5,4,0,0
M,25,6,64,3,3,0,0
M,45,6,914,0,1,0,5
M,45,5,112,0,0,1,4
F,25,10,336,0,3,5,4
F,45,1,373,2,3,3,3
M,18,2,53,0,0,0,0
M,25,2,750,2,4,5,2
M,56,1,115,1,5,0,4
M,35,20,970,0,0,0,0
F,18,17,921,0,0,0,5
M,45,19,910,2,5,0,3
F,45,9,726,4,0,3,5
M,45,7,940,4,0,0,0
F,25,7,931,1,3,0,2
M,25,12,980,2,4,3,0
M,50,9,361,2,3,0,4
M,35,17,166,0,0,0,4
M,18,18,244,0,3,0,0
F,25,8,666,4,3,0,4
F,50,2,837,3,3,0,0
M,25,19,944,3,0,0,0
M,56,8,704,5,0,1,0
M,25,7,836,3,0,0,4
F,18,13,352,2,3,2,0
M,35,5,950,4,4,3,4
M,56,3,906,0,1,0,4
F,25,9,424,0,2,2,3
F,18,2,547,3,5,0,2
F,25,18,843,0,0,0,4
M,35,4,602,2,3,3,4
M,18,8,265,2,0,0,4
M,25,20,381,4,0,0,5
M,50,9,68,1,5,0,5
M,25,6,170,0,4,1,0
M,25,1,943,0,0,0,0
F,18,2,537,0,2,0,4
F,35,10,98,0,0,3,0
M,50,0,104,5,4,2,0
M,18,2,208,0,5,5,0
F,25,5,973,1,2,0,3
M,18,11,131,3,1,0,3
M,25,9,280,0,4,0,0
F,18,11,923,2,4,3,2
F,18,18,524,2,2,3,4
M,35,9,981,5,0,3,3
F,18,20,468,0,2,3,4
M,35,0,933,0,0,0,0
M,18,15,483,4,0,4,1
M,25,6,140,2,3,1,3
M,45,19,325,2,4,1,4
M,1,19,981,0,1,3,3
M,35,5,274,0,0,0,0
F,1,9,226,2,0,3,1
F,1,7,502,2,4,0,0
M,35,3,605,3,0,0,4
M,35,2,949,1,3,0,1
F,35,12,950,0,0,0,4
M,25,10,969,2,4,3,3
F,35,6,45,0,2,3,4
M,18,15,84,0,0,0,0
M,25,13,90,0,3,0,0
M,1,9,547,4,3,2,2
M,18,4,149,4,0,0,4
M,18,15,927,0,0,0,0
F,25,18,870,0,4,0,3
M,25,12,358,3,3,2,0
F,50,7,551,4,0,4,4
F,18,1,441,3,1,4,0
F,25,1,118,2,5,4,0
M,50,1,917,3,4,0,0
M,50,17,920,0,4,0,3
M,56,11,880,0,5,0,3
M,25,2,325,0,3,0,0
M,45,5,215,4,0,3,0
F,1,6,273,0,3,0,4
M,56,6,462,0,2,3,0
M,35,16,307,5,3,0,5
M,35,15,123,0,0,0,0
M,45,5,833,4,0,4,3
M,18,9,894,0,0,0,4
M,18,16,402,0,3,1,5
M,50,4,89,5,1,0,5
M,25,2,483,0,0,0,4
M,1,8,339,2,4,3,0
F,56,6,503,4,3,0,5
M,45,17,410,4,0,0,1
F,25,0,577,5,5,5,3
M,45,5,80,2,2,4,5
M,50,7,926,4,3,3,1
F,35,12,200,4,1,3,5
F,25,14,652,0,5,5,4
M,56,20,338,0,3,0,0
F,25,12,301,1,3,5,0
F,1,12,655,5,2,4,2
M,50,9,410,0,4,4,2
M,35,0,53,0,0,0,0
M,50,2,320,2,0,2,0
F,25,12,280,5,4,0,0
M,18,4,931,0,5,0,0
F,18,19,524,0,4,4,5
M,1,3,112,4,0,0,2
F,50,4,853,4,3,2,0
M,18,9,90,0,4,4,5
F,18,5,122,2,0,0,4
M,45,0,180,4,5,3,4
M,35,5,680,0,5,0,5
M,25,11,434,5,1,0,5
M,18,15,280,1,0,0,0
M,25,11,532,0,0,5,4
M,56,2,281,3,0,4,0
M,18,15,277,0,0,0,0
M,35,19,640,4,0,0,0
M,56,4,906,0,2,4,0
M,1,14,840,0,5,1,3
M,18,0,280,5,1,3,0
F,35,18,377,0,0,0,1
F,1,13,559,3,0,3,1
M,35,1,113,0,0,0,0
M,1,18,152,0,0,1,4
F,25,17,726,3,0,0,0
M,18,16,274,1,1,4,4
F,35,12,601,4,2,0,1
F,25,7,906,4,2,0,4
F,50,12,132,4,0,2,4
M,18,10,274,1,5,0,0
M,45,20,947,0,0,5,4
M,1,10,432,2,0,1,3
M,18,8,207,4,2,5,5
M,56,11,523,3,3,5,5
M,35,0,230,2,2,5,4
F,18,12,362,0,3,0,0
F,1,4,761,3,4,0,3
M,25,17,209,3,0,5,0
F,56,14,652,0,4,0,2
M,25,11,100,3,3,1,2
F,25,2,598,1,4,0,0
M,1,17,904,0,0,5,3
F,45,17,793,0,4,4,2
M,18,1,144,0,4,0,0
F,45,11,312,4,1,3,3
F,35,1,24,0,1,0,4
M,18,2,345,3,4,5,0
M,25,19,121,4,0,2,3
M,35,10,201,0,0,0,4
F,18,18,540,0,0,2,1
M,45,9,811,2,0,4,5
M,45,19,939,4,1,5,5
F,25,3,982,2,2,5,5
M,18,15,190,5,5,0,5
M,18,18,497,5,0,0,2
M,18,2,631,0,1,0,4
F,45,9,544,1,5,0,4
F,56,5,811,0,4,3,3
M,35,15,437,0,0,0,0
M,18,4,274,0,0,0,0
F,35,15,312,2,4,3,2
M,1,15,908,0,2,0,0
M,18,12,563,2,5,3,5
F,50,20,175,5,5,2,2
M,1,11,610,4,2,4,1
M,1,11,970,0,0,0,0
F,25,11,333,0,0,0,0
F,18,0,380,4,4,0,0
M,1,8,84,0,0,0,0
M,25,9,856,0,0,0,0
M,25,14,458,0,0,0,2
M,35,3,891,4,1,1,3
M,18,2,895,2,5,4,1
M,45,5,502,1,4,3,0
M,18,0,834,2,1,0,0
F,50,18,312,0,2,5,3
M,50,18,758,3,4,0,0
M,50,17,301,0,5,4,4
M,25,2,744,0,0,0,0
F,25,2,870,1,0,5,4
F,25,3,312,0,3,0,3
M,1,9,913,2,1,4,0
F,18,12,590,2,2,3,4
F,18,5,915,0,0,0,5
M,35,20,314,0,0,4,1
M,45,10,708,3,2,4,0
F,56,19,84,2,0,2,2
F,50,14,286,0,0,5,4
M,56,0,320,1,0,3,0
M,35,4,229,1,3,0,2
F,25,1,853,2,3,3,1
M,35,1,555,2,0,0,0
F,1,12,78,3,3,4,5
M,45,11,229,0,4,0,3
M,18,6,292,0,0,4,5
M,50,20,652,0,4,4,2
M,18,2,104,5,3,4,3
M,18,9,982,5,2,0,4
M,35,0,191,4,2,3,3
M,18,9,741,5,5,0,0
M,50,12,914,2,4,5,3
M,35,15,992,1,5,0,5
M,1,7,905,0,0,2,4
M,18,5,434,4,0,0,0
M,35,3,930,0,0,1,4
F,18,11,307,1,4,4,0
F,56,0,6,1,3,0,3
F,18,6,275,5,5,5,1
F,50,3,56,4,4,2,0
F,1,0,954,0,0,0,0
F,56,17,708,1,0,3,4
M,45,15,435,2,0,3,3
M,35,18,672,3,3,0,4
M,18,0,490,0,0,0,5
M,45,13,406,4,3,1,3
M,35,5,234,0,0,0,4
M,35,9,144,0,4,3,3
M,1,5,708,5,4,3,0
F,25,5,870,4,0,5,2
F,56,4,969,0,5,4,4
M,25,7,122,5,3,0,4
M,35,0,240,0,0,0,3
M,25,9,666,0,2,2,5
M,25,18,320,4,0,0,2
M,50,7,307,2,5,0,0
M,25,13,465,0,0,0,0
F,25,8,382,0,0,0,0
F,45,7,313,0,3,3,3
F,1,3,950,0,3,4,1
M,50,12,339,0,0,0,5
F,45,20,756,5,4,4,0
M,56,12,210,4,0,1,5
M,50,7,69,3,0,4,1
M,18,7,559,2,0,0,0
M,50,18,325,0,4,0,0
F,35,7,967,0,2,0,4
F,18,6,186,0,0,0,3
M,1,1,22,5,4,2,2
F,18,14,942,1,4,4,1
F,50,1,212,3,0,2,4
M,18,3,236,2,0,0,0
F,18,1,16,2,0,0,0
F,35,4,782,0,0,0,3
F,18,5,837,3,4,2,3
M,18,12,150,5,1,5,0
M,50,17,349,3,0,4,4
F,18,8,373,0,4,0,0
F,35,4,15,0,0,0,0
M,56,8,609,5,3,3,2
M,25,13,18,2,4,2,3
M,56,15,240,2,2,1,4
F,1,14,720,0,4,0,0
M,45,11,756,0,0,1,0
F,25,20,325,0,0,0,0
M,18,0,770,5,2,3,4
F,1,5,83,4,4,3,0
M,18,14,660,0,5,0,4
M,35,16,801,0,5,3,0
M,18,4,923,2,1,5,3
M,18,9,166,1,0,5,3
M,1,17,600,0,0,3,1
F,50,10,68,4,0,2,4
F,56,6,761,2,4,4,5
F,45,4,905,1,3,2,2
M,35,15,166,0,4,3,2
M,45,16,427,5,2,2,5
M,18,7,201,2,5,0,1
F,1,7,406,3,0,0,3
F,18,2,523,2,5,5,5
M,18,2,380,0,0,0,0
F,45,12,630,0,2,5,4
F,50,1,33,0,0,2,4
M,1,0,70,2,3,0,0
F,18,16,836,0,2,3,0
F,50,11,90,0,1,0,2
F,1,5,943,1,4,2,0
M,18,20,105,3,0,0,3
M,18,7,741,0,0,0,0
M,45,7,302,0,2,3,0
M,18,17,596,3,5,3,4
F,1,7,325,0,0,3,0
F,56,18,549,2,3,0,1
M,35,4,108,0,4,3,0
M,18,11,301,4,4,0,0
M,25,9,744,0,0,0,0
F,45,16,797,4,5,3,2
F,18,17,373,0,0,0,0
F,45,0,495,4,3,0,0
M,50,5,171,0,0,0,5
M,56,11,910,0,0,1,3
F,1,9,152,0,1,5,3
F,50,5,333,2,2,0,2
M,35,0,534,0,0,0,0
M,50,16,597,3,3,0,5
M,35,15,582,1,1,3,3
F,35,7,921,1,0,0,4
M,50,10,532,0,0,2,5
M,25,14,870,0,0,0,4
F,50,9,338,0,0,5,0
