Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
M,45,0,658,1,4,0,4,4,0,3,4
F,50,11,571,0,5,0,1,1,3,5,0
M,45,9,937,4,4,5,3,2,0,5,0
M,25,19,41,4,4,5,0,0,2,0,3
M,1,4,780,0,4,1,0,1,1,1,5
F,18,5,62,3,5,0,3,0,4,5,4
M,1,6,287,3,0,1,1,1,0,3,3
M,50,10,157,0,5,0,0,5,5,3,5
M,56,13,144,2,1,1,3,0,0,0,3
F,18,15,581,5,0,0,0,1,0,5,3
F,18,17,334,0,3,2,0,3,0,4,0
M,1,20,770,2,1,4,5,4,3,4,3
M,25,7,937,5,4,0,0,0,2,0,0
M,18,5,152,5,3,0,5,3,5,1,1
F,18,15,337,0,2,0,5,3,0,4,5
F,1,1,485,3,0,3,2,0,4,3,1
F,25,7,23,5,1,3,3,0,0,3,4
M,18,12,103,5,0,3,2,1,1,2,0
M,25,14,843,4,4,3,2,0,0,3,4
M,18,7,83,4,1,1,4,0,5,2,4
F,56,10,272,3,2,0,2,1,1,1,3
F,45,16,322,3,0,0,2,2,0,4,0
M,56,19,430,1,2,0,4,2,5,0,3
M,25,15,503,5,3,2,3,1,0,4,1
F,18,14,915,0,1,3,0,3,0,3,3
F,50,0,494,2,0,3,2,0,3,1,0
F,45,15,497,2,5,3,0,1,4,1,0
M,18,14,778,2,5,3,5,4,4,2,1
F,18,7,981,0,5,3,5,3,3,0,0
F,45,15,197,5,4,0,5,0,0,5,4
F,25,20,50,4,0,0,0,3,5,5,0
F,1,0,157,1,0,3,1,0,1,0,1
M,56,11,494,3,2,0,0,1,0,4,5
M,45,1,911,2,0,3,0,3,0,3,4
M,25,12,640,3,0,0,0,0,5,4,0
M,18,14,330,4,3,0,5,0,0,3,1
M,18,6,609,2,5,2,2,0,3,5,5
M,18,20,110,2,4,2,3,1,4,4,0
M,56,4,37,0,4,5,0,0,2,5,2
F,35,19,463,5,0,0,2,1,0,4,3
M,35,4,777,5,5,1,4,0,5,1,1
F,56,12,220,1,0,1,1,2,4,3,3
F,25,15,836,5,3,0,4,1,0,0,3
M,18,13,321,1,4,3,0,0,3,4,3
M,56,20,590,4,0,1,0,1,3,5,1
M,50,14,442,5,5,4,3,0,4,4,4
M,1,20,603,1,0,0,0,0,1,4,0
F,25,15,380,5,4,0,0,0,4,5,4
F,56,16,905,1,2,0,3,5,3,4,3
M,18,4,916,0,0,0,0,3,4,5,3
M,25,4,743,3,3,0,1,3,3,3,3
M,18,3,616,4,2,5,1,0,4,5,5
M,25,19,37,2,2,3,0,4,3,5,2
M,18,1,870,1,5,3,4,1,4,4,4
M,25,7,434,1,5,5,1,2,0,4,2
F,25,7,758,3,0,0,4,1,1,0,3
M,1,19,382,3,4,2,2,3,5,5,3
F,25,19,272,0,1,0,2,0,5,3,2
M,45,15,459,1,4,3,0,0,4,4,3
M,56,20,200,4,4,4,0,1,1,1,0
M,56,11,937,0,5,4,5,0,3,2,1
F,25,16,606,4,2,0,0,0,0,3,1
F,1,17,446,1,3,4,4,1,0,5,1
M,1,20,406,3,3,3,2,0,0,3,5
M,1,3,245,4,0,1,0,1,3,2,1
M,50,14,150,3,3,0,0,3,0,4,0
F,45,14,228,1,3,0,3,3,1,4,3
M,1,15,554,5,0,3,2,1,0,4,3
F,25,3,379,5,0,2,0,2,5,4,0
M,18,13,337,2,3,0,0,1,0,3,1
M,35,1,704,5,5,0,0,0,5,0,4
M,1,1,826,5,4,3,2,1,2,4,1
M,56,9,925,0,5,0,1,1,4,4,0
F,35,14,727,1,5,0,2,5,2,4,0
M,35,11,181,5,0,0,4,1,0,4,3
F,45,1,18,2,3,0,1,0,4,4,4
M,18,5,64,5,0,0,3,0,1,4,5
F,35,1,921,1,0,0,0,2,3,3,5
M,25,1,502,0,0,0,0,3,0,1,3
F,45,9,89,2,3,1,4,5,1,0,3
M,1,12,549,3,3,1,2,0,0,0,2
F,18,2,345,1,4,5,3,0,0,2,0
F,45,7,63,0,3,2,5,3,3,4,5
M,1,5,933,3,5,0,0,3,3,0,5
M,50,0,758,3,5,0,0,5,5,4,1
M,50,2,144,0,3,0,0,5,2,5,0
F,18,20,45,5,5,0,2,1,5,4,0
M,18,13,953,1,0,3,1,0,1,5,0
F,56,16,338,5,0,3,0,1,1,0,4
M,1,2,306,1,5,0,3,4,5,5,4
F,25,7,434,0,0,5,0,1,5,2,3
M,18,13,985,4,5,0,3,1,4,0,0
M,56,4,752,2,0,0,1,1,4,5,0
M,1,14,803,1,5,0,2,1,4,2,5
F,56,8,115,0,5,0,0,1,0,2,0
M,25,14,122,2,3,0,0,1,0,4,1
M,56,13,321,3,2,1,0,1,1,0,4
M,56,9,148,3,3,0,3,5,5,0,0
F,1,18,190,2,0,0,4,0,4,5,1
F,56,15,333,2,0,3,1,1,1,4,1
M,56,10,437,1,3,0,0,0,3,2,4
M,56,4,358,3,3,5,1,1,0,3,4
M,18,3,81,5,0,4,5,5,5,3,5
M,50,19,234,4,5,0,1,3,3,4,2
F,1,16,623,3,5,2,1,4,5,0,1
M,18,15,974,3,1,4,0,3,4,0,4
M,45,14,136,5,1,3,5,5,0,2,4
M,1,12,211,1,5,0,4,0,3,4,1
M,45,15,296,4,2,4,0,1,3,4,0
M,35,12,761,1,0,1,5,0,0,5,3
F,1,17,956,4,0,1,0,3,4,5,5
F,1,20,274,3,4,3,4,1,0,4,2
M,45,19,474,1,0,3,2,1,1,1,1
M,18,11,947,4,3,0,5,3,0,3,0
M,25,1,323,4,5,0,5,0,3,2,5
M,25,5,990,3,0,3,0,2,4,3,5
M,45,3,495,4,0,0,0,5,3,0,0
M,35,1,345,3,4,2,0,3,0,4,1
M,1,9,980,1,5,0,4,4,5,5,3
M,35,17,967,5,3,1,3,1,4,4,4
F,50,18,15,2,3,0,2,3,5,4,3
M,56,9,430,3,4,0,5,0,5,0,0
F,50,4,140,3,3,5,5,0,0,4,3
M,45,9,362,4,0,5,0,2,3,1,2
M,50,8,850,4,4,0,5,0,0,3,2
M,35,4,437,4,0,2,1,1,4,0,4
M,1,14,988,1,5,0,3,1,5,2,0
M,50,9,161,2,3,0,5,0,4,4,4
F,25,14,417,0,2,0,0,1,0,2,0
M,18,0,949,3,4,1,4,0,3,4,2
M,1,0,329,5,4,5,2,0,0,0,4
F,35,16,958,1,5,1,0,0,3,3,1
M,35,11,501,1,1,5,4,0,3,5,5
F,18,16,229,4,0,0,0,3,1,0,3
M,1,0,327,2,3,2,2,4,4,4,4
M,1,17,460,4,0,5,3,1,4,4,3
M,18,1,462,5,0,0,5,0,0,4,1
F,25,1,447,3,3,1,0,3,1,5,2
F,35,20,103,3,1,2,0,2,0,5,4
M,25,12,557,5,3,4,0,1,4,0,1
F,25,0,406,3,0,4,1,1,2,0,0
F,56,2,563,4,1,0,1,1,5,2,0
M,35,16,618,2,0,0,0,0,4,0,4
M,45,11,306,2,0,1,2,5,0,5,1
F,35,3,820,4,1,0,0,2,5,1,0
F,25,20,489,2,0,0,3,1,3,4,0
M,18,7,88,2,0,1,0,4,5,5,5
M,25,7,923,3,0,4,4,2,3,4,3
M,18,1,782,3,0,0,0,3,3,1,4
M,35,20,282,3,3,0,4,0,2,4,3
F,35,12,758,2,0,0,0,5,3,0,3
M,45,17,56,3,5,1,2,5,4,0,1
M,50,7,69,5,5,3,0,0,0,4,2
M,50,17,920,5,0,4,3,3,5,3,0
F,18,16,337,4,5,0,0,0,3,4,3
M,35,15,446,2,5,0,2,2,5,1,0
M,35,0,731,5,5,0,1,0,1,1,0
F,56,7,112,0,0,0,1,1,1,4,5
F,25,7,215,3,4,2,0,4,3,5,4
F,56,1,498,5,3,3,4,1,1,4,1
F,35,8,210,3,0,3,4,0,0,5,4
F,18,19,925,4,0,4,0,1,0,4,5
M,25,19,495,2,0,0,0,2,0,0,1
M,18,1,207,2,0,1,0,0,0,5,0
M,1,0,555,4,0,5,2,3,3,4,0
F,18,10,974,1,0,0,0,3,4,4,4
F,1,7,534,0,3,0,1,1,4,0,0
M,1,14,790,3,0,0,2,1,0,5,5
M,35,14,118,3,0,5,2,0,1,2,0
F,45,16,780,5,3,3,3,4,4,0,4
F,35,10,54,0,5,2,3,1,3,2,3
M,56,2,431,1,3,3,2,2,4,4,3
M,1,7,434,0,0,3,4,1,3,4,4
F,35,20,609,0,0,0,2,0,2,0,0
M,25,17,330,3,5,3,2,0,5,5,2
M,45,9,140,4,3,1,2,2,1,0,3
F,1,9,152,4,2,0,4,0,1,4,1
F,25,9,21,3,3,2,0,2,5,4,2
M,50,0,181,5,4,1,0,4,3,4,3
F,25,9,405,5,2,3,5,0,0,2,3
F,1,17,919,0,4,1,0,4,4,4,4
F,1,8,347,3,5,0,4,1,0,4,2
F,56,15,836,1,2,4,1,0,0,4,0
F,18,13,943,0,0,0,4,5,5,0,1
M,45,5,612,1,2,0,2,5,0,2,5
F,1,20,292,2,0,1,5,4,5,5,4
F,18,11,309,2,1,4,2,3,1,4,1
M,1,14,908,1,5,2,2,4,0,4,4
F,50,1,743,4,3,5,3,0,4,4,5
M,1,1,943,4,2,0,0,1,5,4,0
F,18,4,294,5,4,0,0,0,5,4,5
F,18,17,919,3,4,2,1,4,3,5,2
M,25,3,981,3,0,1,4,3,0,1,0
M,18,20,85,0,4,0,4,1,4,5,3
M,25,14,777,3,2,1,0,2,4,4,0
M,18,16,944,1,0,0,4,4,1,0,1
F,56,11,481,2,4,0,1,1,4,3,1
M,25,14,453,4,3,0,0,3,1,5,3
F,45,19,809,0,2,3,0,4,3,2,1
M,56,19,443,1,0,3,4,1,3,5,3
M,45,3,652,2,1,1,2,0,4,4,5
F,1,15,458,3,5,0,1,1,4,0,1
M,25,2,758,3,1,0,0,0,5,4,2
F,56,10,539,1,4,5,4,3,3,5,1
M,45,12,758,1,3,0,2,1,4,4,4
M,1,6,770,5,5,0,1,1,2,0,0
F,18,10,641,4,4,2,0,0,3,5,5
F,45,10,751,2,0,0,1,0,4,0,1
F,25,20,550,5,5,1,0,0,0,0,0
M,56,7,230,1,4,3,5,1,0,4,1
F,1,20,42,2,1,0,2,0,4,2,4
M,25,5,41,0,3,5,0,1,0,1,1
F,35,9,433,2,0,4,0,0,4,4,5
M,45,5,744,1,0,3,0,5,5,5,3
M,45,4,303,5,1,0,3,2,0,4,1
M,35,20,261,0,5,1,0,0,3,4,3
M,45,14,433,0,0,4,2,2,5,3,1
F,1,20,527,4,3,0,4,1,3,4,0
M,35,0,985,5,4,1,0,3,4,5,1
M,1,12,871,0,3,4,2,4,2,1,3
F,56,10,290,1,4,3,0,1,3,4,1
M,25,12,37,5,3,1,4,0,0,2,0
F,1,10,234,3,3,2,2,1,0,2,4
M,35,0,122,5,0,0,5,0,0,4,0
M,18,12,69,4,0,2,4,1,3,1,3
F,35,0,720,2,0,2,2,2,4,1,1
M,56,3,56,3,1,0,4,1,0,2,1
M,56,6,997,4,0,2,3,1,1,4,2
F,1,20,474,4,3,0,0,0,0,0,5
F,35,1,555,5,1,0,3,4,5,2,0
M,18,1,45,3,3,4,0,0,0,0,1
F,45,8,207,4,4,2,4,1,0,3,3
M,35,12,434,0,1,0,4,0,0,1,0
M,50,0,314,2,5,0,3,0,1,4,4
M,1,7,522,4,2,3,0,1,1,5,5
F,35,8,186,0,0,0,3,3,0,0,2
F,35,7,406,5,0,3,1,2,3,3,5
M,35,2,912,5,0,2,3,0,0,1,3
F,25,7,437,4,0,0,0,2,3,3,4
M,1,19,142,0,0,0,3,4,5,4,1
M,25,7,226,4,0,0,2,0,5,4,3
F,35,12,799,5,0,2,4,3,5,0,0
M,35,0,29,0,0,0,0,5,4,0,0
F,50,15,89,0,0,0,3,0,1,0,0
F,35,14,925,2,4,0,0,0,0,0,4
M,18,15,958,0,5,4,4,4,0,3,4
F,45,11,560,3,0,0,3,3,0,4,4
F,56,6,435,3,1,3,3,0,5,3,5
F,45,14,837,2,1,0,4,4,4,0,5
F,35,17,735,2,0,0,2,0,4,3,1
M,35,20,450,4,0,3,5,4,3,4,5
F,50,10,352,5,3,2,3,5,4,1,0
M,45,13,457,1,0,0,3,2,5,4,4
M,18,2,201,5,0,0,5,0,0,4,4
F,56,7,992,4,0,3,2,5,2,4,4
F,25,5,13,3,0,1,3,1,1,0,0
M,1,0,685,2,0,0,4,1,2,4,2
M,35,4,551,5,4,4,0,0,2,4,5
F,18,1,904,2,0,0,1,0,1,2,5
M,56,6,803,4,3,2,0,5,5,4,3
M,18,7,128,5,5,5,3,2,2,0,5
M,1,15,37,4,1,0,2,1,4,4,1
M,45,20,930,5,0,0,4,1,0,3,5
M,18,4,372,0,5,3,3,0,3,0,0
M,18,7,127,5,0,0,3,1,3,0,1
F,25,10,89,5,0,0,0,0,5,4,4
F,1,2,211,1,4,0,1,1,3,2,4
F,45,17,911,5,0,5,0,2,3,0,5
M,18,6,142,5,4,0,0,3,5,1,0
F,56,9,274,5,2,3,3,1,5,1,3
M,35,0,547,0,0,3,0,0,0,3,1
F,1,7,111,3,4,5,1,0,0,4,0
F,45,20,910,0,4,4,2,2,5,0,2
F,25,17,618,5,1,3,5,1,5,2,3
M,35,13,571,0,3,2,0,3,5,3,3
M,50,9,83,5,0,1,0,3,1,0,0
F,50,17,287,1,4,0,0,5,1,4,3
F,45,3,69,1,0,2,4,4,0,2,3
F,18,4,33,4,3,0,4,5,0,4,4
M,1,20,27,1,5,0,2,1,4,4,1
F,45,10,895,1,0,4,1,0,0,0,4
M,50,14,631,4,2,0,0,1,0,4,4
M,18,12,931,0,4,5,2,0,4,4,1
M,18,0,610,3,4,0,3,3,0,5,1
M,35,15,424,3,0,4,0,1,0,0,0
M,35,14,605,3,2,1,0,3,4,5,3
M,45,14,370,2,3,1,0,1,5,5,3
M,35,0,596,5,4,1,5,0,4,0,0
F,56,20,790,5,1,0,3,1,3,4,3
F,18,15,622,2,5,5,0,0,4,0,0
F,1,11,452,3,5,2,3,1,3,4,2
M,56,15,157,5,2,5,3,0,5,4,0
F,50,1,302,0,5,3,0,1,1,1,4
M,1,5,820,0,0,0,0,0,0,4,1
M,18,6,309,2,0,0,1,1,0,4,5
F,35,2,127,3,5,1,2,2,0,0,4
F,45,15,557,0,4,4,0,4,5,1,5
M,56,14,149,3,1,5,0,3,0,1,5
M,56,14,701,0,3,5,2,5,3,4,0
M,1,13,525,4,5,5,0,0,0,4,5
M,45,12,537,0,0,0,0,4,4,2,4
F,1,20,674,5,4,0,5,0,0,5,1
M,18,7,878,5,3,1,0,3,5,4,1
M,1,17,911,0,0,2,0,5,5,1,3
M,45,19,190,5,4,4,4,0,1,3,4
M,18,7,959,5,1,3,1,1,5,0,0
M,45,16,33,5,3,0,2,4,0,3,3
F,25,6,84,1,4,0,1,1,4,0,1
M,50,9,329,2,5,0,5,0,1,0,4
M,45,14,434,3,3,2,4,5,4,1,4
F,35,3,584,0,3,0,2,0,3,3,5
M,18,14,329,1,2,0,3,1,4,3,4
F,1,11,70,0,0,0,5,0,3,0,2
M,50,18,799,2,5,3,3,0,4,2,1
M,1,20,527,0,4,3,2,0,0,4,2
M,56,0,895,3,3,0,5,1,0,4,0
F,45,9,334,3,2,4,0,0,3,4,0
F,18,15,878,2,0,5,5,0,0,2,4
M,25,0,296,3,1,3,0,0,2,4,1
M,50,7,321,5,2,0,0,4,5,5,3
F,25,17,557,5,4,0,2,2,3,2,4
M,18,14,853,0,5,1,0,1,4,3,0
M,45,12,142,5,2,2,0,4,0,1,4
M,25,0,207,5,4,0,5,0,0,4,2
F,1,17,947,5,3,0,2,0,1,4,0
M,35,4,22,5,3,0,0,2,3,3,5
F,50,11,437,4,3,2,0,3,0,5,0
F,25,4,211,5,0,4,5,0,0,2,4
M,45,5,261,2,5,0,4,5,1,5,3
M,45,12,273,2,4,3,5,1,0,1,3
F,35,0,975,5,0,3,1,1,1,0,3
F,35,0,452,5,0,3,2,3,0,3,4
F,1,1,920,2,5,0,1,1,3,4,0
F,50,1,610,0,5,2,0,4,5,1,1
M,45,5,760,3,5,0,4,2,5,4,0
M,18,17,61,5,4,0,3,1,4,2,5
F,25,9,196,4,1,4,0,4,3,0,5
M,45,14,272,5,4,0,1,5,3,4,4
M,25,15,445,3,5,0,4,2,4,0,3
M,1,1,323,4,0,3,0,1,5,5,1
M,18,15,329,3,0,0,1,2,3,5,4
F,1,7,6,2,3,3,2,4,3,1,4
M,1,19,245,4,0,5,3,0,2,4,4
M,25,0,336,5,5,3,0,3,0,4,2
M,50,17,800,1,0,3,5,3,5,1,1
F,18,9,434,4,0,5,1,4,0,5,2
F,35,19,131,4,0,3,2,3,1,4,4
M,50,0,735,0,3,0,2,4,3,1,2
M,18,17,925,3,2,1,3,0,0,2,4
M,35,11,981,3,3,0,0,0,3,2,1
M,50,19,29,3,3,0,5,1,0,4,0
F,18,0,915,0,1,1,5,4,4,1,0
F,1,2,813,4,5,0,1,0,0,5,1
F,18,6,495,0,4,1,1,5,5,4,2
M,35,20,262,3,1,0,5,0,5,1,4
F,56,9,128,1,4,2,3,2,0,0,1
F,50,17,45,2,5,2,1,4,0,4,0
M,25,15,606,5,0,4,0,0,3,5,0
F,35,17,778,2,0,0,5,2,0,0,3
M,18,9,727,5,2,3,0,1,5,4,0
F,18,10,942,4,0,0,0,1,0,5,5
M,56,6,949,1,0,0,1,1,3,4,0
F,1,11,346,3,5,4,1,4,4,1,1
M,35,4,41,2,5,1,2,0,2,4,0
F,56,2,700,5,0,3,0,1,5,2,4
M,18,4,244,2,0,0,5,1,0,0,4
M,18,0,12,1,0,0,2,3,4,1,4
M,18,17,166,5,0,0,0,0,3,2,3
M,1,1,708,3,0,3,2,4,2,4,5
F,1,6,772,0,0,2,1,0,0,5,0
M,56,7,969,0,3,5,0,1,1,4,0
M,50,1,330,4,4,3,4,3,0,4,1
F,56,7,982,0,0,1,2,0,4,1,0
M,50,11,90,5,2,4,5,4,2,4,0
F,35,8,596,3,0,3,4,0,0,3,2
F,1,17,208,0,0,0,2,0,5,5,0
M,45,12,826,5,1,5,4,2,4,0,0
F,18,14,321,0,1,5,2,0,5,3,4
M,1,14,726,4,0,0,0,0,1,3,3
F,1,5,921,5,0,0,4,4,0,3,5
M,56,1,919,3,2,0,0,0,4,5,4
M,25,4,956,5,3,0,1,1,1,4,4
M,50,12,488,0,0,1,3,0,2,4,2
M,56,4,606,0,0,0,4,5,4,5,4
F,56,9,990,2,2,0,3,1,4,2,2
F,56,5,841,5,3,1,1,5,0,5,1
M,56,17,64,1,5,2,0,1,3,5,0
M,18,15,274,1,3,0,3,0,1,1,1
M,25,14,950,5,3,0,0,3,1,4,4
F,18,4,911,5,0,0,5,1,4,4,4
F,18,1,853,0,3,0,1,0,0,5,1
M,18,4,380,2,2,2,3,0,3,4,1
F,1,1,985,3,3,4,2,0,5,2,3
F,56,0,265,4,4,1,2,0,4,0,1
F,56,16,53,0,2,0,2,5,0,2,2
M,45,1,933,5,1,1,3,4,4,4,5
F,18,17,782,1,0,3,2,0,0,5,5
F,1,0,140,4,4,3,0,5,0,4,5
M,50,10,666,2,3,0,0,0,3,4,1
M,50,1,494,2,5,0,3,0,3,3,0
M,45,3,141,2,1,0,4,5,3,0,5
M,56,5,582,3,1,0,2,3,1,4,0
M,25,19,799,5,4,3,0,0,3,1,0
F,56,14,987,0,3,1,4,0,4,2,2
F,25,13,613,0,0,4,1,0,4,5,4
F,18,7,740,3,3,0,3,3,3,0,0
M,25,1,981,4,3,2,0,0,4,3,0
M,1,20,33,1,3,0,0,5,5,3,2
F,35,20,329,4,2,0,0,0,4,5,3
M,45,12,972,3,3,1,3,1,0,0,0
F,25,15,440,3,4,0,0,0,4,5,4
M,1,3,79,5,1,0,5,1,0,0,2
F,1,9,606,0,4,0,2,0,1,3,2
F,56,6,941,2,5,2,3,1,4,5,3
M,1,4,988,3,0,1,0,4,0,3,4
F,25,15,701,2,5,0,0,2,3,1,5
M,45,19,118,0,5,3,0,2,1,2,4
M,18,7,447,5,0,2,0,0,0,2,0
F,25,18,325,4,0,3,5,2,5,4,1
F,25,15,31,0,1,1,4,1,0,5,0
M,45,16,21,2,2,3,0,5,0,1,4
M,45,5,875,5,4,1,1,0,4,3,4
M,25,17,758,1,0,4,0,2,0,1,0
F,18,15,432,5,1,0,4,0,0,4,4
F,25,0,590,2,5,3,4,3,3,4,1
F,25,11,990,3,1,2,3,0,0,4,1
M,35,1,623,2,4,0,4,2,4,4,5
M,18,7,925,2,0,0,5,2,0,4,3
F,56,5,758,1,5,3,2,2,3,3,4
M,1,12,459,2,3,0,3,1,4,4,0
F,45,15,551,5,0,5,2,2,4,5,4
F,50,0,498,1,4,0,5,0,5,4,4
M,25,1,468,1,4,5,0,0,4,5,2
M,45,7,143,5,3,3,0,2,4,2,3
M,56,6,907,4,0,1,3,1,1,5,5
M,56,1,465,2,2,0,2,0,0,4,0
F,35,10,33,5,0,0,2,0,5,0,4
F,18,11,911,4,2,0,4,0,5,5,0
F,56,15,148,3,4,0,4,1,3,0,4
F,56,6,142,5,1,3,3,1,1,1,4
F,18,4,406,2,3,1,0,0,0,0,2
F,35,11,535,3,0,2,0,3,0,0,5
F,35,6,629,0,2,2,2,0,1,5,5
F,18,10,581,2,0,1,2,0,4,0,0
F,56,18,274,3,1,1,4,0,2,3,1
M,50,17,454,5,3,0,3,3,4,1,3
M,25,15,12,0,3,0,3,0,3,5,0
F,50,19,530,5,5,3,3,0,0,1,4
M,35,15,180,3,4,3,1,1,5,5,1
M,35,20,74,1,3,3,4,5,1,3,0
M,18,12,64,2,0,1,1,0,0,2,0
M,18,3,908,1,1,3,0,1,3,5,3
F,1,15,208,3,0,0,4,1,0,3,0
F,25,19,417,2,0,0,0,0,0,3,4
M,1,19,826,1,3,0,4,5,4,4,1
M,18,15,930,0,2,4,1,0,3,0,0
F,25,8,349,2,4,0,0,1,0,0,3
F,1,9,486,4,3,1,5,1,3,3,5
M,18,6,194,4,2,0,5,4,3,1,0
M,35,18,937,1,5,0,4,4,0,0,4
F,35,20,111,3,5,0,1,0,4,4,0
F,45,20,991,5,0,0,0,2,0,4,3
F,25,7,740,2,0,1,0,0,0,0,0
M,1,14,146,0,4,0,3,0,3,1,1
M,25,20,966,3,3,0,1,0,5,4,4
M,18,14,722,0,5,5,0,0,3,0,4
M,56,1,447,4,4,3,0,1,0,4,0
M,25,6,313,5,2,4,2,0,0,5,2
F,18,11,777,4,0,5,0,1,2,4,4
M,35,7,19,3,3,2,4,0,4,0,5
M,18,4,966,4,0,0,1,0,3,3,0
M,18,0,22,0,2,3,0,0,4,0,0
M,25,17,290,2,5,1,3,5,0,4,4
M,50,3,975,5,4,0,5,5,0,5,0
F,56,9,230,4,5,3,3,1,0,5,0
M,18,0,870,5,2,4,3,3,0,5,5
M,25,1,820,0,4,5,3,2,1,5,0
M,56,4,597,4,5,4,3,1,5,5,4
M,35,1,33,5,2,0,3,0,0,4,5
M,1,11,600,0,4,4,0,1,1,4,3
F,18,14,286,2,5,2,2,1,0,1,3
F,56,1,435,0,4,0,1,0,5,0,1
M,45,14,228,1,5,0,1,2,4,0,0
M,18,6,551,5,0,1,3,0,0,4,4
M,56,1,331,5,5,3,0,0,3,3,5
M,56,2,596,2,3,0,0,1,1,2,3
M,45,9,87,5,5,4,0,2,1,2,2
