"Gender","Age","Occupation","ZIP-code","673","810","1073","1126","1702","2100","2174","2253","2797","3393","3466"
"M",25,4,633,0,3,0,3,0,0,2,1,0,0,0
"F",35,20,358,5,0,4,0,0,0,2,0,4,0,3
"M",18,10,871,0,4,1,0,3,5,3,1,1,0,0
"F",50,7,916,1,0,2,0,2,2,0,5,1,2,0
"M",35,4,911,2,0,0,0,2,0,0,1,2,0,0
"M",18,2,196,0,0,1,0,2,5,0,3,0,0,2
"F",56,3,175,1,1,3,2,1,2,0,0,2,1,0
"M",1,4,450,4,3,5,4,1,0,4,0,0,5,0
"M",18,4,551,2,1,5,2,5,0,3,0,3,4,5
"M",50,16,708,0,0,5,0,0,3,2,4,4,0,0
"F",45,2,902,5,0,0,1,5,5,0,2,4,3,1
"M",1,5,13,0,0,5,1,0,4,2,0,1,0,2
"M",50,3,770,4,2,0,3,1,5,2,1,4,3,1
"F",18,10,949,0,4,5,0,0,4,1,0,0,0,2
"M",25,1,360,4,4,5,0,0,3,0,0,4,0,3
"M",1,18,602,0,1,1,2,4,3,1,5,4,1,1
"F",25,14,433,2,2,1,3,2,3,0,5,0,2,0
"M",35,18,465,4,3,0,2,1,4,2,0,1,3,1
"F",25,18,15,5,4,0,1,5,0,3,1,0,2,1
"M",25,12,333,2,0,5,2,2,0,0,0,5,4,0
"M",18,17,171,5,0,2,2,5,0,3,2,4,2,4
"F",35,8,465,4,0,4,0,3,0,2,2,0,0,4
"M",1,3,228,0,0,2,0,2,3,1,0,1,0,5
"F",50,0,286,3,0,0,0,0,5,2,0,3,0,0
"M",18,20,40,1,2,2,1,4,0,2,1,0,2,3
"M",56,14,571,4,4,4,1,1,0,0,2,0,5,0
"M",56,15,337,3,2,5,1,4,5,1,3,1,4,0
"F",56,0,627,5,0,4,0,3,0,3,3,3,0,0
"M",1,9,358,1,1,5,3,4,0,5,5,0,0,2
"M",35,12,440,0,1,1,0,0,1,3,2,2,0,2
"M",45,9,685,0,0,3,0,0,4,2,0,4,0,0
"M",25,0,840,5,1,0,2,5,4,3,4,4,4,0
"M",25,20,447,0,1,4,0,0,1,2,0,1,0,4
"M",25,10,958,1,1,5,0,1,0,0,4,2,1,4
"F",1,15,486,1,0,5,2,1,1,2,0,2,1,5
"M",45,14,284,1,4,3,4,1,3,1,3,4,4,0
"F",18,2,453,3,0,1,0,2,5,2,0,2,0,4
"F",45,4,582,0,3,4,0,4,4,5,0,2,0,3
"M",50,1,441,0,0,3,2,2,4,5,0,4,4,4
"M",45,5,175,1,1,1,2,5,0,2,5,3,4,1
"F",25,9,609,3,4,3,1,2,1,0,5,5,3,0
"M",25,5,262,1,0,0,0,0,0,5,0,0,0,0
"F",18,7,50,3,0,4,3,3,5,4,1,3,4,0
"M",45,6,53,4,4,4,4,1,4,5,3,3,5,3
"F",35,5,956,3,0,3,0,0,5,1,0,4,0,0
"F",1,20,220,0,4,0,1,0,0,0,0,0,0,0
"M",25,5,915,1,4,4,4,4,5,3,5,3,4,3
"M",18,10,612,2,0,0,2,2,3,1,4,1,3,0
"M",18,16,560,0,3,3,0,1,0,3,2,4,0,2
"M",35,19,489,5,3,0,3,3,4,4,0,3,0,3
"F",35,2,945,1,0,1,1,2,1,3,5,3,5,0
"F",45,15,956,2,0,5,2,1,2,3,4,3,5,5
"M",25,0,959,0,0,1,2,0,0,3,0,1,1,0
"M",56,8,148,1,0,5,2,1,1,4,1,1,1,4
"M",18,20,56,2,4,0,1,0,0,0,4,3,0,1
"M",25,20,944,3,1,5,0,0,0,0,2,0,0,2
"M",1,12,88,0,4,1,1,1,3,2,1,4,1,0
"F",35,11,337,4,1,5,1,2,0,3,0,2,3,0
"M",50,18,453,1,1,0,5,0,4,1,2,3,1,1
"F",50,11,333,1,4,2,1,3,4,3,0,2,3,4
"F",1,4,559,3,0,5,2,0,0,0,4,2,0,0
"M",56,8,452,0,0,4,0,0,0,1,0,0,0,0
"M",35,15,150,4,1,1,1,5,4,5,1,0,4,2
"M",25,20,840,4,1,0,4,1,2,5,0,5,5,0
"M",1,2,951,2,1,2,2,5,2,1,1,4,4,3
"F",50,11,208,0,0,4,1,0,2,4,0,0,0,1
"M",1,4,115,0,0,4,0,5,3,4,1,0,0,4
"F",35,10,98,0,0,2,0,0,0,1,0,0,0,3
"F",25,2,222,3,2,0,3,0,4,5,0,1,4,0
"M",18,5,793,4,0,1,0,5,1,3,1,5,0,5
"F",18,2,170,2,4,1,0,3,5,4,0,0,4,1
"M",45,18,115,0,1,0,0,0,0,2,0,2,0,0
"F",25,19,605,2,0,0,0,0,0,4,0,4,0,0
"M",35,1,942,5,0,0,0,0,5,2,0,1,4,5
"M",18,2,631,1,0,5,0,3,3,3,0,3,1,0
"M",18,19,458,0,0,2,2,0,3,5,0,0,1,0
"F",18,11,240,2,0,1,1,5,3,2,1,0,4,2
"M",35,0,558,0,0,4,3,0,1,3,0,4,0,0
"M",50,3,786,5,0,2,5,2,0,1,4,4,2,3
"M",18,19,284,0,1,5,0,2,5,5,0,2,0,0
"M",45,0,378,0,4,3,0,0,0,4,0,0,0,0
"M",25,0,261,2,2,5,0,0,5,5,5,2,2,0
"M",25,6,803,2,0,2,0,0,5,5,1,3,2,3
"M",18,3,945,4,0,5,3,0,1,1,1,0,0,1
"M",35,18,82,2,0,0,5,3,4,3,2,4,1,0
"M",56,2,245,1,4,5,2,3,0,3,2,2,1,3
"M",18,2,942,5,0,0,4,1,4,3,0,3,3,3
"M",35,7,997,0,0,4,0,0,1,4,5,1,0,4
"M",25,11,991,1,1,2,5,1,0,3,5,4,5,3
"M",50,17,967,4,0,0,4,5,3,5,0,1,5,3
"M",25,1,306,5,1,5,0,4,3,4,3,4,0,5
"F",18,15,557,5,4,0,5,1,1,1,5,0,5,2
"M",56,1,309,0,4,1,0,0,0,4,2,3,0,1
"M",50,17,701,0,0,3,0,5,0,1,1,1,0,2
"M",25,6,953,0,0,1,0,0,3,0,2,2,0,2
"F",50,5,914,4,1,1,1,5,0,1,1,3,5,5
"M",35,11,495,2,0,2,3,5,2,2,2,1,4,2
"F",45,13,175,1,3,2,1,0,0,2,1,2,5,3
"F",25,2,382,1,2,4,4,1,0,1,4,3,5,3
"M",56,17,557,2,1,0,0,5,0,2,2,0,1,0
"F",45,0,435,5,2,0,0,2,4,0,1,0,2,0
"M",45,18,432,1,0,1,3,2,3,0,0,3,2,0
"F",25,20,847,2,3,2,2,5,5,1,1,3,1,5
"M",56,12,224,0,0,0,1,0,0,2,0,3,2,5
"F",25,2,751,2,1,5,0,1,0,5,1,5,0,5
"M",25,18,108,2,3,1,1,1,4,2,0,0,5,2
"M",25,16,927,1,4,5,1,4,0,5,2,4,4,4
"M",50,0,800,2,0,5,5,0,4,0,5,4,1,2
"M",56,15,196,4,1,2,1,5,0,5,1,5,3,4
"F",18,10,453,3,0,2,0,3,0,2,1,0,0,0
"F",18,7,777,0,0,2,0,0,0,1,5,2,0,5
"M",45,5,672,5,0,5,0,5,3,4,1,0,1,0
"F",50,18,557,0,4,4,1,4,5,5,5,2,0,0
"F",35,20,132,2,0,5,1,5,4,0,2,2,1,0
"F",1,2,132,3,0,0,1,5,4,3,3,4,3,2
"M",50,11,82,5,0,4,4,4,0,5,0,4,5,0
"F",56,13,143,0,0,2,0,4,5,4,1,4,0,0
"F",18,2,362,0,0,5,4,0,0,3,0,5,0,0
"F",25,4,501,1,0,1,5,5,1,1,1,2,4,0
"M",18,0,382,1,0,5,2,0,2,1,5,5,0,0
"F",45,7,285,2,0,3,0,0,0,4,0,5,0,0
"F",45,2,447,0,0,5,1,1,0,3,1,4,0,0
"F",18,2,610,0,1,0,0,0,0,4,0,0,0,0
"F",45,0,322,1,0,0,3,3,3,2,2,3,1,0
"F",50,8,833,0,0,5,1,0,0,1,0,0,0,0
"F",56,11,436,4,4,1,2,2,0,1,1,2,5,4
"F",35,19,325,3,1,5,5,0,1,4,0,0,0,0
"M",18,17,60,3,1,3,0,0,0,5,1,3,0,0
"F",35,7,284,2,1,5,1,5,5,5,2,2,2,0
"F",18,4,319,5,3,5,0,5,0,2,1,2,2,3
"M",35,15,906,1,1,4,5,2,3,2,1,5,1,1
"F",18,11,24,2,1,4,1,0,0,1,1,4,0,4
"M",45,0,82,1,0,2,5,1,0,3,3,3,1,3
"F",18,8,79,0,0,0,1,0,0,2,0,0,0,0
"F",18,16,211,0,3,0,2,3,0,4,1,4,1,0
"F",50,13,927,0,0,3,1,0,4,1,2,2,0,5
"F",50,2,328,0,0,1,1,0,3,3,0,3,0,5
"M",25,0,970,1,3,0,5,0,2,4,5,0,5,3
"M",18,11,486,3,0,5,1,3,0,0,2,0,0,0
"M",50,10,973,4,0,5,3,5,5,0,1,4,3,2
"M",56,7,907,5,1,3,0,0,0,1,0,4,0,0
"M",1,3,977,4,2,2,4,1,0,2,0,0,5,3
"F",25,18,327,0,0,5,0,2,3,5,0,0,0,0
"M",18,2,480,0,1,2,3,0,4,0,3,4,0,0
"M",18,11,360,4,0,3,1,1,5,4,2,4,5,0
"F",50,4,992,0,4,3,0,1,2,4,3,4,0,0
"F",45,8,221,0,4,2,0,0,0,2,0,0,0,3
"F",18,16,631,5,0,0,2,5,0,0,2,1,1,1
"M",45,17,916,1,0,0,0,5,0,5,1,3,1,5
"M",56,0,582,5,0,1,5,4,3,2,3,3,2,0
"M",45,3,804,3,4,1,2,0,5,4,0,1,1,1
"F",18,14,40,5,0,1,2,1,2,1,5,5,5,2
"M",25,12,410,5,0,5,3,5,4,0,2,3,1,4
"M",25,9,489,3,0,0,2,2,4,5,5,5,4,0
"M",25,18,285,2,4,5,2,0,1,2,5,5,3,5
"F",25,20,339,0,3,0,0,0,0,4,0,2,0,0
"F",25,20,281,1,1,0,3,1,0,3,0,5,1,5
"F",1,1,303,5,0,5,0,0,0,5,5,1,2,2
"F",25,17,424,5,0,2,1,0,3,0,5,2,3,2
"M",18,11,871,5,3,5,5,4,2,1,5,1,2,2
"M",50,6,221,5,3,3,5,0,3,0,0,5,0,4
"F",25,20,127,5,1,4,2,2,2,1,4,0,5,0
"M",50,7,914,0,0,5,0,1,0,1,3,2,0,5
"F",50,10,800,0,0,0,0,4,2,5,3,5,0,2
"F",50,9,852,2,0,5,0,4,5,5,4,1,0,2
"F",25,2,211,2,0,0,5,0,3,5,0,1,1,3
"M",18,9,434,4,0,1,0,2,3,0,5,2,5,4
"F",35,14,334,5,1,2,2,5,0,1,5,0,4,3
"F",25,15,361,1,0,0,0,0,3,3,0,0,0,0
"F",45,7,988,2,0,5,3,0,0,4,1,3,1,3
"M",56,9,953,0,2,0,0,0,0,2,0,2,0,4
"M",25,7,230,3,0,4,1,2,4,2,1,4,4,0
"M",1,0,143,0,2,4,0,0,3,2,5,1,0,4
"F",18,1,201,0,3,0,0,0,0,0,0,2,0,0
"M",50,7,41,5,0,0,0,3,0,5,2,4,0,0
"M",56,15,161,4,0,5,1,1,1,5,1,1,3,0
"F",25,13,127,1,0,5,1,2,2,3,1,1,5,2
"F",18,6,109,0,4,1,0,0,4,3,0,1,0,0
"F",18,5,114,0,0,4,0,0,0,3,0,4,0,0
"M",25,2,109,2,1,3,1,1,5,1,3,3,1,5
"M",18,3,907,3,1,5,0,0,0,5,5,2,0,0
"F",1,20,114,1,2,0,4,5,2,3,1,4,4,3
"M",1,14,65,3,0,4,2,2,0,3,5,2,3,4
"M",35,4,530,0,0,4,3,1,4,5,1,0,2,0
"M",18,16,232,2,0,5,0,5,0,1,1,5,1,5
"F",18,14,142,1,2,1,1,5,1,4,3,0,1,2
"M",18,7,358,1,4,0,3,5,3,2,2,4,2,0
"M",18,0,280,1,3,5,1,1,0,3,5,2,0,5
"M",1,0,122,0,4,3,3,4,0,1,1,1,2,2
"M",56,8,98,2,3,5,2,0,0,5,5,0,3,3
"M",35,7,894,5,1,0,4,5,0,0,4,4,5,3
"M",25,9,666,0,0,0,0,0,3,1,2,0,0,5
"M",45,7,150,2,1,4,0,0,0,3,3,0,0,0
"M",1,17,358,1,0,0,1,5,3,0,1,2,1,3
"M",25,12,971,1,0,5,2,3,0,5,3,2,1,0
"M",1,16,33,0,0,3,0,3,0,0,0,1,0,0
"M",25,15,452,4,4,1,5,1,2,0,0,1,3,2
"M",56,5,751,1,3,4,0,4,2,0,4,1,0,1
"M",56,12,811,2,0,4,5,1,5,2,0,0,5,1
"F",56,2,61,1,1,0,0,3,4,4,1,1,1,0
"F",1,0,826,5,1,5,1,0,4,1,1,4,0,0
"M",25,11,168,0,0,0,0,0,0,5,0,5,0,0
"M",25,17,48,5,2,1,2,1,3,5,5,2,5,0
"M",18,15,958,5,0,0,2,1,0,0,5,4,4,4
"M",35,4,970,3,0,4,5,3,2,5,3,2,5,4
"F",25,3,49,2,1,2,2,4,1,2,1,3,2,4
"M",1,19,826,0,0,5,2,5,2,0,1,1,1,2
"M",25,11,406,5,4,4,3,0,3,4,0,1,2,4
"F",18,11,752,2,0,3,0,1,3,3,4,0,1,0
"M",1,9,381,4,3,0,5,2,4,2,5,5,3,0
"M",35,10,927,0,3,0,0,5,0,1,1,0,1,3
"M",18,15,435,5,4,3,2,3,1,4,2,2,5,4
"M",25,20,539,0,4,5,2,3,0,5,1,0,1,4
"M",18,2,462,1,1,5,5,3,0,1,1,0,1,0
"M",35,4,465,0,0,0,1,5,0,3,3,5,1,0
"M",50,20,17,3,3,3,0,0,3,5,0,0,0,4
"F",56,4,253,0,3,2,0,0,4,3,0,4,0,0
"M",45,1,794,5,2,2,0,0,4,1,0,5,0,1
"M",25,15,800,2,0,4,4,5,0,0,0,0,2,0
"M",45,0,132,0,4,4,3,1,0,2,2,5,0,0
"M",25,7,958,5,3,0,2,4,5,5,5,4,1,5
"F",56,5,800,5,0,1,3,5,2,0,0,1,1,0
"M",18,17,211,0,1,0,0,0,4,4,0,0,0,0
"M",25,16,345,2,0,1,1,1,3,3,4,0,0,2
"M",45,12,489,4,4,4,4,0,2,5,0,1,4,0
"F",35,3,191,0,0,2,0,0,0,5,1,0,1,3
"M",25,10,966,1,0,0,3,5,0,0,4,3,1,3
"M",50,4,105,5,0,3,4,1,2,4,5,3,5,0
"F",56,16,744,1,0,5,0,4,2,1,1,0,0,0
"M",1,7,843,2,4,0,0,0,4,4,1,2,0,4
"M",25,15,765,0,2,0,3,3,0,0,0,4,2,4
"F",25,14,74,5,2,1,2,5,0,2,1,4,2,1
"M",1,9,942,2,2,1,0,1,0,1,1,3,0,1
"M",56,10,265,5,3,5,0,0,3,0,2,3,2,5
"M",50,0,27,0,1,4,0,0,0,2,0,0,0,0
"M",35,15,443,1,4,4,0,1,1,1,4,1,0,0
"M",45,20,303,5,1,3,1,5,3,0,1,0,2,0
"F",56,5,919,1,3,2,5,5,2,1,1,1,1,1
"F",45,8,535,1,4,1,4,1,3,4,0,4,3,0
"F",35,7,240,2,0,0,0,0,0,0,0,4,0,0
"M",35,5,221,2,3,1,5,5,4,1,1,1,1,1
"F",25,6,84,0,0,5,0,0,4,2,0,5,0,5
"F",25,9,940,0,2,0,1,4,4,5,2,4,0,0
"M",35,2,804,1,0,4,2,0,1,3,5,2,1,3
"F",25,7,555,2,0,5,5,5,0,4,4,0,1,3
"F",50,13,957,4,1,0,1,4,0,4,3,0,5,1
"M",35,8,405,2,0,4,3,0,4,1,0,1,4,4
"M",56,4,765,1,2,0,2,1,0,5,4,0,1,3
"M",56,7,484,0,1,0,0,0,5,3,3,0,0,0
"M",18,4,430,1,0,2,0,2,0,0,5,0,3,0
"F",35,9,560,0,0,3,1,0,0,2,3,0,0,0
"F",45,18,799,0,3,3,5,3,3,4,3,4,1,2
"M",25,10,261,4,0,4,4,5,0,2,1,5,5,4
"F",56,14,54,4,0,2,4,2,3,1,1,4,3,3
"M",18,18,74,0,2,4,2,3,0,3,3,2,1,0
"F",1,4,168,0,1,3,0,0,0,2,0,3,0,5
"M",35,16,495,3,0,4,4,1,5,3,5,0,4,0
"M",25,7,485,0,2,2,0,3,3,0,2,2,1,0
"F",1,17,921,0,0,2,0,4,3,1,5,2,0,5
"M",50,8,633,0,3,3,0,0,0,2,3,4,0,4
"M",1,0,130,2,1,5,0,0,0,0,0,0,0,0
"F",1,17,432,0,3,0,1,0,0,2,0,5,0,2
"M",56,8,171,1,0,0,3,5,2,5,1,4,1,0
"F",25,10,76,5,4,3,1,5,1,2,3,4,5,0
"M",25,13,345,0,0,1,0,2,4,1,1,2,0,0
"M",1,2,708,0,0,3,0,4,2,2,4,3,0,5
"M",50,6,826,4,3,5,1,5,4,1,4,2,2,0
"M",1,6,170,3,1,1,2,1,4,0,0,3,5,0
"M",1,9,730,0,4,5,3,5,0,1,5,4,4,0
"M",50,19,282,1,0,3,0,1,0,3,1,0,1,0
"F",45,20,430,2,2,0,2,5,0,0,0,2,2,3
"M",50,14,53,5,4,2,1,2,3,1,0,4,5,0
"F",25,14,224,1,2,4,0,4,1,5,4,1,1,1
"F",25,15,554,0,4,5,5,3,3,0,3,2,1,0
"M",25,0,652,0,4,5,5,0,4,0,0,0,1,5
"M",56,17,805,1,0,0,1,2,5,2,0,2,3,0
"M",25,4,908,2,1,5,0,3,1,4,2,0,0,0
"F",18,4,220,0,1,0,1,2,4,5,1,5,2,0
"M",56,6,442,2,0,3,0,0,0,4,0,5,0,0
"M",25,14,603,3,0,2,3,1,2,4,5,5,1,0
"F",25,15,550,0,1,2,0,0,4,0,0,0,0,0
"F",18,13,584,5,4,0,2,5,2,2,1,5,4,2
"M",25,15,597,3,2,0,3,0,5,0,2,0,0,0
"F",25,19,296,2,4,5,4,2,4,2,1,3,4,0
"F",50,12,524,3,1,5,0,2,0,2,4,2,0,2
"M",18,2,240,2,0,1,0,0,2,3,0,2,0,2
"M",50,1,606,1,4,3,5,4,5,2,3,3,2,1
"F",18,14,830,2,4,3,1,0,0,1,0,2,0,4
"M",1,2,80,0,1,0,0,0,0,1,1,4,0,0
"M",18,4,891,5,1,3,2,5,0,1,1,4,4,0
"F",18,13,349,1,1,0,0,0,0,0,0,0,0,0
"M",50,13,502,2,0,3,4,1,1,3,3,1,5,1
"F",1,0,559,5,4,0,3,2,3,1,1,5,4,0
"M",18,4,123,0,2,1,0,0,1,3,5,4,0,1
"M",56,10,911,2,2,5,0,0,2,2,1,0,0,2
"F",56,16,286,0,0,3,0,3,1,2,0,4,1,0
"F",50,20,972,5,4,5,2,3,3,4,3,0,1,0
"M",1,8,112,0,0,4,3,0,4,5,5,0,0,0
"F",50,1,140,0,0,1,2,5,0,4,1,2,1,3
"M",18,14,630,5,2,1,3,2,0,0,1,3,2,1
"F",25,14,148,0,0,3,0,0,5,0,0,5,0,0
"F",56,12,212,4,3,5,3,4,0,0,5,5,4,0
"M",50,17,972,5,4,5,1,4,0,1,2,1,5,2
"M",50,7,764,0,0,5,1,0,0,4,0,4,0,0
"M",18,5,997,0,0,0,1,0,4,3,3,4,0,0
"F",50,4,42,3,0,2,3,1,4,0,5,2,3,1
"M",50,3,49,5,0,2,3,2,1,5,5,1,4,5
"M",25,4,143,4,2,1,1,4,3,5,1,1,4,4
"M",35,20,550,4,1,2,2,1,5,3,4,5,5,5
"M",18,4,33,1,0,5,4,5,1,1,2,4,4,0
"M",25,9,836,2,0,4,5,0,0,0,2,5,1,3
"F",1,5,972,5,3,3,3,5,0,1,1,0,4,2
"M",25,14,943,4,4,1,3,2,0,2,5,4,4,5
"M",1,4,800,1,1,5,3,2,4,1,4,1,2,0
"M",25,17,750,1,0,4,4,5,2,1,1,0,4,0
"M",18,17,830,0,0,2,4,0,4,4,0,3,0,5
"F",1,13,843,4,0,3,0,0,0,1,1,0,0,2
"M",25,17,235,3,1,4,2,3,4,3,1,2,5,0
"F",45,15,329,1,0,2,5,5,4,0,3,4,2,3
"M",1,18,484,1,0,2,2,0,1,3,0,4,5,3
"M",25,14,279,5,0,2,5,5,2,3,1,0,1,0
"M",25,14,87,5,4,4,1,5,3,3,0,3,4,0
"M",45,15,921,0,0,0,3,0,0,0,0,4,0,0
"F",35,0,319,0,0,3,0,0,0,4,0,0,0,0
"M",35,1,871,0,1,0,2,5,0,0,3,5,4,0
"F",35,10,590,0,4,3,1,0,4,2,0,0,0,0
"M",35,4,830,5,0,2,2,1,1,4,1,0,3,1
"F",18,2,16,3,1,0,3,4,2,1,4,1,4,5
"F",18,20,641,3,2,5,1,1,4,4,4,0,5,2
"F",18,0,905,1,3,5,1,3,5,4,2,2,5,4
"F",18,3,460,4,3,0,2,0,0,3,0,1,5,1
"M",25,0,584,1,0,5,2,5,4,1,2,4,5,4
"M",50,0,633,1,0,4,2,3,0,3,2,5,1,0
"M",25,12,30,0,0,0,0,0,4,5,5,0,0,0
"F",25,4,530,3,2,0,5,1,2,0,4,2,5,2
"M",56,7,959,0,1,4,5,2,5,1,3,5,4,1
"M",1,10,625,2,0,5,0,0,4,3,3,0,0,0
"M",35,5,641,4,0,3,1,4,0,5,1,5,4,0
"M",18,2,923,0,0,2,0,0,2,2,0,1,0,5
"F",25,8,434,0,0,5,0,2,0,0,0,3,0,2
"M",25,13,493,0,2,2,5,4,0,5,5,2,0,0
"M",25,9,276,4,0,2,4,0,0,2,0,4,4,3
"M",56,8,307,5,0,0,0,5,0,5,1,2,2,2
"M",25,6,193,0,4,1,3,0,1,1,1,5,0,2
"M",1,4,197,0,0,0,1,3,0,5,2,4,1,3
"M",25,4,406,2,0,1,0,1,0,4,4,4,1,0
"F",45,13,286,5,4,0,1,0,0,0,0,3,2,4
"M",50,20,235,3,1,5,1,2,0,5,1,3,4,0
"M",45,8,813,1,4,5,2,4,5,1,0,5,2,0
"F",45,1,198,2,4,0,1,1,2,2,2,5,5,0
"M",25,11,296,0,0,3,0,0,2,1,1,5,0,2
"M",25,14,618,4,1,2,3,2,4,0,0,4,2,4
"F",56,12,303,1,0,4,2,1,4,5,0,4,1,0
"F",18,17,89,5,2,2,0,0,2,4,0,0,1,0
"M",50,19,136,5,0,1,2,0,2,0,0,5,4,2
"F",56,8,966,0,1,2,2,1,2,0,1,4,1,2
"M",56,0,235,1,2,3,3,4,0,2,5,1,2,1
"F",25,20,307,4,1,1,5,3,5,5,2,2,4,5
"F",25,0,319,2,2,5,2,5,2,4,4,3,2,0
"M",45,1,704,2,0,4,4,1,5,1,2,2,2,1
"M",45,20,871,2,1,5,0,4,5,0,1,2,0,4
"M",56,8,601,4,3,5,2,1,4,3,5,1,5,0
"M",1,18,244,1,1,1,2,1,4,3,0,5,1,0
"F",1,1,212,2,3,2,1,3,4,5,2,4,0,0
"F",50,16,459,5,0,1,2,5,1,5,2,3,4,5
"F",45,11,354,5,3,3,5,4,1,3,1,4,4,3
"M",35,14,307,0,0,5,2,1,2,3,4,0,1,0
"M",18,4,658,0,2,4,0,3,0,0,1,5,1,0
"M",18,12,756,5,1,0,4,5,5,2,4,4,4,3
"M",25,18,540,0,3,3,0,0,4,0,5,0,0,4
"M",18,4,852,0,0,0,3,0,3,4,0,0,0,0
"F",18,3,303,1,0,4,5,0,3,5,0,3,1,0
"M",50,20,968,4,0,1,1,3,0,2,3,1,3,2
"F",50,5,727,0,0,4,1,4,1,0,3,4,2,3
"M",35,2,782,3,2,2,0,5,1,2,1,2,4,2
"M",25,1,84,1,2,0,2,5,0,5,2,0,1,3
"M",25,9,920,1,0,0,2,4,0,0,1,2,0,1
"F",25,2,435,3,0,4,3,4,0,3,0,2,4,3
"M",25,8,558,0,1,2,0,1,4,1,0,5,0,5
"M",56,15,485,0,1,1,0,0,1,4,5,3,0,5
"M",25,15,582,0,0,5,1,0,0,5,0,4,0,0
"M",18,17,325,2,0,1,1,0,5,4,0,5,2,2
"F",18,15,773,0,1,3,5,3,0,0,0,4,1,0
"F",25,8,373,5,3,5,1,1,4,4,0,5,1,0
"M",25,11,836,1,3,5,5,2,4,2,0,2,3,2
"M",25,9,306,3,0,4,5,0,0,1,0,0,0,0
"M",25,4,230,1,0,4,1,0,4,1,4,2,1,4
"M",25,0,380,0,4,0,0,2,0,4,5,1,0,2
"M",50,2,26,3,0,2,0,1,1,0,1,2,0,4
"M",25,10,944,1,4,2,2,5,0,4,5,2,1,3
"M",1,15,790,1,0,5,2,5,0,5,2,0,1,2
"M",50,5,933,1,2,0,0,0,3,5,1,3,0,0
"F",1,1,953,0,0,4,0,0,3,4,5,0,0,0
"M",18,9,956,0,3,2,1,4,3,3,4,2,0,3
"F",45,1,826,0,0,0,0,0,0,5,0,4,1,1
"F",25,7,920,1,3,5,1,0,5,3,0,5,0,0
"F",25,0,469,3,0,5,0,5,1,3,3,1,4,5
"M",1,2,405,0,0,1,4,3,0,4,3,4,1,0
"M",1,5,782,2,2,4,2,5,0,1,1,1,2,0
"F",1,17,346,5,0,0,1,1,5,5,3,0,5,0
"M",35,10,980,3,0,0,0,0,0,1,2,2,0,0
"F",18,11,743,0,4,0,1,0,0,2,0,0,0,1
"M",25,5,236,2,0,0,1,1,2,1,1,2,1,4
"M",25,2,100,4,0,0,0,2,5,4,1,1,3,5
"F",35,13,406,5,2,1,0,4,5,3,1,4,2,5
"M",35,1,530,0,3,0,0,1,5,1,4,0,1,0
