Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
M,25,2,934,5,4,5,5,0,4,2,2,1,4
M,18,5,983,5,1,3,3,1,2,0,2,0,0
M,45,9,276,1,5,0,0,2,2,5,5,1,1
M,25,1,778,0,2,0,2,3,0,4,0,5,0
F,50,7,166,0,2,4,2,0,0,4,2,0,3
M,50,13,175,0,0,2,0,0,1,0,2,1,5
F,18,5,446,1,4,1,3,5,2,3,2,5,3
M,25,16,640,5,3,2,2,0,3,3,3,4,3
M,18,14,494,5,5,0,2,0,0,4,2,4,4
M,18,6,919,4,3,4,4,2,0,2,0,4,3
M,25,4,459,2,3,5,2,4,5,2,2,3,5
F,25,8,80,4,5,4,2,4,4,2,2,1,4
F,18,16,985,5,1,0,1,4,2,2,4,5,5
M,18,18,968,3,4,2,3,0,1,0,2,2,2
F,18,10,782,1,5,5,4,5,2,0,5,5,4
F,45,18,17,0,1,1,1,0,4,2,3,2,2
F,45,6,485,4,5,0,0,4,4,3,0,4,4
M,25,8,229,0,0,0,4,2,3,0,4,4,5
M,35,2,708,3,0,0,3,0,0,3,4,3,1
M,18,17,198,3,4,5,1,0,2,3,1,5,0
F,1,0,484,4,2,2,3,4,5,4,1,4,0
M,35,7,273,5,2,0,0,0,5,4,0,4,4
M,18,12,140,0,1,4,3,5,0,0,4,0,4
F,56,20,437,5,2,5,5,3,4,3,5,4,5
M,25,8,274,5,1,3,2,0,3,3,4,4,3
F,35,10,186,5,1,0,1,2,0,5,2,3,0
M,56,2,980,1,0,4,1,0,1,4,1,0,1
F,50,10,606,1,3,4,1,4,5,2,0,4,3
F,50,13,224,1,0,5,5,4,0,1,2,0,5
F,50,18,378,0,5,5,5,0,1,4,4,2,5
F,50,13,435,3,5,2,5,2,0,0,3,5,3
F,50,19,347,3,3,1,4,5,0,4,4,5,5
M,25,10,485,1,5,0,0,0,5,3,0,1,5
M,35,14,309,5,5,0,4,0,0,3,5,2,3
M,25,12,601,1,0,5,1,2,2,0,4,4,1
M,56,16,727,5,1,3,2,2,0,4,0,2,2
F,25,4,273,0,2,5,3,2,0,3,3,1,0
F,56,12,486,5,2,5,5,4,2,3,4,4,4
M,50,11,157,2,4,4,4,0,0,0,0,4,4
F,1,19,787,2,0,4,4,0,5,0,5,4,3
M,35,7,98,5,5,5,0,4,5,0,0,0,4
M,45,17,433,1,3,5,0,1,4,5,4,3,0
F,25,10,30,4,4,4,5,2,0,2,1,1,5
F,50,10,469,1,3,5,2,0,2,0,4,4,3
F,25,0,957,0,0,3,1,0,4,0,3,5,0
M,50,0,474,4,0,0,5,4,1,5,3,2,1
M,50,15,443,3,2,4,4,0,4,4,3,1,3
F,35,0,870,1,3,2,1,4,4,3,2,3,2
M,50,7,609,0,3,2,5,0,4,5,4,0,3
M,25,17,221,0,0,0,3,5,0,5,2,1,4
F,18,18,601,5,2,4,0,4,0,3,0,4,3
M,45,5,442,5,2,3,5,4,2,3,2,3,0
M,56,0,493,4,1,3,4,4,5,3,0,4,5
M,45,17,235,0,3,5,3,2,0,5,4,0,2
F,18,17,148,4,2,3,2,3,4,1,0,3,0
F,18,11,982,2,5,5,3,0,2,2,0,0,4
M,45,0,223,1,4,2,5,4,2,0,0,4,4
F,18,16,857,2,4,5,2,4,2,4,4,1,0
M,25,1,498,5,3,4,0,0,4,0,5,5,0
F,56,3,800,5,5,3,4,0,2,0,0,0,0
M,18,7,347,3,1,0,3,0,0,4,1,2,0
M,35,3,221,2,2,2,0,5,1,1,1,2,0
M,50,15,799,1,4,0,4,4,4,5,5,4,5
F,18,9,120,1,4,0,3,0,0,5,3,3,5
F,25,17,641,4,2,2,3,4,2,0,1,0,1
F,25,18,489,5,1,0,1,0,2,5,4,0,3
F,56,11,473,5,3,0,5,1,1,3,1,1,4
M,35,20,171,1,5,2,1,3,5,4,4,2,4
M,56,10,15,5,2,0,4,0,0,5,4,0,4
F,50,11,452,0,5,5,0,4,0,5,2,5,1
F,50,11,349,1,5,3,4,2,4,3,4,3,2
F,25,18,235,4,5,3,3,3,2,0,0,5,1
F,18,13,446,3,5,5,1,4,1,1,0,4,5
M,56,5,461,5,1,5,0,4,2,0,1,5,0
F,1,1,700,3,0,0,5,4,0,2,4,4,4
F,35,0,539,1,1,5,3,1,0,1,5,5,5
F,56,11,947,3,4,4,5,2,0,0,3,4,3
M,25,18,773,4,5,4,2,4,1,2,5,0,5
M,45,3,358,2,3,2,4,4,4,0,0,2,3
M,50,3,761,3,0,4,4,3,5,2,5,0,0
M,25,4,765,5,4,5,1,1,0,0,3,4,3
M,56,8,857,5,4,4,0,0,2,4,4,1,4
M,18,20,777,5,1,5,0,5,3,2,2,2,1
F,1,19,841,0,5,2,5,4,0,0,4,1,1
F,45,2,735,5,5,4,0,0,3,3,0,1,5
F,25,9,313,1,0,4,3,4,1,4,2,2,0
M,45,14,457,5,4,3,1,4,0,5,3,4,3
M,1,9,894,0,2,5,0,0,1,4,4,2,4
F,18,13,121,0,1,4,5,0,0,4,3,1,5
M,50,9,606,1,3,4,0,0,3,0,0,5,0
F,56,14,596,5,0,4,0,4,1,4,5,3,5
M,35,0,485,5,0,2,2,0,5,1,4,3,3
F,50,9,210,5,4,0,0,1,4,2,0,1,1
F,25,9,220,0,1,5,4,0,1,0,4,4,2
M,45,0,430,4,0,4,5,0,0,0,4,4,1
M,45,14,612,2,4,3,3,0,0,5,3,1,3
F,35,11,968,1,3,3,0,4,2,2,5,2,0
M,45,20,539,5,5,3,0,0,0,2,3,2,1
M,1,0,329,0,5,3,2,3,2,3,3,3,2
F,1,4,314,5,0,2,4,0,0,0,1,4,4
M,56,11,902,0,1,5,5,3,2,1,4,3,0
M,50,9,775,5,0,0,2,2,1,2,0,0,5
F,50,12,488,4,0,3,4,2,4,1,4,3,1
M,35,8,954,0,5,3,3,3,1,5,3,5,4
M,50,2,49,5,3,0,3,2,5,3,0,5,0
M,56,0,797,4,1,2,5,4,5,3,2,0,4
F,45,20,930,5,0,0,1,1,2,3,4,1,4
M,50,13,834,1,2,4,2,1,3,4,5,3,1
M,56,9,843,3,1,4,3,3,1,2,0,0,4
F,35,18,79,1,5,3,0,1,3,5,0,1,2
M,56,6,16,2,5,1,1,0,3,4,2,3,0
F,18,1,930,3,2,2,1,4,0,2,4,4,4
M,18,12,987,0,2,2,3,0,5,2,4,4,0
M,18,19,764,2,1,2,1,4,5,2,4,2,3
M,50,12,446,0,0,3,5,2,1,2,2,2,0
M,18,2,38,4,1,4,1,4,5,4,0,2,4
M,56,1,915,2,0,4,2,0,2,2,0,2,2
F,50,8,902,3,4,5,5,4,3,5,1,1,0
M,50,8,612,5,0,5,0,5,5,4,3,3,2
F,35,18,371,0,2,3,1,4,4,0,0,4,5
F,1,6,224,2,0,5,1,0,2,2,2,5,0
F,35,15,956,1,4,4,0,0,0,2,5,5,5
M,25,11,975,5,1,2,0,4,1,4,4,5,5
F,18,1,120,5,4,5,0,4,2,0,0,0,3
F,35,0,631,0,4,1,5,4,5,2,0,4,2
F,1,19,261,4,4,5,2,4,4,5,0,4,2
F,45,1,559,2,4,0,4,2,1,0,3,2,1
M,25,1,920,0,0,1,1,5,2,2,2,3,2
F,35,4,917,5,3,4,4,0,2,0,3,2,2
F,25,17,804,1,3,3,0,4,0,2,0,0,0
M,50,15,292,2,0,1,2,3,2,5,3,5,4
F,25,17,314,1,3,5,3,0,3,0,0,4,0
M,35,3,701,4,4,4,5,3,5,5,2,4,4
M,18,3,430,1,3,3,2,1,5,4,1,3,0
M,25,5,945,4,1,4,4,3,4,4,4,0,1
F,56,16,20,1,2,0,3,5,0,5,2,2,0
F,1,18,90,1,1,0,4,0,4,3,5,0,3
F,35,7,772,3,5,0,2,1,4,4,4,0,5
F,1,12,726,5,1,0,5,0,5,3,4,4,3
F,25,0,45,0,4,5,3,0,3,0,3,4,0
F,25,6,24,1,3,0,4,4,5,3,0,2,4
M,25,13,772,2,3,4,5,0,2,2,0,4,2
M,45,17,631,5,4,4,4,4,0,0,5,2,0
M,35,19,181,5,1,5,4,2,0,4,2,1,3
F,50,6,24,4,5,4,1,3,0,2,1,3,2
F,50,18,840,1,0,0,2,5,4,1,4,5,4
M,1,9,751,3,3,1,2,0,5,0,0,0,4
M,35,7,244,5,5,0,2,4,2,5,5,1,2
M,50,2,986,5,5,0,1,5,3,2,4,2,1
M,50,14,132,2,3,5,5,0,0,4,2,4,1
F,35,20,122,5,4,2,0,5,5,0,2,3,5
M,35,6,992,0,3,4,5,1,0,2,0,5,0
M,45,15,228,2,5,2,2,4,5,5,1,1,4
M,25,0,62,2,2,5,0,4,5,2,2,3,4
M,35,10,520,5,0,5,3,0,4,3,4,1,1
M,25,9,490,3,4,0,1,0,0,3,4,1,4
M,56,5,132,5,5,1,1,0,0,5,0,0,2
F,18,13,469,0,0,4,1,5,5,2,4,3,5
F,1,4,488,5,0,5,2,0,0,4,4,2,0
F,56,5,973,3,1,4,0,4,0,2,2,3,5
M,25,6,136,4,3,4,4,3,4,0,4,2,4
F,25,0,584,4,1,0,3,1,0,3,0,3,5
F,1,4,382,0,2,3,4,0,1,0,4,4,2
M,18,8,957,2,0,4,5,4,0,4,5,1,3
M,50,14,191,2,5,0,4,4,5,4,5,0,0
F,50,6,446,0,5,4,4,4,5,4,5,3,4
M,18,9,956,2,0,2,1,0,2,5,4,3,0
F,25,5,141,1,0,3,4,4,4,2,3,2,3
F,56,11,146,3,5,2,4,4,3,3,2,4,3
M,35,2,443,1,0,3,5,0,0,3,4,4,5
M,45,15,931,2,4,3,3,1,4,4,0,2,0
M,25,11,64,0,1,1,1,4,2,0,4,0,4
M,18,20,934,2,3,0,1,0,3,0,5,1,5
F,18,7,212,2,2,0,2,3,2,1,3,5,4
M,56,1,786,5,5,4,1,4,4,3,5,2,3
M,35,4,76,3,3,2,1,4,4,5,4,0,0
F,25,3,857,3,0,1,3,3,1,3,4,3,3
M,35,17,601,4,3,4,0,0,3,5,2,3,0
M,56,15,210,0,0,2,3,0,3,4,0,4,5
M,18,20,436,2,5,5,0,4,0,3,0,3,3
F,56,1,550,0,4,2,4,4,0,2,0,3,5
M,50,10,627,2,5,5,3,3,3,0,5,5,3
M,25,3,760,4,3,4,3,5,5,0,3,3,2
M,1,20,544,3,1,1,1,0,2,3,4,3,0
F,25,7,53,5,4,4,0,4,3,3,5,4,5
M,1,11,870,0,5,2,3,0,0,0,5,5,1
M,45,7,141,3,0,5,2,0,2,2,3,3,0
M,45,13,655,0,1,5,4,0,5,5,3,1,0
M,25,13,563,5,4,0,0,0,0,0,3,0,3
F,35,12,338,2,1,4,0,0,5,4,5,0,0
F,18,12,90,1,3,0,2,0,5,2,3,1,3
F,35,7,534,3,2,5,1,5,4,3,5,0,0
F,35,11,571,4,4,1,3,0,2,4,4,1,5
F,25,11,70,4,0,0,5,4,0,0,0,0,4
M,35,11,115,0,4,3,2,2,5,4,0,0,0
F,50,17,560,1,0,2,4,4,0,1,3,5,2
F,50,12,744,5,5,0,1,5,0,4,4,1,0
F,1,14,261,5,1,1,0,2,2,5,3,0,1
F,18,11,841,5,5,5,3,4,5,4,4,3,2
F,25,0,928,0,0,3,5,3,0,0,4,3,4
M,45,15,730,5,0,5,0,3,5,5,5,0,0
F,45,16,98,1,5,4,0,4,1,2,2,5,0
F,18,20,550,3,1,3,0,1,2,0,5,5,0
M,45,4,598,2,2,2,0,2,4,1,0,1,5
F,25,16,941,2,4,5,3,0,2,3,5,3,0
M,25,17,701,4,0,4,5,2,0,2,0,0,3
F,18,6,811,1,4,5,4,4,5,4,4,4,4
M,18,10,13,5,4,0,1,3,0,3,1,0,5
M,50,4,555,0,4,4,4,0,4,0,5,5,5
F,1,15,396,3,0,3,3,3,0,4,0,0,0
F,50,1,338,5,0,4,0,0,5,4,1,1,0
F,25,17,535,5,5,4,1,3,3,3,1,3,4
M,56,10,560,0,2,5,5,4,3,3,2,3,1
F,18,2,943,4,0,5,2,0,0,0,5,2,1
M,56,7,473,3,5,0,5,4,3,4,3,4,0
M,1,19,321,5,1,4,2,0,0,0,5,3,4
F,1,13,601,0,1,0,1,0,2,2,4,3,4
F,45,5,942,1,1,0,4,0,2,2,2,4,5
F,45,12,726,4,4,2,5,1,3,4,5,0,0
F,1,1,327,1,5,0,2,0,1,3,2,1,4
F,18,19,560,2,2,2,3,2,5,3,0,5,1
M,56,14,309,4,4,1,5,0,0,5,1,4,0
M,35,18,405,2,1,4,2,5,2,5,0,5,5
F,1,0,261,0,3,5,4,0,5,2,4,5,4
M,1,11,434,0,2,0,1,4,5,0,4,1,0
M,25,4,309,1,3,5,4,3,3,0,1,4,0
M,50,13,33,2,0,4,2,5,0,5,2,3,3
F,56,3,530,2,1,1,1,2,1,0,0,2,2
M,25,13,925,1,2,1,4,3,2,2,0,3,0
F,35,5,894,4,5,4,1,3,3,2,0,4,5
M,45,0,944,2,2,4,1,0,5,0,4,3,0
M,56,0,912,5,3,5,4,0,0,0,2,5,5
F,1,12,750,2,2,5,2,0,3,3,2,0,0
F,45,8,474,0,3,0,5,4,0,5,4,2,1
M,1,6,30,1,4,0,0,0,0,3,0,0,0
F,56,7,482,2,1,5,2,4,1,0,2,0,2
F,50,7,212,5,4,4,5,0,4,3,1,4,0
F,50,6,307,3,2,5,5,0,5,3,3,2,2
F,25,16,813,3,1,4,2,0,0,4,0,4,5
F,35,2,45,4,2,4,3,2,0,1,3,5,3
F,18,20,115,3,4,2,3,1,2,5,0,2,4
F,25,4,320,1,2,1,4,4,1,5,4,4,5
M,35,12,224,1,3,0,2,4,0,4,4,1,3
M,35,17,62,1,1,2,1,0,2,0,0,0,3
F,18,14,952,4,5,4,5,0,2,4,3,4,2
F,18,1,604,3,5,0,1,4,0,2,4,4,0
M,35,17,953,0,3,0,1,2,5,0,2,3,5
F,45,18,166,1,2,1,0,5,4,0,5,3,5
F,56,14,917,4,0,1,3,4,3,4,3,3,1
M,35,2,111,0,3,5,1,0,4,3,5,3,0
F,56,20,856,0,4,2,3,0,0,0,3,1,3
M,1,1,992,5,5,2,4,1,5,0,5,4,3
M,56,5,64,3,2,5,1,4,4,2,1,4,1
F,35,2,840,1,1,5,0,3,4,0,4,0,2
M,45,0,377,5,1,1,2,4,2,3,2,0,4
M,50,6,17,5,0,0,0,2,5,3,2,2,5
M,18,8,921,0,3,0,3,0,2,2,0,5,4
F,50,14,524,5,2,2,5,4,0,5,4,3,0
F,45,17,302,4,4,2,2,4,2,5,2,3,5
F,25,18,79,0,4,4,1,0,0,2,4,5,0
F,18,12,813,2,3,5,4,5,5,3,0,0,0
M,56,2,666,4,3,5,1,2,3,0,3,0,2
M,18,11,907,2,5,0,4,0,0,5,4,4,3
M,56,2,811,4,1,5,4,3,1,1,5,5,1
M,56,18,78,1,1,3,4,0,2,2,5,5,5
M,18,6,33,1,1,2,2,0,0,4,5,1,4
M,35,13,277,4,1,4,0,4,0,0,4,1,4
F,56,16,234,2,5,5,2,0,0,2,0,5,5
F,25,16,321,1,1,3,3,0,0,3,0,0,3
F,25,1,912,5,1,4,1,1,0,5,0,1,5
F,45,18,672,1,5,0,4,0,0,0,4,4,4
F,35,1,503,0,2,0,0,5,1,4,0,1,1
F,18,1,120,4,5,3,5,4,3,3,3,5,5
F,35,20,200,5,2,5,1,4,5,5,3,3,3
F,1,11,100,5,2,2,2,0,4,4,4,3,0
M,45,9,331,1,1,0,5,4,4,0,4,0,0
F,35,19,857,0,4,3,0,2,5,4,5,4,5
M,45,14,480,2,4,0,3,2,0,2,4,5,1
F,1,2,474,3,5,5,4,2,2,2,4,1,0
M,50,12,914,4,2,0,2,2,3,3,5,3,0
M,56,6,31,1,5,4,5,4,1,3,5,4,2
M,45,10,69,2,4,1,1,0,3,4,4,2,4
M,45,0,871,5,5,3,1,1,3,4,5,0,3
M,18,18,952,2,2,2,5,3,1,2,5,4,5
M,18,7,878,4,0,3,4,0,2,1,4,3,0
F,35,18,605,1,1,5,0,0,4,0,5,3,2
M,45,9,190,0,4,0,5,2,2,3,4,3,3
F,1,11,24,3,2,5,3,4,0,4,3,1,1
F,35,5,793,0,3,1,1,3,0,2,4,0,5
F,1,5,672,5,5,4,5,3,0,4,0,1,4
F,18,0,142,0,1,4,4,5,4,0,0,3,0
M,56,5,285,0,1,5,3,2,2,3,4,0,0
F,25,20,967,1,4,0,0,4,3,5,2,5,2
M,1,13,336,1,0,4,4,0,4,3,3,3,5
M,56,2,186,2,0,0,2,4,2,5,4,3,3
M,18,2,20,5,2,2,5,5,5,0,0,3,5
F,18,1,923,5,0,5,4,0,2,2,0,2,1
M,56,12,178,4,1,2,5,4,0,5,0,0,0
M,50,20,230,5,4,0,0,0,4,3,0,0,3
F,18,13,469,2,2,2,1,0,0,4,0,5,5
M,50,13,421,5,4,3,1,0,0,2,3,0,3
M,50,7,76,0,3,4,1,3,5,4,2,5,1
F,50,11,292,2,0,2,5,2,4,3,4,0,4
F,50,7,598,1,1,0,1,0,3,2,5,4,2
F,45,7,109,5,3,4,1,4,0,4,4,4,0
M,50,14,560,3,5,4,4,2,4,2,1,0,0
M,35,16,77,3,0,4,3,0,4,0,0,1,0
M,25,3,640,1,0,5,1,5,2,0,0,2,5
M,25,1,597,1,5,4,4,0,2,1,0,3,3
M,50,5,535,1,1,5,3,3,0,0,3,5,1
F,1,4,273,5,4,5,0,4,3,2,3,4,5
F,1,14,68,5,5,4,4,3,2,3,3,1,5
F,35,6,142,4,0,4,5,5,1,4,2,4,3
M,35,16,109,1,3,4,3,5,0,3,1,0,0
M,50,13,787,4,5,3,5,0,4,4,4,2,5
M,18,3,911,2,0,0,5,0,2,0,4,1,0
M,50,0,37,1,5,3,1,4,4,4,1,1,4
M,18,18,878,0,1,4,1,0,1,4,4,3,2
M,45,16,236,3,2,5,4,0,0,2,0,3,0
M,35,8,272,1,5,2,3,3,3,3,4,0,0
M,35,11,973,3,5,0,3,4,5,3,4,2,0
F,18,0,20,5,5,5,4,4,2,3,2,4,2
F,18,7,170,0,3,0,0,1,0,3,4,0,0
F,45,8,198,0,0,4,5,5,1,0,4,3,3
F,45,3,944,4,5,0,4,4,3,4,3,4,3
M,50,0,466,5,2,0,0,0,4,4,0,2,0
F,18,17,114,1,3,0,4,2,3,0,0,1,0
M,56,3,461,2,2,3,5,3,0,2,4,5,1
M,50,11,843,0,2,3,0,0,5,4,0,0,3
F,35,5,722,1,0,0,0,3,0,3,5,5,0
F,25,1,503,4,2,5,2,4,0,0,1,0,0
F,56,12,175,1,2,3,2,0,4,0,3,5,3
M,45,3,790,0,3,4,1,1,4,0,0,4,1
M,50,0,471,4,2,2,1,3,2,0,4,3,2
F,45,1,105,5,2,0,4,0,2,2,4,4,0
M,56,16,928,5,5,4,0,2,4,5,4,0,2
F,35,3,63,3,4,5,0,4,1,0,1,4,0
M,56,14,215,5,5,5,5,0,0,2,3,3,2
M,18,11,991,4,3,0,0,0,0,0,4,1,5
F,18,19,319,2,5,3,2,4,4,2,2,5,0
M,50,0,166,5,0,0,5,4,0,4,3,5,1
F,1,4,730,5,0,5,1,0,0,5,5,5,4
M,50,16,761,1,1,1,4,0,1,0,3,5,3
M,35,4,840,5,2,2,1,3,0,0,0,2,0
M,35,0,108,2,2,4,2,3,2,4,5,4,0
M,56,7,146,2,0,4,1,3,2,0,1,5,5
F,18,19,900,3,0,4,4,0,3,5,5,4,0
M,25,16,841,0,3,4,0,4,4,0,0,3,0
F,50,15,230,5,3,3,2,4,2,1,3,2,3
F,50,17,924,1,5,3,3,0,0,4,0,5,4
M,45,7,28,3,5,4,3,3,3,5,0,0,5
F,56,10,186,0,2,1,1,1,5,5,4,4,4
F,35,3,537,1,5,3,2,0,3,2,3,1,4
M,50,3,958,4,4,2,0,4,3,2,0,0,0
F,50,11,941,2,5,0,3,2,0,4,1,2,0
M,35,11,309,0,1,4,0,0,4,4,5,0,4
M,18,7,50,0,3,0,4,5,4,2,5,2,1
M,25,16,240,5,2,2,4,0,0,2,5,4,2
F,35,20,559,5,1,2,2,0,4,1,2,0,0
F,1,13,833,2,3,0,0,3,5,3,4,2,0
M,25,11,468,0,5,3,2,2,0,0,3,2,1
F,25,2,240,0,5,4,0,0,5,5,5,1,4
F,18,15,19,3,5,4,1,2,5,1,3,5,2
F,1,17,294,3,0,0,0,0,2,4,4,4,0
F,35,1,90,2,4,3,4,0,0,4,4,0,0
M,35,13,765,1,5,4,0,5,1,4,0,3,0
F,50,20,290,5,1,0,0,0,5,0,1,0,1
M,35,14,141,5,2,4,3,0,0,0,4,3,5
F,1,20,377,1,3,4,1,0,0,1,4,0,3
F,50,5,15,1,0,1,0,0,3,4,4,4,4
M,50,8,235,2,3,2,2,4,5,3,1,1,1
M,1,4,18,0,1,2,2,2,0,0,2,3,0
M,56,19,19,2,5,4,0,4,4,3,5,3,5
F,56,6,843,4,2,0,2,0,5,5,0,5,0
F,35,8,826,5,2,3,1,1,3,2,0,0,0
F,25,9,803,0,2,2,2,0,0,3,0,5,0
F,56,9,489,2,1,4,1,5,2,0,0,0,3
F,50,18,799,2,2,2,5,2,5,5,4,4,0
M,25,15,857,5,1,0,2,5,2,3,5,2,5
M,45,2,98,5,1,4,0,0,0,3,3,0,0
F,50,2,331,5,1,0,1,0,2,3,0,3,0
M,18,15,76,5,4,3,1,2,2,2,1,3,0
F,45,15,224,3,3,1,5,0,0,3,0,5,4
