"Gender","Age","Occupation","ZIP-code","260","1097","2628","2174","2797","1073","2100","2968","2105","2193"
"M",25,1,306,3,5,3,1,0,5,4,0,1,0
"F",18,15,557,3,2,5,5,3,0,4,1,4,4
"M",56,1,309,5,2,3,2,5,0,3,5,4,1
"M",50,17,701,3,5,3,4,4,4,0,5,0,0
"M",25,6,953,5,0,3,2,4,1,0,2,3,4
"F",50,5,914,1,2,5,0,0,0,0,0,0,0
"M",35,11,495,0,1,4,3,0,5,5,5,0,4
"F",45,13,175,0,5,3,4,5,0,3,3,3,1
"F",25,2,382,5,0,2,4,4,0,3,3,4,5
"M",56,17,557,5,5,0,3,0,0,1,4,2,3
"F",45,0,435,5,2,4,5,3,1,3,2,4,0
"M",45,18,432,5,5,5,1,5,1,5,4,2,4
"F",25,20,847,1,5,1,5,2,0,0,5,0,4
"M",56,12,224,0,5,2,0,2,2,3,1,3,2
"F",25,2,751,1,1,2,2,4,5,2,3,1,5
"M",25,18,108,5,1,0,5,1,0,3,0,5,0
"M",25,16,927,2,0,3,5,2,4,0,2,0,2
"M",50,0,800,2,4,4,0,3,1,1,1,0,4
"M",56,15,196,2,1,4,5,0,5,0,5,5,1
"F",18,10,453,3,5,5,3,5,0,0,1,3,1
"F",18,7,777,2,4,0,1,1,4,4,5,5,1
"M",45,5,672,5,5,2,0,4,5,2,4,2,5
"F",50,18,557,5,1,1,5,3,3,0,2,3,5
"F",35,20,132,5,3,1,5,2,0,0,0,3,3
"F",1,2,132,5,2,1,5,1,0,0,3,2,4
"M",50,11,82,5,3,1,4,4,3,2,1,3,5
"F",56,13,143,0,2,1,2,5,0,3,4,4,5
"F",18,2,362,1,4,2,1,0,4,2,0,0,2
"F",25,4,501,5,1,3,1,3,0,4,2,2,3
"M",18,0,382,0,2,3,4,0,0,0,3,3,3
"F",45,7,285,5,2,3,4,0,0,4,4,4,1
"F",45,2,447,5,3,2,5,2,0,2,2,0,2
"F",18,2,610,5,3,3,5,1,0,5,1,4,3
"F",45,0,322,5,5,0,5,2,4,4,2,3,0
"F",50,8,833,5,3,4,4,2,0,0,2,5,4
"F",56,11,436,4,1,2,3,3,2,3,1,5,5
"F",35,19,325,2,0,1,1,0,1,4,4,4,3
"M",18,17,60,0,3,0,3,5,4,2,4,3,0
"F",35,7,284,3,4,1,0,0,3,3,4,0,5
"F",18,4,319,4,2,5,1,5,5,3,1,4,0
"M",35,15,906,5,4,1,5,1,5,0,4,2,1
"F",18,11,24,5,2,1,0,0,5,0,1,2,4
"M",45,0,82,0,1,1,3,4,4,4,0,3,5
"F",18,8,79,3,4,1,4,0,1,4,4,5,4
"F",18,16,211,2,3,0,4,0,2,4,4,0,0
"F",50,13,927,5,2,3,2,1,0,2,4,0,5
"F",50,2,328,5,5,4,0,4,4,3,4,2,2
"M",25,0,970,4,2,3,1,0,5,3,4,0,4
"M",18,11,486,5,1,0,3,5,5,4,4,4,4
"M",50,10,973,4,1,0,0,0,5,1,4,4,0
"M",56,7,907,5,1,2,2,0,5,4,4,5,2
"M",1,3,977,5,4,5,5,4,5,2,3,0,0
"F",25,18,327,5,3,1,2,2,0,0,5,2,3
"M",18,2,480,1,5,5,4,5,4,5,0,5,0
"M",18,11,360,5,4,3,4,1,4,4,4,0,1
"F",50,4,992,5,0,0,0,3,5,0,3,2,0
"F",45,8,221,5,3,5,2,2,0,4,5,5,2
"F",18,16,631,0,5,2,1,3,0,4,4,5,4
"M",45,17,916,5,2,1,0,3,3,4,0,4,3
"M",56,0,582,2,2,2,3,5,5,4,0,4,2
"M",45,3,804,5,2,4,1,4,1,5,5,3,0
"F",18,14,40,5,4,5,4,0,2,0,4,1,0
"M",25,12,410,1,3,3,4,1,1,3,1,0,3
"M",25,9,489,1,0,4,4,4,4,5,2,2,5
"M",25,18,285,2,1,3,5,5,0,0,0,5,0
"F",25,20,339,3,1,0,5,2,2,1,0,3,1
"F",25,20,281,1,3,3,0,3,5,0,1,3,5
"F",1,1,303,2,4,0,5,5,1,0,0,3,1
"F",25,17,424,3,5,4,1,4,0,0,1,2,0
"M",18,11,871,0,0,3,4,3,1,2,4,0,1
"M",50,6,221,1,3,4,0,5,5,1,4,2,3
"F",25,20,127,3,3,3,1,1,2,4,2,4,5
"M",50,7,914,4,0,4,1,4,5,3,4,3,5
"F",50,10,800,5,3,1,0,3,1,2,3,2,0
"F",50,9,852,2,3,2,5,0,3,4,1,5,2
"F",25,2,211,0,1,0,3,5,2,5,5,3,0
"M",18,9,434,2,4,4,0,0,0,4,4,5,4
"F",35,14,334,1,1,3,1,3,0,2,2,0,4
"F",25,15,361,3,4,4,5,2,2,3,0,4,5
"F",45,7,988,3,4,0,5,3,3,0,5,5,5
"M",56,9,953,2,5,2,1,0,3,0,2,1,2
"M",25,7,230,1,4,3,0,2,0,3,4,0,1
"M",1,0,143,2,5,1,0,0,1,4,5,3,3
"F",18,1,201,5,2,0,3,4,5,0,4,5,0
"M",50,7,41,3,3,4,3,4,5,0,4,2,0
"M",56,15,161,5,5,4,1,1,5,0,4,3,0
"F",25,13,127,2,5,1,2,0,5,4,4,2,4
"F",18,6,109,2,0,5,5,0,5,3,3,0,2
"F",18,5,114,4,3,4,3,0,3,0,5,0,4
"M",25,2,109,1,4,0,4,4,3,0,5,4,0
"M",18,3,907,5,4,2,2,5,3,4,4,5,3
"F",1,20,114,1,0,4,2,3,4,2,3,4,4
"M",1,14,65,1,5,3,3,3,1,4,0,2,4
"M",35,4,530,3,2,0,1,4,0,4,2,2,0
"M",18,16,232,3,3,0,4,1,1,5,5,3,1
"F",18,14,142,0,5,3,0,5,0,1,1,4,3
"M",18,7,358,3,0,5,2,1,1,4,3,3,1
"M",18,0,280,0,4,3,5,5,5,0,5,3,1
"M",1,0,122,2,1,4,5,3,4,0,4,0,4
"M",56,8,98,1,4,0,4,4,2,0,0,0,0
"M",35,7,894,0,1,5,5,2,0,4,0,5,0
"M",25,9,666,5,3,4,3,3,1,4,1,3,4
"M",45,7,150,2,0,2,3,5,1,4,1,0,5
"M",1,17,358,4,1,0,5,4,2,0,3,2,0
"M",25,12,971,3,0,1,0,2,4,0,4,3,3
"M",1,16,33,1,4,4,5,3,1,2,4,0,5
"M",25,15,452,5,1,1,5,0,0,4,1,4,4
"M",56,5,751,5,1,5,0,1,1,2,4,4,2
"M",56,12,811,3,3,3,0,3,4,4,2,0,5
"F",56,2,61,2,3,4,2,0,1,0,4,5,4
"F",1,0,826,5,1,3,5,5,5,4,2,4,1
"M",25,11,168,5,1,4,0,1,2,4,0,4,3
"M",25,17,48,4,0,5,4,0,0,5,0,4,0
"M",18,15,958,2,3,4,5,1,5,3,0,0,0
"M",35,4,970,0,0,2,5,2,1,3,3,2,2
"F",25,3,49,3,5,0,3,0,0,0,0,2,0
"M",1,19,826,4,3,4,3,3,1,0,0,5,5
"M",25,11,406,3,3,0,2,1,4,0,0,0,0
"F",18,11,752,0,3,4,4,1,1,4,2,0,3
"M",1,9,381,2,0,3,3,1,4,4,5,4,1
"M",35,10,927,2,0,2,0,5,0,0,1,2,5
"M",18,15,435,5,0,0,2,4,3,3,0,0,0
"M",25,20,539,5,1,3,1,2,1,0,0,5,3
"M",18,2,462,3,5,1,4,4,0,0,0,5,0
"M",35,4,465,2,5,4,4,2,1,3,4,3,0
"M",50,20,17,5,2,5,2,3,0,2,1,0,5
"F",56,4,253,5,2,3,4,1,0,2,0,5,3
"M",45,1,794,1,5,4,4,1,2,2,2,0,3
"M",25,15,800,2,5,3,4,1,1,5,0,4,2
"M",45,0,132,4,0,5,1,4,5,2,3,5,0
"M",25,7,958,5,5,2,0,4,0,0,0,5,0
"F",56,5,800,1,1,3,1,4,1,5,2,3,5
"M",18,17,211,5,2,5,3,5,5,0,0,4,1
"M",25,16,345,5,5,0,5,5,3,3,0,4,0
"M",45,12,489,5,5,4,1,0,2,0,0,3,0
"F",35,3,191,5,1,0,3,0,0,2,0,4,0
"M",25,10,966,4,0,0,2,1,4,5,1,4,3
"M",50,4,105,5,3,2,5,2,1,3,4,0,2
"F",56,16,744,2,5,4,2,2,0,3,0,0,0
"M",1,7,843,0,5,0,3,3,0,4,3,1,0
"M",25,15,765,2,5,5,5,0,1,1,3,2,0
"F",25,14,74,0,3,4,2,1,3,0,5,0,1
"M",1,9,942,1,3,2,2,0,4,1,3,5,2
"M",56,10,265,5,2,1,1,1,5,1,2,3,3
"M",50,0,27,3,4,3,0,4,5,3,4,3,5
"M",35,15,443,4,3,3,5,4,5,0,0,2,0
"M",45,20,303,0,2,4,2,1,2,4,0,2,3
"F",56,5,919,5,1,2,3,4,1,4,3,4,2
"F",45,8,535,0,3,5,2,0,0,0,1,0,4
"F",35,7,240,5,5,4,4,4,3,2,4,2,5
"M",35,5,221,5,5,3,1,3,3,0,4,2,3
"F",25,6,84,0,1,4,2,4,0,4,5,2,5
"F",25,9,940,0,1,2,5,5,0,0,2,0,2
"M",35,2,804,3,2,3,3,0,0,4,1,0,1
"F",25,7,555,5,1,0,0,5,3,0,4,5,0
"F",50,13,957,5,3,4,1,0,4,5,3,3,0
"M",35,8,405,4,1,0,1,3,4,0,0,0,0
"M",56,4,765,5,5,4,3,1,2,3,1,2,1
"M",56,7,484,1,2,3,0,2,5,2,3,0,0
"M",18,4,430,0,5,2,0,2,0,2,3,3,0
"F",35,9,560,5,5,4,3,4,0,4,0,0,4
"F",45,18,799,5,5,2,3,0,4,0,5,0,0
"M",25,10,261,5,5,5,3,0,2,5,3,3,1
"F",56,14,54,5,2,1,2,4,4,3,4,0,4
"M",18,18,74,0,3,3,0,5,2,0,0,5,4
"F",1,4,168,0,3,4,0,1,5,0,1,5,1
"M",35,16,495,1,1,5,0,5,4,4,5,4,5
"M",25,7,485,0,5,2,0,5,3,4,1,3,5
"F",1,17,921,5,1,3,5,2,4,4,0,0,3
"M",50,8,633,2,5,3,3,2,4,2,3,3,5
"M",1,0,130,4,3,1,3,5,1,4,3,0,1
"F",1,17,432,5,2,0,3,2,4,2,3,3,4
"M",56,8,171,4,4,2,4,4,1,0,2,3,2
"F",25,10,76,1,5,3,2,5,5,2,1,5,5
"M",25,13,345,2,0,5,3,2,4,0,4,5,0
"M",1,2,708,5,2,1,2,0,2,0,5,3,1
"M",50,6,826,3,1,0,0,3,2,0,0,0,0
"M",1,6,170,2,0,2,2,0,2,4,2,2,1
"M",1,9,730,0,2,5,4,5,1,2,5,0,5
"M",50,19,282,2,5,5,0,0,4,4,2,2,2
"F",45,20,430,5,1,4,1,4,0,4,2,0,5
"M",50,14,53,5,5,1,3,2,2,4,0,3,5
"F",25,14,224,5,5,1,3,5,0,4,1,4,5
"F",25,15,554,3,0,1,2,2,5,4,0,4,1
"M",25,0,652,5,5,5,4,3,3,4,4,2,1
"M",56,17,805,5,3,0,4,0,3,0,0,2,0
"M",25,4,908,0,2,3,1,3,0,0,2,2,3
"F",18,4,220,5,2,3,4,2,4,5,0,5,5
"M",56,6,442,3,1,2,1,4,5,3,1,0,5
"M",25,14,603,5,4,5,1,4,3,0,4,1,0
"F",25,15,550,5,0,4,5,5,1,1,2,4,4
"F",18,13,584,5,2,0,1,3,0,0,3,3,0
"M",25,15,597,0,5,4,0,4,3,3,0,2,1
"F",25,19,296,2,3,0,5,1,4,3,0,0,0
"F",50,12,524,0,3,0,5,1,5,0,0,3,2
"M",18,2,240,5,2,4,2,4,3,1,3,0,0
"M",50,1,606,1,3,1,3,0,4,3,5,3,3
"F",18,14,830,1,2,4,1,1,3,2,5,0,3
"M",1,2,80,0,5,0,5,3,4,3,0,4,0
"M",18,4,891,4,1,1,4,1,4,2,2,2,1
"F",18,13,349,0,5,0,4,0,3,0,4,4,0
"M",50,13,502,5,5,4,2,3,4,3,0,2,0
"F",1,0,559,2,1,4,3,0,4,0,1,3,4
"M",18,4,123,2,4,1,2,1,5,1,0,3,3
"M",56,10,911,4,3,4,3,2,4,2,3,2,2
"F",56,16,286,1,1,0,3,0,3,2,5,0,0
"F",50,20,972,3,3,0,1,4,3,0,4,0,0
"M",1,8,112,0,1,4,0,0,2,0,0,0,3
"F",50,1,140,1,0,2,5,4,2,0,3,0,5
"M",18,14,630,5,1,3,0,0,1,1,0,0,0
"F",25,14,148,2,3,4,0,0,1,0,5,4,4
"F",56,12,212,0,0,3,5,3,1,1,0,2,3
"M",50,17,972,5,4,4,1,1,1,0,2,5,4
"M",50,7,764,5,2,3,3,2,0,0,3,3,4
"M",18,5,997,0,4,0,2,2,3,0,4,0,0
"F",50,4,42,4,0,0,0,2,0,0,0,3,0
"M",50,3,49,4,0,3,4,4,3,2,5,0,5
"M",25,4,143,5,2,0,1,0,3,0,3,2,0
"M",35,20,550,5,0,2,1,2,4,4,4,3,2
"M",18,4,33,1,2,5,2,4,0,5,4,2,4
"M",25,9,836,0,5,0,3,4,3,1,2,5,0
"F",1,5,972,2,1,4,0,3,1,0,0,4,5
"M",25,14,943,5,5,4,2,2,4,3,0,2,0
"M",1,4,800,3,1,4,3,1,4,3,5,0,4
"M",25,17,750,5,4,5,5,2,0,3,4,4,0
"M",18,17,830,3,0,4,2,4,3,1,0,2,5
"F",1,13,843,1,2,1,5,1,0,0,5,1,3
"M",25,17,235,2,5,1,2,1,3,0,2,0,0
"F",45,15,329,5,5,3,5,5,5,2,2,3,5
"M",1,18,484,2,3,3,0,1,1,1,5,1,3
"M",25,14,279,0,2,3,5,4,4,0,0,3,0
"M",25,14,87,4,2,0,1,2,1,0,5,2,2
"M",45,15,921,5,1,0,4,3,0,0,3,3,0
"F",35,0,319,4,0,0,3,4,2,3,5,0,0
"M",35,1,871,0,3,0,4,4,0,0,0,2,0
"F",35,10,590,5,3,3,0,4,0,4,5,1,5
"M",35,4,830,3,5,2,2,1,5,0,2,5,4
"F",18,2,16,5,3,2,4,4,0,5,1,4,1
"F",18,20,641,4,0,5,4,0,0,0,1,5,1
"F",18,0,905,3,0,4,0,1,1,2,3,2,3
"F",18,3,460,0,4,4,4,0,2,4,3,3,0
"M",25,0,584,1,3,0,1,4,0,0,0,2,0
"M",50,0,633,5,4,3,3,1,5,4,3,1,1
"M",25,12,30,3,0,5,5,4,5,1,2,3,5
"F",25,4,530,4,1,3,5,3,5,0,0,0,1
"M",56,7,959,5,0,5,1,0,4,0,4,0,0
"M",1,10,625,0,4,2,4,4,5,1,4,4,1
"M",35,5,641,3,0,0,2,2,4,1,5,0,2
"M",18,2,923,3,3,2,5,2,1,4,5,3,2
"F",25,8,434,4,1,1,2,4,4,5,4,3,4
"M",25,13,493,5,2,4,3,4,5,5,4,4,4
"M",25,9,276,0,0,1,3,1,0,4,1,1,3
"M",56,8,307,2,0,0,0,2,4,1,1,5,0
"M",25,6,193,5,4,3,4,1,0,0,3,5,3
"M",1,4,197,2,4,0,5,2,0,0,3,4,1
"M",25,4,406,0,0,3,4,4,2,2,1,0,5
"F",45,13,286,5,4,3,2,4,5,0,0,5,0
"M",50,20,235,5,0,0,2,3,4,4,1,3,4
"M",45,8,813,5,4,4,2,0,5,0,2,3,3
"F",45,1,198,5,0,1,2,0,5,3,4,5,0
"M",25,11,296,0,0,3,2,0,5,0,0,4,3
"M",25,14,618,1,2,0,4,4,2,0,0,0,0
"F",56,12,303,2,5,3,3,5,5,2,0,5,5
"F",18,17,89,5,2,5,5,5,5,5,4,5,1
"M",50,19,136,2,1,1,4,2,0,3,0,2,4
"F",56,8,966,5,4,3,4,3,2,0,4,4,0
"M",56,0,235,0,1,5,5,0,4,4,5,0,4
"F",25,20,307,5,1,3,3,1,5,0,4,4,3
"F",25,0,319,3,0,3,5,0,0,0,5,4,4
"M",45,1,704,0,3,2,2,0,1,1,3,3,4
"M",45,20,871,4,5,1,1,1,1,2,0,4,1
"M",56,8,601,5,0,4,1,4,0,0,4,2,2
"M",1,18,244,4,4,5,2,5,1,0,3,5,0
"F",1,1,212,3,3,3,1,1,0,0,4,4,4
"F",50,16,459,3,1,5,0,0,1,0,0,3,0
"F",45,11,354,1,1,4,2,4,3,4,5,4,0
"M",35,14,307,2,0,4,1,1,3,1,0,3,3
"M",18,4,658,3,1,5,2,5,0,0,1,5,3
"M",18,12,756,5,4,0,1,0,4,0,4,2,0
"M",25,18,540,2,2,3,4,2,5,0,1,4,4
"M",18,4,852,2,4,1,4,5,0,3,2,2,5
"F",18,3,303,5,3,3,1,5,5,2,0,2,0
"M",50,20,968,5,0,5,3,2,5,5,3,0,4
"F",50,5,727,2,5,5,1,0,5,0,5,0,4
"M",35,2,782,5,3,0,5,5,2,0,1,4,0
"M",25,1,84,3,0,3,4,1,4,3,2,0,3
"M",25,9,920,2,2,4,3,2,4,0,2,2,2
"F",25,2,435,1,4,5,5,1,2,3,4,3,2
"M",25,8,558,1,1,4,3,4,5,4,3,5,5
"M",56,15,485,4,1,4,1,4,1,5,4,4,5
"M",25,15,582,3,0,3,2,1,5,0,5,5,5
"M",18,17,325,5,3,0,1,1,0,0,0,3,0
"F",18,15,773,3,5,1,5,1,1,4,5,0,4
"F",25,8,373,0,5,4,2,5,4,0,4,4,5
"M",25,11,836,0,1,4,4,5,2,1,0,1,5
"M",25,9,306,2,4,3,4,2,0,0,1,3,5
"M",25,4,230,4,0,0,2,3,2,5,2,4,4
"M",25,0,380,1,1,4,1,5,1,3,4,2,2
"M",50,2,26,5,2,1,5,4,0,2,0,2,4
"M",25,10,944,3,4,4,3,4,3,5,5,4,5
"M",1,15,790,2,4,5,3,2,0,0,4,2,2
"M",50,5,933,4,4,4,5,1,2,1,4,4,3
"F",1,1,953,3,4,4,2,3,2,0,5,5,4
"M",18,9,956,0,4,1,4,5,5,0,4,1,0
"F",45,1,826,2,1,1,2,1,3,2,3,4,3
"F",25,7,920,1,2,1,2,1,3,2,0,2,3
"F",25,0,469,4,3,3,2,0,5,4,4,4,3
"M",1,2,405,5,5,4,4,1,0,3,5,3,3
"M",1,5,782,1,0,5,1,0,0,2,0,4,0
"F",1,17,346,5,4,0,1,5,3,0,0,5,3
"M",35,10,980,2,3,3,4,5,5,4,3,3,5
"F",18,11,743,3,2,1,1,4,5,0,4,1,5
"M",25,5,236,5,5,0,5,0,5,4,0,3,0
"M",25,2,100,3,1,3,5,5,0,2,0,0,5
"F",35,13,406,2,4,5,1,4,5,0,1,2,1
"M",35,1,530,1,0,0,2,5,0,0,2,2,0
"F",18,6,612,5,5,5,4,0,5,0,0,4,0
"M",56,2,309,2,3,3,5,3,5,0,4,2,3
"M",1,9,24,5,0,0,3,2,5,0,5,2,0
"M",35,18,231,5,0,4,5,2,3,0,2,0,0
"M",50,7,947,5,3,4,2,2,4,3,5,3,3
"F",18,4,786,2,0,5,4,1,1,0,3,4,1
"F",25,18,443,5,1,2,0,0,3,0,2,3,2
"M",25,17,148,3,4,1,5,5,5,0,4,2,3
"M",25,9,750,5,0,4,4,0,5,3,4,5,4
"F",45,14,314,2,1,4,0,1,1,3,5,5,1
"F",18,15,349,5,0,5,5,4,4,0,3,2,0
"F",35,15,911,1,2,3,5,1,0,3,2,3,2
"F",50,14,973,5,4,3,5,1,4,4,0,0,3
"M",35,20,530,5,2,0,0,0,5,3,3,5,0
"M",25,14,307,5,5,3,5,4,5,0,5,0,5
"M",25,6,631,5,3,1,1,0,2,4,3,1,3
"F",50,15,77,1,0,5,5,2,4,3,1,4,0
"M",35,16,495,1,5,3,4,5,2,0,3,1,5
"M",18,2,741,5,2,0,3,5,5,3,3,0,4
"M",25,7,758,4,0,3,4,4,4,1,1,0,5
"F",1,14,484,1,2,5,0,2,0,4,3,0,2
"M",18,0,358,5,0,0,0,0,4,4,3,1,2
"M",1,1,672,0,4,5,3,3,5,0,3,2,4
"F",25,6,380,0,0,0,0,5,5,0,0,1,0
"M",35,6,662,5,2,0,3,4,1,2,2,0,1
"F",1,15,406,4,2,4,2,4,5,0,4,0,4
"M",18,18,921,4,3,2,5,2,5,0,0,3,2
"M",35,2,605,5,2,3,1,1,4,2,3,0,5
"M",25,2,333,5,3,2,3,0,0,4,0,3,0
"M",25,1,131,1,4,3,2,2,5,0,5,5,0
"M",25,8,323,5,0,3,4,1,0,0,4,5,5
