"Gender","Age","Occupation","ZIP-code","247","885","1097","1654","2086","2138","2872"
"M",18,10,871,3,0,2,2,0,5,2
"F",50,7,916,3,0,4,2,3,1,1
"M",35,4,911,5,0,5,0,0,4,5
"M",18,2,196,2,2,3,0,0,0,0
"F",56,3,175,0,3,5,0,0,1,4
"M",1,4,450,3,1,4,0,5,2,3
"M",18,4,551,2,3,2,5,3,4,2
"M",50,16,708,4,0,1,1,2,3,2
"F",45,2,902,5,5,2,5,4,1,1
"M",1,5,13,0,0,5,0,0,0,2
"M",50,3,770,0,1,3,0,3,0,0
"F",18,10,949,0,0,3,0,2,3,4
"M",25,1,360,0,0,3,0,0,2,4
"M",1,18,602,0,0,4,0,0,0,0
"F",25,14,433,0,5,0,0,0,0,3
"M",35,18,465,1,1,1,2,0,4,0
"F",25,18,15,3,1,1,2,4,1,0
"M",25,12,333,0,0,5,0,2,0,0
"M",18,17,171,0,0,2,0,0,0,0
"F",35,8,465,5,5,1,2,3,3,5
"M",1,3,228,3,0,3,4,0,3,0
"F",50,0,286,0,5,3,0,0,2,5
"M",18,20,40,1,1,3,2,2,1,0
"M",56,14,571,4,0,0,2,3,1,1
"M",56,15,337,0,0,3,0,5,0,0
"F",56,0,627,1,3,0,0,0,0,0
"M",1,9,358,0,0,1,1,0,3,0
"M",35,12,440,3,5,2,2,4,3,1
"M",45,9,685,5,5,3,2,3,4,0
"M",25,0,840,3,0,4,0,0,1,0
"M",25,20,447,3,5,1,2,2,2,4
"M",25,10,958,5,0,0,5,2,2,0
"F",1,15,486,4,0,2,2,5,3,3
"M",45,14,284,3,2,2,4,5,0,5
"F",18,2,453,3,2,1,3,5,4,3
"F",45,4,582,4,5,1,0,2,5,2
"M",50,1,441,3,0,4,3,4,0,3
"M",45,5,175,0,0,4,2,3,0,3
"F",25,9,609,3,0,0,0,3,1,0
"M",25,5,262,0,4,0,0,0,4,4
"F",18,7,50,3,3,2,2,3,1,2
"M",45,6,53,0,0,1,0,2,0,0
"F",35,5,956,1,0,0,1,2,0,1
"F",1,20,220,1,0,2,0,0,0,1
"M",25,5,915,2,5,5,0,5,0,4
"M",18,10,612,0,0,3,1,5,1,1
"M",18,16,560,0,5,2,0,0,0,0
"M",35,19,489,0,0,4,5,0,1,0
"F",35,2,945,3,5,4,1,4,5,0
"F",45,15,956,4,1,3,3,4,0,1
"M",25,0,959,0,5,1,3,0,1,3
"M",56,8,148,4,0,4,4,3,0,1
"M",18,20,56,3,5,5,3,3,4,5
"M",25,20,944,0,0,4,3,5,3,5
"M",1,12,88,3,1,4,0,2,0,2
"F",35,11,337,0,5,5,0,0,0,0
"M",50,18,453,0,0,1,1,0,3,1
"F",50,11,333,5,5,2,0,0,3,0
"F",1,4,559,0,0,0,1,3,3,1
"M",56,8,452,0,0,0,5,3,1,3
"M",35,15,150,2,0,5,2,4,0,1
"M",25,20,840,0,0,1,5,4,4,5
"M",1,2,951,4,0,5,0,0,2,4
"F",50,11,208,3,4,5,4,2,0,4
"M",1,4,115,4,3,0,2,4,3,4
"F",35,10,98,0,1,3,1,0,0,0
"F",25,2,222,0,0,0,4,3,2,1
"M",18,5,793,0,0,5,0,5,0,1
"F",18,2,170,5,1,3,0,0,0,3
"M",45,18,115,0,3,1,0,0,0,4
"F",25,19,605,3,0,0,0,4,5,0
"M",35,1,942,2,0,1,3,4,5,0
"M",18,2,631,1,0,2,0,5,5,3
"M",18,19,458,3,3,4,2,3,2,0
"F",18,11,240,0,3,3,0,2,0,1
"M",35,0,558,0,4,3,5,0,3,5
"M",50,3,786,0,3,1,4,4,5,4
"M",18,19,284,1,2,5,0,0,0,0
"M",45,0,378,2,2,2,4,0,5,3
"M",25,0,261,1,0,3,5,0,4,2
"M",25,6,803,0,1,2,0,0,4,4
"M",18,3,945,2,2,5,1,0,4,3
"M",35,18,82,0,3,2,4,0,5,5
"M",56,2,245,3,2,3,1,2,5,0
"M",18,2,942,3,0,0,4,5,0,1
"M",35,7,997,5,0,5,2,3,0,4
"M",25,11,991,3,3,4,0,5,0,0
"M",50,17,967,0,0,3,0,0,0,0
"M",25,1,306,2,0,4,0,0,1,5
"F",18,15,557,3,1,0,5,2,1,4
"M",56,1,309,0,2,3,0,5,5,0
"M",50,17,701,3,0,2,0,2,5,0
"M",25,6,953,1,0,4,0,0,5,3
"F",50,5,914,3,0,5,3,3,5,3
"M",35,11,495,3,0,2,4,0,4,0
"F",45,13,175,2,0,2,1,4,0,2
"F",25,2,382,1,5,1,2,0,5,3
"M",56,17,557,0,3,2,3,5,5,0
"F",45,0,435,5,2,1,1,4,5,0
"M",45,18,432,4,2,0,3,4,5,0
"F",25,20,847,0,0,0,0,0,4,0
"M",56,12,224,0,5,0,3,2,2,1
"F",25,2,751,4,0,2,2,3,5,1
"M",25,18,108,1,0,3,2,2,5,4
"M",25,16,927,3,1,4,1,5,4,3
"M",50,0,800,0,0,4,1,3,5,5
"M",56,15,196,2,3,1,5,2,2,1
"F",18,10,453,0,0,3,3,4,4,2
"F",18,7,777,0,0,2,0,3,1,0
"M",45,5,672,0,0,3,0,4,1,5
"F",50,18,557,5,5,5,0,4,0,1
"F",35,20,132,4,5,5,1,2,2,0
"F",1,2,132,5,0,3,5,3,3,1
"M",50,11,82,0,5,0,1,4,0,5
"F",56,13,143,0,2,2,0,5,5,5
"F",18,2,362,3,0,5,2,3,2,1
"F",25,4,501,4,0,0,1,3,4,2
"M",18,0,382,5,3,5,2,2,2,4
"F",45,7,285,3,3,5,3,3,4,0
"F",45,2,447,0,0,3,5,5,0,1
"F",18,2,610,0,5,0,3,4,0,0
"F",45,0,322,0,3,0,0,5,0,1
"F",50,8,833,0,0,0,4,2,2,0
"F",56,11,436,0,0,4,0,0,3,0
"F",35,19,325,2,1,3,0,0,2,0
"M",18,17,60,1,0,4,4,4,4,0
"F",35,7,284,0,5,3,5,0,1,1
"F",18,4,319,4,0,2,2,2,5,0
"M",35,15,906,3,3,4,0,5,2,2
"F",18,11,24,2,1,4,1,4,5,3
"M",45,0,82,0,5,2,0,0,4,0
"F",18,8,79,2,0,3,0,4,5,1
"F",18,16,211,0,0,5,0,3,0,4
"F",50,13,927,0,2,2,3,4,1,0
"F",50,2,328,0,0,3,0,2,3,3
"M",25,0,970,0,3,2,0,3,0,0
"M",18,11,486,0,5,2,0,2,0,3
"M",50,10,973,0,0,0,0,0,2,3
"M",56,7,907,5,5,1,1,3,0,1
"M",1,3,977,1,2,0,0,0,0,0
"F",25,18,327,1,3,2,0,2,2,4
"M",18,2,480,3,5,2,3,3,5,2
"M",18,11,360,5,5,4,0,2,5,5
"F",50,4,992,3,0,3,0,0,2,3
"F",45,8,221,4,0,5,1,0,3,4
"F",18,16,631,0,0,0,0,4,0,0
"M",45,17,916,1,1,1,1,2,2,0
"M",56,0,582,0,2,1,4,3,4,0
"M",45,3,804,0,0,3,2,4,3,5
"F",18,14,40,3,5,3,4,2,5,2
"M",25,12,410,3,1,2,0,2,0,4
"M",25,9,489,0,3,2,0,0,4,0
"M",25,18,285,4,1,5,5,2,3,3
"F",25,20,339,1,0,4,2,3,0,1
"F",25,20,281,0,0,5,3,0,0,0
"F",1,1,303,0,0,1,2,4,1,2
"F",25,17,424,3,0,3,2,3,0,2
"M",18,11,871,1,0,3,1,2,4,2
"M",50,6,221,0,0,0,1,2,5,5
"F",25,20,127,4,0,5,4,5,5,4
"M",50,7,914,4,5,3,4,3,2,0
"F",50,10,800,3,3,1,0,4,4,5
"F",50,9,852,3,3,1,4,5,1,0
"F",25,2,211,1,0,2,3,3,1,3
"M",18,9,434,0,3,2,0,2,5,4
"F",35,14,334,0,0,3,0,0,5,2
"F",25,15,361,4,0,5,0,4,5,0
"F",45,7,988,0,2,4,5,3,0,1
"M",56,9,953,1,0,2,2,4,5,0
"M",25,7,230,0,3,1,0,0,0,0
"M",1,0,143,5,3,3,1,2,0,1
"F",18,1,201,0,0,4,2,0,1,0
"M",50,7,41,0,2,3,4,0,0,0
"M",56,15,161,0,4,5,4,5,1,4
"F",25,13,127,4,1,1,4,3,5,5
"F",18,6,109,0,1,5,3,2,5,4
"F",18,5,114,4,3,1,0,2,4,4
"M",25,2,109,0,3,1,0,0,0,0
"M",18,3,907,0,0,5,1,2,0,4
"F",1,20,114,0,0,3,0,0,0,5
"M",1,14,65,2,3,2,0,2,0,2
"M",35,4,530,1,2,3,1,2,0,1
"M",18,16,232,0,5,2,3,4,1,4
"F",18,14,142,3,0,5,0,0,4,5
"M",18,7,358,3,5,1,3,2,2,2
"M",18,0,280,0,0,2,2,0,0,5
"M",1,0,122,2,2,4,2,0,0,0
"M",56,8,98,3,0,0,1,2,5,1
"M",35,7,894,3,5,5,4,4,5,1
"M",25,9,666,0,0,3,0,4,0,0
"M",45,7,150,3,3,5,0,5,2,4
"M",1,17,358,0,0,3,0,0,0,5
"M",25,12,971,0,0,0,2,4,0,0
"M",1,16,33,0,1,0,4,2,1,4
"M",25,15,452,0,3,2,0,2,1,3
"M",56,5,751,3,5,4,3,4,4,5
"M",56,12,811,0,0,4,0,4,5,1
"F",56,2,61,3,1,2,0,0,1,0
"F",1,0,826,2,0,0,0,0,0,3
"M",25,11,168,0,2,5,2,0,4,5
"M",25,17,48,3,0,5,5,5,4,2
"M",18,15,958,0,0,1,0,0,4,0
"M",35,4,970,2,3,4,5,4,5,1
"F",25,3,49,3,5,0,1,2,1,0
"M",1,19,826,4,3,0,1,4,2,0
"M",25,11,406,3,0,4,2,5,5,1
"F",18,11,752,0,4,2,0,0,4,4
"M",1,9,381,0,0,2,0,4,1,0
"M",35,10,927,0,2,4,0,0,0,0
"M",18,15,435,0,2,0,2,5,1,5
"M",25,20,539,0,3,3,3,3,4,1
"M",18,2,462,4,0,3,0,0,1,3
"M",35,4,465,2,1,0,0,4,2,0
"M",50,20,17,1,5,0,5,5,3,5
"F",56,4,253,0,0,3,3,3,1,4
"M",45,1,794,0,2,4,1,4,0,2
"M",25,15,800,0,0,4,0,0,3,0
"M",45,0,132,1,5,4,3,0,3,0
"M",25,7,958,3,2,3,0,0,0,3
"F",56,5,800,0,5,2,3,2,1,0
"M",18,17,211,4,0,1,0,2,5,0
"M",25,16,345,3,0,1,0,0,0,3
"M",45,12,489,3,0,2,0,0,5,0
"F",35,3,191,2,3,2,0,0,4,0
"M",25,10,966,3,0,0,1,0,0,0
"M",50,4,105,0,2,4,2,0,2,0
"F",56,16,744,0,3,0,2,3,2,0
"M",1,7,843,4,5,2,2,0,5,1
"M",25,15,765,3,1,0,4,4,2,5
"F",25,14,74,4,3,1,1,3,5,1
"M",1,9,942,0,5,0,3,5,5,0
"M",56,10,265,0,5,4,2,3,2,2
"M",50,0,27,1,3,3,0,5,4,3
"M",35,15,443,0,0,1,3,2,5,0
"M",45,20,303,3,0,5,1,2,0,0
"F",56,5,919,1,4,2,0,2,5,0
"F",45,8,535,3,0,2,3,0,2,0
"F",35,7,240,0,1,5,2,2,4,3
"M",35,5,221,5,0,4,3,2,0,0
"F",25,6,84,2,5,2,0,3,0,1
"F",25,9,940,5,5,1,0,3,2,0
"M",35,2,804,1,5,5,0,3,4,4
"F",25,7,555,1,4,3,2,3,0,3
"F",50,13,957,0,1,5,4,2,0,2
"M",35,8,405,1,3,4,0,0,0,0
"M",56,4,765,5,0,4,1,5,1,1
"M",56,7,484,0,3,4,0,0,0,0
"M",18,4,430,4,1,2,3,5,3,1
"F",35,9,560,1,3,1,5,4,3,1
"F",45,18,799,0,5,2,5,5,0,5
"M",25,10,261,3,1,5,0,0,0,0
"F",56,14,54,5,1,0,4,2,4,3
"M",18,18,74,2,4,5,0,2,2,2
"F",1,4,168,5,2,3,1,5,0,0
"M",35,16,495,3,3,0,2,3,5,1
"M",25,7,485,5,3,2,3,0,5,5
"F",1,17,921,0,3,5,1,2,2,4
"M",50,8,633,0,0,5,0,3,2,0
"M",1,0,130,0,0,3,0,3,2,0
"F",1,17,432,1,2,1,5,0,3,2
"M",56,8,171,3,0,1,0,4,2,0
"F",25,10,76,5,2,3,5,2,1,3
"M",25,13,345,3,0,2,1,4,5,0
"M",1,2,708,4,3,3,1,0,5,5
"M",50,6,826,1,0,0,3,5,4,5
"M",1,6,170,3,4,4,0,0,0,0
"M",1,9,730,0,2,4,2,2,0,2
"M",50,19,282,0,1,0,3,0,2,4
"F",45,20,430,0,5,3,0,0,0,0
"M",50,14,53,5,3,5,2,2,4,0
"F",25,14,224,1,0,4,2,3,0,0
"F",25,15,554,0,0,2,1,2,5,5
"M",25,0,652,2,2,0,2,5,5,4
"M",56,17,805,1,1,4,0,0,0,0
"M",25,4,908,0,1,5,0,0,2,1
"F",18,4,220,4,0,3,1,4,2,0
"M",56,6,442,1,0,0,1,5,5,4
"M",25,14,603,3,0,0,4,3,5,1
"F",25,15,550,0,0,5,2,0,0,2
"F",18,13,584,4,3,3,0,4,5,0
"M",25,15,597,1,2,1,4,5,1,1
"F",25,19,296,5,1,3,3,2,1,5
"F",50,12,524,2,1,1,1,3,0,1
"M",18,2,240,5,0,1,2,4,0,1
"M",50,1,606,3,3,4,0,4,4,3
"F",18,14,830,0,0,3,1,0,1,1
"M",1,2,80,0,0,3,0,3,2,5
"M",18,4,891,0,1,2,5,5,0,0
"F",18,13,349,4,5,1,1,4,0,2
"M",50,13,502,2,3,0,0,5,0,0
"F",1,0,559,5,0,3,1,4,5,0
"M",18,4,123,4,0,1,1,5,2,0
"M",56,10,911,0,5,1,4,4,4,5
"F",56,16,286,0,5,1,1,2,1,4
"F",50,20,972,0,2,1,1,2,4,4
"M",1,8,112,0,1,1,0,0,1,0
"F",50,1,140,3,1,4,2,3,4,1
"M",18,14,630,2,2,2,0,0,3,0
"F",25,14,148,2,0,3,5,0,5,2
"F",56,12,212,0,0,1,2,4,2,1
"M",50,17,972,1,5,2,0,2,4,4
"M",50,7,764,0,0,3,1,2,0,0
"M",18,5,997,3,2,0,0,0,4,5
"F",50,4,42,1,5,2,5,0,1,0
"M",50,3,49,1,1,4,0,2,0,1
"M",25,4,143,0,1,1,0,0,5,1
"M",35,20,550,3,5,1,0,0,2,0
"M",18,4,33,0,4,5,0,0,5,2
"M",25,9,836,0,5,3,5,3,5,4
"F",1,5,972,3,5,4,0,0,5,0
"M",25,14,943,0,0,0,0,0,5,4
"M",1,4,800,1,0,3,0,0,4,5
"M",25,17,750,4,1,1,0,4,0,4
"M",18,17,830,0,4,1,2,4,0,0
"F",1,13,843,0,5,0,0,5,1,4
"M",25,17,235,3,0,2,1,2,5,3
"F",45,15,329,1,2,4,0,4,0,0
"M",1,18,484,0,0,1,1,3,1,4
"M",25,14,279,1,0,0,4,5,0,5
"M",25,14,87,0,1,2,1,4,5,2
"M",45,15,921,0,0,0,1,4,0,4
"F",35,0,319,4,5,4,0,4,4,0
"M",35,1,871,0,5,2,3,5,2,5
"F",35,10,590,1,3,0,1,2,0,1
"M",35,4,830,1,0,4,1,3,1,3
"F",18,2,16,0,0,4,0,0,5,5
"F",18,20,641,0,2,2,0,0,4,3
"F",18,0,905,0,0,0,0,0,1,0
"F",18,3,460,3,3,0,0,2,4,4
"M",25,0,584,1,4,5,0,2,4,2
"M",50,0,633,1,1,4,3,4,5,0
"M",25,12,30,0,5,1,2,5,2,2
"F",25,4,530,3,0,5,0,5,2,1
"M",56,7,959,3,2,0,0,0,0,0
"M",1,10,625,0,4,1,4,4,0,0
"M",35,5,641,3,5,3,2,0,4,0
"M",18,2,923,4,2,5,0,0,1,5
"F",25,8,434,2,1,1,0,2,0,0
"M",25,13,493,0,0,0,1,3,1,3
"M",25,9,276,0,0,4,2,5,0,2
"M",56,8,307,0,1,4,5,5,1,4
"M",25,6,193,1,2,1,2,0,5,3
"M",1,4,197,4,3,5,2,4,2,1
"M",25,4,406,0,0,5,0,3,0,5
"F",45,13,286,0,0,1,1,0,5,5
"M",50,20,235,0,0,4,5,4,0,2
"M",45,8,813,4,3,2,3,4,3,0
"F",45,1,198,0,4,4,5,4,1,3
"M",25,11,296,0,0,0,0,0,0,4
"M",25,14,618,0,5,5,5,4,0,5
"F",56,12,303,3,0,0,3,5,5,3
"F",18,17,89,4,0,0,3,0,4,4
"M",50,19,136,0,5,0,3,5,0,3
"F",56,8,966,0,0,1,3,5,2,0
"M",56,0,235,4,3,4,1,0,2,1
"F",25,20,307,0,2,1,1,4,3,0
"F",25,0,319,0,0,4,0,2,0,0
"M",45,1,704,0,1,1,1,0,0,2
"M",45,20,871,4,1,5,0,2,0,3
"M",56,8,601,1,3,5,0,0,3,3
"M",1,18,244,4,0,4,3,3,2,2
"F",1,1,212,3,1,5,0,0,0,2
"F",50,16,459,5,4,4,4,0,1,0
"F",45,11,354,0,5,5,3,0,2,0
"M",35,14,307,3,2,5,3,5,3,1
"M",18,4,658,5,0,4,2,4,3,0
"M",18,12,756,0,0,3,3,3,4,0
"M",25,18,540,0,3,3,2,2,5,5
"M",18,4,852,0,2,3,0,0,0,0
"F",18,3,303,5,0,1,0,0,4,2
"M",50,20,968,0,0,2,0,2,5,4
"F",50,5,727,0,3,2,0,0,2,0
"M",35,2,782,3,3,3,0,0,2,3
"M",25,1,84,1,1,5,0,0,0,2
"M",25,9,920,0,5,0,2,2,2,1
"F",25,2,435,0,0,4,0,0,4,3
"M",25,8,558,2,0,2,3,5,0,0
"M",56,15,485,0,1,4,5,0,0,5
"M",25,15,582,0,0,5,2,0,0,0
"M",18,17,325,4,0,0,0,3,5,3
"F",18,15,773,2,1,5,0,0,0,0
"F",25,8,373,5,2,4,4,4,5,5
"M",25,11,836,0,1,4,1,2,1,0
"M",25,9,306,0,5,1,2,3,0,1
"M",25,4,230,0,2,3,0,0,3,4
"M",25,0,380,4,4,5,4,3,0,3
"M",50,2,26,1,5,4,0,3,1,0
"M",25,10,944,0,5,1,0,3,0,5
"M",1,15,790,4,5,2,0,4,5,5
"M",50,5,933,0,0,1,3,4,0,0
"F",1,1,953,4,5,0,2,2,0,3
"M",18,9,956,0,3,2,0,2,1,0
"F",45,1,826,0,1,2,2,3,4,5
"F",25,7,920,5,5,5,1,3,2,3
"F",25,0,469,1,1,3,0,2,0,2
"M",1,2,405,1,0,5,0,5,5,5
"M",1,5,782,4,3,3,0,5,1,4
"F",1,17,346,1,4,4,0,5,1,3
"M",35,10,980,2,1,0,3,0,0,0
"F",18,11,743,4,1,5,2,3,1,4
"M",25,5,236,5,5,4,1,2,5,0
"M",25,2,100,3,4,5,3,5,5,0
"F",35,13,406,3,0,2,2,2,2,2
"M",35,1,530,3,0,4,4,0,0,4
"F",18,6,612,0,0,5,2,0,5,4
"M",56,2,309,0,2,5,2,5,0,4
"M",1,9,24,0,5,2,5,2,5,1
"M",35,18,231,0,4,1,4,3,0,1
"M",50,7,947,5,0,2,2,4,0,0
"F",18,4,786,3,0,5,3,4,5,4
"F",25,18,443,1,0,2,2,4,0,0
"M",25,17,148,3,1,2,0,0,1,4
"M",25,9,750,3,3,2,3,2,5,5
"F",45,14,314,5,1,4,2,3,2,4
"F",18,15,349,0,1,1,0,2,5,4
"F",35,15,911,0,0,3,1,3,1,0
"F",50,14,973,5,0,5,5,5,4,3
"M",35,20,530,5,5,4,1,5,0,0
"M",25,14,307,2,0,1,5,4,0,0
"M",25,6,631,0,2,3,0,2,0,4
"F",50,15,77,0,0,3,3,2,5,5
"M",35,16,495,0,0,5,1,2,5,1
"M",18,2,741,0,0,3,1,2,4,0
"M",25,7,758,4,0,1,1,3,2,3
"F",1,14,484,0,1,1,1,0,4,2
"M",18,0,358,4,0,0,0,5,2,4
"M",1,1,672,3,2,4,2,3,2,4
"F",25,6,380,0,1,0,3,0,0,4
"M",35,6,662,1,0,1,0,0,0,0
"F",1,15,406,2,3,3,0,0,0,4
"M",18,18,921,0,3,4,2,0,2,0
"M",35,2,605,5,0,0,4,4,3,0
"M",25,2,333,3,0,0,0,5,0,5
"M",25,1,131,0,5,2,5,0,3,0
"M",25,8,323,3,0,1,2,0,0,2
"M",25,8,744,3,2,4,0,2,2,0
"F",25,8,226,0,1,3,0,3,5,4
"M",25,14,265,0,0,4,0,0,0,0
"M",18,8,230,3,3,4,1,2,5,2
"M",45,19,772,3,1,5,0,0,4,0
"M",35,11,486,0,3,5,0,0,5,0
"M",56,16,112,0,0,3,0,0,0,2
"M",50,19,406,5,1,3,0,0,5,3
"M",45,5,577,1,2,4,1,2,0,0
"M",56,6,338,4,4,4,3,4,4,1
"M",45,8,70,0,0,0,3,2,0,0
"F",45,13,484,3,3,2,5,3,4,0
"F",35,12,443,4,3,2,5,4,3,2
"F",45,8,142,0,0,1,0,0,0,0
"F",56,6,672,2,3,0,5,5,5,1
"M",50,18,338,0,2,5,0,0,4,3
"F",35,1,494,1,0,2,3,5,0,5
"M",35,12,559,3,5,2,5,5,2,3
"M",35,9,910,0,0,4,4,2,5,1
"F",25,17,53,3,0,2,0,4,0,0
"F",25,18,484,0,5,0,5,0,3,0
"F",25,11,802,3,0,4,1,0,3,1
"F",25,13,297,3,2,1,3,0,0,0
"M",1,8,641,2,5,0,1,0,4,2
"F",1,4,236,0,3,5,1,3,0,0
"M",25,17,198,0,1,0,1,3,5,4
"M",18,20,840,5,0,2,4,2,3,2
"M",35,2,181,5,0,3,4,4,5,0
"F",25,0,33,1,1,2,4,5,4,1
"M",35,7,280,5,0,2,1,0,2,0
"M",1,17,54,0,2,2,5,4,4,2
"F",25,4,130,4,0,1,2,4,4,0
"M",1,2,959,1,1,1,0,4,4,4
"M",35,0,954,0,0,5,0,0,0,2
"M",35,20,463,1,2,1,5,0,2,0
"M",50,1,700,0,3,3,4,4,5,0
"M",25,18,602,0,0,2,0,0,5,0
"M",45,15,427,4,1,4,3,2,5,1
"F",25,8,197,0,1,4,0,0,0,0
"F",45,12,935,5,3,0,3,0,1,0
"M",45,2,402,0,0,1,0,3,5,1
"M",25,0,584,5,5,0,1,4,5,0
"M",56,8,966,4,0,2,0,0,3,0
"F",25,8,727,0,5,0,2,2,1,1
"F",18,2,880,1,5,1,3,4,0,1
"M",18,0,56,2,0,0,2,4,0,2
"M",1,1,838,0,5,2,0,0,3,4
"F",18,16,337,1,0,0,0,0,0,0
"M",1,4,811,4,2,3,2,4,3,2
"M",1,6,641,0,3,2,3,2,0,2
"M",56,19,405,3,0,4,0,0,5,3
"M",35,9,274,5,3,4,2,2,5,4
"F",45,8,201,5,0,2,1,4,0,1
"F",1,16,540,3,0,0,0,0,2,0
"M",50,4,949,1,3,3,0,5,1,1
"M",50,2,502,0,0,1,1,3,0,0
"F",18,15,761,3,0,1,0,4,2,4
"M",50,11,946,1,0,3,2,2,0,0
"M",25,4,811,5,3,4,0,0,5,0
"F",45,12,940,1,0,0,1,5,5,0
"F",35,5,157,3,3,1,4,4,1,3
"M",35,2,280,5,0,0,1,5,5,4
"M",25,16,871,0,4,3,1,4,4,4
"F",25,5,790,2,1,0,2,2,5,1
"M",25,16,314,0,1,1,4,2,5,3
"M",25,10,280,1,2,1,1,5,0,0
"M",25,11,987,5,3,4,2,2,0,0
"M",1,17,222,0,3,1,4,5,0,4
"M",1,14,563,0,0,4,1,4,2,1
"F",25,15,730,1,3,0,3,2,4,0
"M",56,5,959,1,0,2,5,5,0,0
"F",18,0,108,0,0,0,0,2,2,4
"M",1,7,743,3,0,2,2,2,3,4
"F",25,2,914,0,0,2,3,0,2,2
"F",18,17,527,5,1,2,0,3,3,1
"M",25,14,140,3,0,4,4,5,0,4
"F",45,14,658,0,0,1,0,0,0,4
"M",18,17,69,2,0,4,4,5,0,2
"M",25,3,930,0,0,2,4,3,0,2
"M",50,4,941,5,1,1,0,2,4,2
"F",25,11,17,3,0,0,1,3,5,4
"M",1,5,143,0,0,2,3,5,0,1
"F",25,2,443,0,0,2,3,3,5,4
"M",18,2,372,0,0,4,1,0,2,1
"M",1,20,800,0,1,0,4,0,4,4
"M",45,14,914,5,3,2,3,5,1,0
"M",1,10,612,2,0,0,1,5,3,5
"M",50,17,857,4,2,4,5,3,0,5
"F",1,5,132,0,0,3,0,0,0,0
"M",18,8,743,0,0,3,2,5,3,5
"F",45,15,525,0,0,3,1,3,2,0
"F",18,17,309,3,3,4,0,0,3,5
"F",50,9,744,3,1,5,3,0,4,0
"M",35,1,261,0,3,4,5,0,0,1
"F",25,17,459,3,3,0,0,0,2,3
"F",25,8,537,2,3,2,0,4,0,3
"M",1,15,12,0,0,5,5,0,2,5
"F",25,19,945,2,5,2,5,2,1,3
"M",45,7,923,0,3,2,0,0,0,0
"F",18,4,539,0,0,2,5,4,0,0
"F",18,20,547,4,2,2,1,0,5,0
"M",18,17,272,1,0,2,0,0,1,0
"F",18,17,98,0,4,3,0,2,1,4
"F",1,1,602,0,2,2,4,0,0,3
"F",25,4,503,0,0,1,0,0,0,0
"M",56,10,914,4,5,1,1,4,5,2
"F",18,0,280,1,1,4,0,3,1,5
"M",25,3,486,4,0,3,1,2,5,3
"M",56,2,833,5,3,4,1,5,0,5
"F",56,14,811,1,2,3,5,2,0,5
"M",45,17,904,0,3,0,0,0,0,0
"M",25,4,70,0,3,2,3,0,5,3
"M",56,17,200,2,2,1,1,3,5,1
"M",25,10,928,3,1,0,3,2,5,4
"M",45,17,339,2,3,3,1,0,2,1
"M",18,0,775,0,1,5,4,0,5,4
"M",1,8,334,0,0,0,3,5,1,4
"M",25,0,80,0,2,5,2,0,2,0
"M",35,15,933,0,0,2,0,0,5,0
"M",18,9,157,3,0,3,0,0,0,0
"F",18,9,166,4,5,0,2,2,3,5
"M",25,9,277,0,3,3,3,4,4,4
"M",18,3,553,0,5,4,1,4,5,0
"F",25,1,484,1,3,0,1,3,2,1
"M",45,5,598,0,5,5,2,0,4,5
"F",35,4,966,1,3,0,4,2,4,4
