Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
M,50,0,743,4,1,0,4,2,2,1
M,25,20,111,3,0,4,5,4,3,5
F,35,4,708,0,4,5,2,0,0,1
M,35,0,379,1,3,5,0,5,5,1
M,25,15,333,1,1,0,1,4,3,0
M,18,15,262,2,1,5,4,3,2,4
M,50,0,303,2,3,5,0,0,2,5
M,25,6,53,5,1,0,0,0,4,3
F,25,13,290,4,1,2,3,4,1,0
F,45,18,38,0,1,1,2,0,3,5
M,18,14,554,1,4,2,0,3,0,4
M,25,4,492,0,0,4,2,5,0,5
M,25,12,143,0,2,5,5,0,4,4
F,35,6,166,0,2,5,2,5,3,4
M,25,9,833,4,2,5,1,0,1,3
M,45,13,953,2,5,5,3,2,1,3
F,56,0,74,4,0,3,3,5,0,3
M,18,6,70,0,0,5,0,2,2,0
M,35,13,338,0,2,4,0,0,2,0
F,50,3,950,1,4,4,3,0,4,0
M,35,13,22,0,3,4,2,5,5,4
M,35,12,166,0,0,4,5,5,3,1
M,35,2,290,2,0,3,4,0,1,0
F,1,14,123,5,4,3,4,4,5,0
M,25,2,22,0,2,4,1,3,1,5
M,18,9,488,5,2,1,0,0,2,0
F,45,14,764,5,5,4,2,5,0,5
M,50,11,480,5,2,3,1,4,5,0
M,35,16,610,0,1,0,3,0,1,5
M,18,12,21,1,1,4,0,2,0,2
M,50,7,741,4,3,3,0,3,0,5
M,45,7,878,0,2,4,0,0,2,5
F,56,20,433,4,3,1,1,2,5,5
M,25,20,731,0,4,5,3,5,1,1
F,56,2,966,0,1,1,0,0,4,0
M,35,16,811,1,0,5,5,4,0,4
M,25,17,966,1,3,3,2,0,2,4
F,35,0,970,0,2,0,0,3,3,0
F,25,0,240,3,4,4,0,5,0,4
F,35,3,970,0,0,2,0,3,5,0
F,35,13,580,3,3,1,0,2,4,1
M,25,10,524,0,1,4,0,4,1,0
M,25,5,540,0,5,4,0,4,0,0
F,1,11,923,0,4,0,1,0,4,0
M,35,17,557,0,1,0,2,2,0,2
M,25,2,127,3,0,1,0,0,2,0
M,56,14,360,0,1,2,0,5,2,2
M,25,1,208,0,3,4,0,4,2,0
M,35,15,15,4,0,2,0,5,1,0
M,45,12,836,3,2,4,4,2,5,1
M,45,7,358,2,3,3,0,3,5,0
M,45,4,112,0,1,5,2,3,4,1
M,56,4,943,3,5,1,2,5,2,0
F,35,4,307,1,5,5,0,3,3,1
M,25,7,809,2,0,4,0,0,0,0
F,56,6,170,2,1,0,4,0,4,5
M,25,4,90,4,5,1,0,5,0,0
F,25,14,803,0,2,0,5,2,0,4
M,1,15,320,4,3,1,5,4,1,2
M,45,5,778,1,5,4,4,5,0,0
M,25,4,544,1,0,4,1,2,4,2
F,25,0,123,0,5,4,0,5,5,5
M,18,12,48,2,1,3,3,4,2,4
M,25,20,553,3,1,3,0,5,3,4
F,25,7,465,0,0,4,2,0,3,3
M,25,14,666,5,2,2,2,0,5,0
M,1,11,360,5,0,2,1,5,0,0
F,35,2,230,3,5,4,0,0,3,0
F,35,19,582,3,1,1,1,5,5,2
F,1,2,434,4,1,4,2,0,1,3
F,45,18,309,2,2,3,0,0,5,0
F,1,6,380,2,2,2,5,4,1,3
M,45,7,765,0,1,2,0,0,1,5
M,45,13,402,0,2,5,3,5,1,0
M,25,17,531,3,5,0,0,5,2,0
M,25,4,120,1,1,4,0,4,0,0
F,50,11,28,2,5,4,3,5,0,1
F,25,7,958,2,0,0,0,3,2,0
M,50,0,334,5,5,0,0,0,2,0
F,35,17,946,2,3,2,0,5,0,5
M,45,15,490,0,4,3,1,0,4,5
F,25,20,802,1,5,1,1,0,3,0
M,45,19,931,0,2,4,0,5,0,2
M,56,15,230,4,3,0,0,0,2,3
F,18,15,934,3,0,3,4,0,5,0
M,35,14,358,0,2,5,0,5,0,3
F,56,2,532,0,1,2,0,4,4,0
M,25,17,494,0,2,2,0,5,0,5
M,1,15,80,0,5,1,3,5,2,2
M,25,7,811,3,2,4,0,5,0,3
M,25,0,441,4,5,1,1,0,3,0
F,56,7,952,1,5,0,5,0,5,4
F,18,15,175,2,3,3,0,0,2,2
F,25,16,531,0,4,4,0,4,4,0
M,45,2,333,0,0,5,2,5,0,1
M,56,17,284,0,5,2,2,5,5,1
M,25,6,895,1,1,5,0,5,5,0
M,18,1,993,2,0,5,0,0,1,0
F,35,0,460,3,1,2,0,2,0,1
M,18,14,560,5,0,3,2,0,4,0
M,25,2,210,0,1,3,5,0,4,1
M,25,3,194,0,0,3,0,3,5,4
M,18,4,949,4,2,0,4,0,2,5
M,18,13,601,0,2,3,0,5,0,4
M,1,19,345,0,5,3,4,0,2,3
M,25,10,113,0,3,4,0,3,0,1
F,35,4,926,0,4,1,0,2,1,1
M,35,1,981,3,1,5,1,4,0,2
F,56,1,907,4,0,1,3,2,4,0
F,50,10,891,1,2,4,4,5,0,0
M,35,1,741,0,5,4,0,0,1,0
M,25,7,539,0,0,0,4,0,0,1
M,35,4,908,0,5,5,3,0,1,3
M,35,20,838,1,2,3,0,3,0,0
F,25,4,708,5,2,1,1,3,3,3
M,25,2,113,0,0,5,0,5,0,1
M,35,16,970,3,0,5,0,5,0,5
F,18,0,27,0,2,4,5,5,0,1
M,56,13,108,0,2,4,0,4,0,4
M,45,0,613,0,0,1,1,5,4,0
M,25,2,275,0,1,3,0,3,0,0
M,45,5,838,5,5,3,2,0,4,1
M,25,19,764,0,5,4,2,3,0,4
M,50,17,327,0,0,3,2,5,5,1
M,25,16,111,0,2,0,2,0,1,1
M,45,20,474,2,2,4,3,5,2,2
F,25,10,910,5,4,4,0,0,2,0
F,25,12,527,1,2,4,1,0,5,3
M,56,12,440,1,1,5,2,0,5,4
M,56,5,775,4,4,4,0,0,5,0
F,45,2,376,0,0,1,1,0,3,1
M,25,14,462,3,2,0,2,3,1,1
F,25,16,354,4,1,4,4,5,1,3
M,25,19,834,4,0,3,5,3,0,4
M,25,4,274,4,1,4,0,0,4,0
M,25,12,180,0,4,2,0,4,0,0
M,45,16,222,0,1,2,1,0,0,3
M,25,1,244,0,0,2,0,0,0,1
M,45,2,62,5,1,4,0,5,0,4
M,35,12,778,5,5,4,3,0,3,2
F,25,12,103,0,0,1,0,0,1,5
F,50,20,56,0,0,3,5,5,0,2
M,56,0,360,2,0,0,2,2,0,0
F,45,9,803,3,5,1,4,4,2,0
F,1,7,435,0,0,2,0,2,1,0
M,50,4,274,4,1,4,0,4,0,1
M,45,15,752,5,3,2,0,3,0,1
M,25,19,378,2,2,3,0,5,0,1
M,45,0,951,2,0,5,0,5,1,2
M,25,12,980,3,1,4,1,2,2,5
M,18,7,549,0,3,1,5,3,3,5
M,25,12,991,0,0,0,0,5,0,2
F,50,2,405,0,2,4,5,5,0,0
M,45,12,292,2,3,2,3,0,4,1
M,18,7,916,0,3,5,1,5,4,0
M,45,1,274,0,0,5,0,5,4,2
F,25,7,170,1,1,1,2,0,0,3
M,56,8,847,2,4,3,2,0,4,0
M,45,11,833,5,0,2,2,0,5,1
F,25,0,523,1,4,2,2,3,2,0
F,35,4,969,5,1,1,0,5,2,2
M,45,5,194,2,4,5,1,0,0,2
F,25,0,666,5,2,2,1,4,5,2
M,35,2,276,2,1,0,1,4,0,0
F,50,14,777,0,4,4,5,0,0,4
F,45,6,465,1,3,4,0,0,1,4
M,56,4,378,0,2,4,1,5,1,0
M,25,9,307,3,2,0,0,5,0,3
M,35,0,111,5,1,0,3,4,1,3
M,25,4,985,1,5,5,2,3,0,2
M,35,9,424,0,3,3,1,3,0,4
F,25,7,111,0,1,5,0,3,3,5
F,1,20,502,0,5,2,1,0,5,1
F,1,12,584,3,1,1,5,2,0,0
F,50,17,280,0,1,0,5,2,4,0
F,18,10,800,1,0,4,0,0,2,3
M,50,2,33,0,2,4,3,5,4,2
M,25,12,330,0,5,3,0,0,3,1
M,45,17,130,4,5,4,4,0,5,3
M,18,3,181,0,1,0,2,0,5,1
M,25,0,598,3,5,4,3,0,5,1
F,25,20,253,0,2,2,3,0,3,3
F,25,12,863,2,2,4,1,0,1,0
M,25,4,931,2,1,5,0,5,1,4
M,35,15,799,2,3,5,2,2,5,0
F,45,6,974,0,0,1,0,3,4,5
M,25,19,957,0,3,3,4,3,0,5
M,25,2,437,0,2,1,2,2,2,0
M,18,16,349,4,0,0,3,5,4,2
F,25,7,234,4,4,4,0,5,2,4
M,18,16,540,0,4,2,3,4,2,3
M,18,6,973,5,5,2,4,0,3,0
M,1,11,143,3,1,4,0,5,0,2
M,50,2,279,1,1,2,0,5,4,5
M,56,6,337,4,4,0,5,0,3,2
M,25,1,16,0,0,2,0,3,1,4
M,25,5,436,4,4,0,5,0,2,1
F,35,0,320,3,4,3,0,0,1,2
F,45,4,751,0,0,4,1,4,4,1
M,25,18,33,0,1,4,2,0,5,2
F,18,13,544,1,3,0,1,0,2,1
M,45,16,600,1,1,5,0,5,0,1
M,25,12,630,1,5,1,2,0,1,4
M,35,14,756,1,1,3,2,3,3,0
M,1,19,927,0,0,5,1,5,0,4
M,56,11,799,3,0,4,5,5,1,4
F,1,13,934,0,3,1,4,4,2,4
M,25,15,969,1,4,4,2,5,0,4
F,45,8,928,4,3,0,4,3,4,1
M,25,4,773,0,2,4,4,2,0,0
F,1,19,968,0,0,1,0,3,4,1
M,25,7,486,5,0,5,0,0,4,0
F,25,7,221,5,5,0,5,0,4,4
M,25,17,207,2,5,2,5,0,1,0
M,25,4,168,0,2,5,0,2,4,4
M,18,7,931,0,1,3,0,0,0,0
M,1,19,913,1,4,0,2,4,4,5
M,1,2,905,1,2,4,5,0,5,0
M,25,12,928,0,1,3,0,5,4,0
M,45,4,445,0,0,5,4,0,5,0
M,50,14,905,3,4,1,5,0,0,0
F,35,4,761,2,2,4,5,3,4,1
F,25,2,871,5,0,4,3,0,5,5
M,56,1,111,4,2,5,0,5,0,0
F,35,4,212,0,0,0,5,4,5,1
F,25,4,462,0,2,0,2,3,1,2
M,45,8,77,5,5,0,1,4,3,4
M,45,17,131,2,3,5,0,0,4,0
F,56,12,944,1,1,5,0,5,0,2
F,1,19,750,5,1,0,1,0,4,1
M,25,15,773,1,1,0,1,3,4,5
M,25,0,937,5,5,5,0,4,5,5
M,45,18,630,3,1,0,1,4,1,0
F,50,15,927,5,2,4,3,5,4,4
M,18,12,360,3,0,4,5,3,0,2
M,18,9,775,3,0,0,5,4,5,2
F,35,10,539,4,0,4,1,0,4,0
M,50,7,722,5,0,4,2,5,2,4
F,35,6,484,0,4,0,5,2,5,3
F,35,17,80,0,1,3,3,2,3,0
F,25,14,958,2,5,4,5,0,2,0
M,45,0,222,1,2,4,2,5,1,5
F,25,19,777,1,2,2,3,0,5,2
F,25,17,974,1,4,3,2,4,0,2
M,1,1,756,0,3,4,0,5,5,4
M,25,14,981,5,4,2,2,2,0,0
M,1,8,912,5,2,5,2,4,5,2
M,45,9,196,0,1,3,2,3,0,0
M,1,8,966,0,0,2,3,3,4,4
M,25,4,40,0,5,2,3,4,0,4
M,18,16,833,0,0,1,0,0,1,4
F,56,0,613,0,1,0,3,0,4,5
M,45,0,537,0,5,3,5,0,2,5
F,45,3,622,4,1,2,4,4,0,1
F,35,12,198,3,3,4,2,2,3,3
M,45,3,406,0,1,5,3,5,1,2
M,18,1,871,0,0,5,0,0,5,3
F,25,10,803,2,1,4,2,5,2,5
M,25,17,658,4,1,5,4,5,2,0
M,45,13,700,5,2,0,1,0,0,5
M,18,14,770,3,1,0,2,0,3,5
M,18,4,775,1,0,2,4,5,1,0
F,45,1,988,1,3,2,2,3,0,0
M,25,15,63,1,5,0,0,0,5,2
F,18,16,708,4,2,2,0,4,0,0
M,25,7,560,0,0,0,4,0,2,0
M,18,18,756,0,0,5,0,0,5,3
F,45,1,813,1,1,4,4,5,0,2
F,45,13,992,4,0,4,0,0,5,5
M,45,16,89,0,2,4,2,5,4,5
M,1,20,919,0,3,1,0,5,0,0
M,18,2,60,2,1,1,1,0,2,1
M,25,16,325,0,5,4,4,4,2,0
M,35,18,935,5,1,2,0,5,3,0
M,35,11,630,4,3,3,0,3,3,0
M,50,0,338,2,2,2,0,5,1,3
M,1,2,708,2,0,3,4,0,5,2
F,25,0,442,0,0,2,3,2,1,2
F,25,5,361,4,0,0,2,0,5,4
M,18,20,582,1,2,2,4,5,0,1
M,25,17,522,4,2,1,3,4,4,5
M,25,4,49,0,0,5,0,2,4,0
F,50,13,382,4,1,4,3,0,4,1
F,45,6,442,1,1,4,3,3,0,0
M,1,7,983,3,3,4,0,5,0,4
M,35,12,236,5,0,3,0,3,0,0
M,25,19,640,5,2,0,5,2,2,5
M,25,8,833,4,4,2,1,0,4,0
M,25,1,171,0,1,1,0,0,4,5
F,35,1,601,5,2,1,0,0,1,2
M,45,12,64,0,0,0,3,0,5,1
M,25,3,62,0,0,5,0,5,3,5
F,45,16,975,0,4,2,0,0,5,1
M,56,19,180,0,0,5,0,2,2,5
M,25,12,105,4,5,4,0,5,0,2
M,25,2,969,0,1,5,0,3,0,5
M,18,4,493,0,5,0,0,0,2,1
F,25,14,87,2,1,4,2,5,4,0
F,25,4,74,5,3,4,0,3,5,0
F,18,15,787,2,2,0,5,2,3,2
F,25,7,830,1,5,0,1,3,4,1
F,25,15,406,0,1,5,5,0,3,1
M,25,0,410,0,2,2,5,4,4,3
M,45,7,337,4,3,1,5,0,5,2
M,25,5,143,0,1,5,1,2,2,1
M,25,1,454,4,2,0,1,0,5,0
M,1,0,993,1,4,0,5,5,4,4
M,45,18,584,2,4,0,1,5,2,2
M,1,14,53,5,3,4,0,2,0,5
F,1,4,631,3,2,5,0,4,5,4
M,35,6,22,0,1,1,0,5,1,0
F,35,8,782,2,4,1,4,0,1,3
M,25,15,735,4,2,5,0,0,4,1
M,45,20,285,0,1,1,0,3,2,4
F,25,11,939,1,0,0,5,0,2,0
M,1,12,630,0,1,5,2,0,3,3
F,35,4,31,5,1,1,1,5,4,2
F,35,18,132,0,0,0,2,3,2,0
M,56,4,853,4,1,5,1,5,0,0
M,25,2,118,3,2,3,1,5,0,2
M,25,18,434,0,2,4,2,2,0,0
F,45,3,627,0,2,3,3,4,0,2
M,56,1,236,1,1,1,0,5,1,0
M,35,0,701,3,4,4,0,0,1,0
M,1,7,346,0,3,0,0,3,0,3
M,25,13,672,1,0,2,1,5,4,1
F,1,1,730,4,1,2,0,5,4,0
M,45,15,939,0,5,4,5,0,3,0
F,18,4,928,5,2,4,4,5,1,0
F,56,11,777,1,2,4,1,5,5,0
M,1,19,603,0,0,3,0,5,0,0
M,35,0,915,1,2,3,4,0,5,0
F,25,13,303,0,3,2,4,5,0,1
M,56,16,777,3,0,1,5,0,5,1
F,45,1,605,1,1,0,3,0,3,5
M,25,15,787,1,3,3,0,3,3,1
F,35,18,78,3,0,4,1,0,0,1
M,25,12,852,3,2,4,3,3,0,3
M,25,7,113,1,2,0,0,2,0,0
F,1,1,597,5,0,2,4,2,1,5
F,56,14,141,0,0,1,1,0,5,0
M,1,11,109,4,4,3,0,2,2,3
M,56,15,100,0,4,3,1,0,1,4
M,25,16,871,0,2,5,2,5,4,0
M,45,14,421,0,0,3,2,4,0,5
M,25,15,265,0,4,2,1,0,2,2
F,35,7,235,1,1,4,0,2,0,3
F,35,8,165,2,5,4,5,3,5,0
F,50,2,301,1,4,4,2,0,5,2
F,35,14,220,4,0,4,2,0,3,1
M,56,1,303,4,4,3,5,0,1,2
F,25,4,800,0,0,2,0,5,4,0
F,1,7,319,3,5,2,3,0,3,0
M,18,7,87,0,4,4,4,5,3,2
M,25,0,301,0,4,2,4,5,5,1
M,35,4,16,0,0,2,2,5,5,0
M,25,20,326,5,5,2,3,3,0,2
M,25,0,951,4,0,5,0,5,2,0
M,45,14,442,3,3,5,4,4,2,4
M,45,2,111,0,3,1,0,5,3,5
M,1,14,281,1,1,0,5,2,0,0
F,45,16,430,3,0,2,3,0,5,1
F,45,1,598,0,5,1,4,4,4,0
M,18,1,801,0,0,5,0,0,4,2
M,50,12,148,4,1,3,2,5,4,0
M,18,8,297,0,1,4,2,2,3,0
F,25,20,382,5,1,0,0,3,0,2
F,25,5,417,0,5,3,0,4,0,0
M,18,14,190,5,0,3,0,4,0,4
M,1,4,843,4,4,0,0,4,3,3
F,50,17,81,3,0,3,0,0,1,5
M,35,11,144,3,4,0,4,0,2,5
M,45,11,495,0,0,0,0,5,3,3
M,18,10,109,1,5,0,0,5,4,0
F,25,0,482,3,0,5,0,0,4,0
F,35,7,803,2,2,4,0,4,0,2
M,25,0,480,0,2,2,4,5,5,0
M,25,1,773,1,1,4,0,5,4,0
F,18,6,912,1,5,1,5,0,4,0
F,45,20,904,2,2,5,0,3,1,1
M,25,20,965,4,2,2,1,5,4,5
F,56,13,986,0,4,2,4,5,4,0
M,1,15,26,0,2,0,1,5,5,1
F,1,7,320,0,0,4,0,4,0,0
M,50,0,913,1,3,0,0,3,4,1
F,1,17,770,0,1,3,4,3,4,3
M,25,16,520,0,1,0,0,2,5,0
F,45,14,525,0,4,5,0,5,2,4
M,25,17,320,2,3,3,0,0,0,2
M,25,15,65,0,1,5,1,5,2,4
M,18,19,54,4,2,2,0,0,2,3
F,56,8,980,3,1,0,2,2,0,0
M,50,4,87,0,5,0,0,2,2,3
M,25,0,223,0,2,1,0,0,2,1
F,35,4,761,4,1,5,4,4,2,3
F,50,17,282,0,0,2,1,0,3,2
M,18,17,181,0,5,4,0,5,4,1
F,25,0,328,0,0,4,3,0,5,0
M,35,17,681,2,5,4,3,5,2,1
M,18,16,371,1,4,5,3,5,5,5
M,56,0,910,2,1,2,3,0,4,3
F,50,11,232,3,5,4,0,0,0,5
M,18,13,211,1,1,5,1,5,5,3
M,35,15,923,1,1,5,5,0,5,4
M,35,3,173,5,0,4,0,3,4,3
M,35,17,923,0,0,5,1,0,5,0
M,25,4,969,4,0,4,0,0,0,0
F,18,17,329,0,1,0,2,4,5,0
F,45,18,956,5,0,4,2,5,0,0
M,25,4,988,3,0,3,2,0,0,2
F,45,10,175,5,0,3,1,0,1,1
M,25,3,951,5,5,5,0,5,3,1
M,25,17,320,4,3,2,0,3,0,1
M,25,19,924,1,0,4,1,0,1,5
M,35,12,22,0,0,5,0,0,5,0
F,25,17,333,0,2,3,3,0,1,5
M,35,4,331,5,0,5,0,0,0,0
M,45,0,571,5,1,2,5,2,3,4
M,18,14,54,0,2,5,4,3,0,3
M,50,9,775,3,1,4,3,2,4,0
M,25,20,847,2,0,2,1,0,0,0
M,25,19,830,0,1,5,0,0,0,0
F,18,7,328,0,1,0,0,0,0,4
M,35,6,837,2,5,4,0,0,0,1
M,25,18,616,0,0,1,4,4,4,5
M,1,15,215,0,2,1,1,0,4,1
F,25,1,128,0,2,0,0,5,1,3
M,45,4,629,1,2,4,0,5,3,0
M,1,0,544,5,3,4,4,4,4,3
M,45,2,88,1,1,4,2,3,5,3
M,45,0,540,2,0,5,5,3,0,5
M,45,7,427,4,2,4,0,3,0,0
M,25,3,928,2,1,2,0,3,0,4
F,56,0,493,4,0,5,5,0,3,5
M,45,2,173,0,2,2,2,0,2,4
F,56,14,314,4,3,1,1,2,4,1
M,25,0,22,0,4,3,0,2,3,0
M,25,7,222,0,0,4,2,5,0,0
M,18,11,971,5,2,4,0,0,2,5
M,25,1,797,5,4,5,2,0,5,0
F,45,2,379,2,1,4,0,5,2,0
M,1,1,328,0,2,4,0,2,0,5
M,25,3,223,2,5,1,2,2,0,3
M,1,7,244,1,0,4,0,0,1,1
M,25,4,563,5,4,4,3,3,1,0
M,25,2,274,1,0,4,0,0,0,0
M,45,12,286,2,1,4,1,0,5,3
M,25,17,338,2,0,2,0,5,0,0
M,50,17,301,1,4,4,0,4,2,1
M,56,15,820,5,3,4,3,0,5,5
M,1,5,434,0,2,0,1,5,3,0
M,18,7,64,2,0,0,2,2,0,1
F,56,0,830,3,0,3,0,0,4,0
M,25,9,142,2,5,4,0,3,3,1
F,25,13,180,2,5,2,1,4,5,1
M,50,6,939,4,3,4,2,2,3,1
F,35,4,931,0,2,3,0,0,4,0
M,1,14,954,5,1,2,1,5,0,4
F,25,4,22,3,3,3,0,0,0,2
M,56,9,596,1,1,5,0,0,3,0
F,45,15,801,3,1,2,0,0,2,0
M,25,12,440,2,0,4,5,4,3,2
M,25,15,928,0,1,4,0,0,4,0
M,25,16,891,0,2,4,5,3,5,0
F,35,16,307,0,5,5,0,0,0,3
M,25,14,708,5,3,0,0,4,0,3
M,56,4,100,0,0,3,5,3,1,1
F,25,8,981,3,3,2,5,5,0,3
F,35,17,190,4,5,2,0,0,1,1
M,18,7,230,1,2,4,2,0,0,5
M,18,9,815,2,5,1,1,5,4,2
M,1,17,944,2,0,5,0,4,0,1
M,50,4,971,0,2,1,0,5,3,1
M,50,14,462,0,0,0,0,0,5,3
F,35,20,820,0,0,3,2,0,4,4
M,18,18,294,0,1,1,4,5,0,0
F,18,2,557,1,3,5,0,4,2,5
M,25,5,417,1,0,4,0,3,2,0
M,25,1,274,0,3,4,0,0,5,0
M,56,12,641,3,4,0,2,5,2,0
F,45,5,78,0,0,4,1,2,3,4
M,25,6,123,0,1,4,0,5,3,3
M,50,0,944,0,1,3,0,3,5,0
M,35,14,21,1,2,3,1,3,4,2
F,56,3,427,3,0,5,0,0,5,1
M,35,12,274,4,2,4,0,5,5,0
M,45,19,613,0,0,4,0,0,3,0
F,18,15,598,1,1,5,4,5,3,4
F,25,19,992,2,1,3,5,4,0,1
M,35,4,221,4,2,2,0,3,2,3
M,25,20,334,4,5,2,0,5,4,2
F,35,17,74,0,4,3,2,0,4,0
M,50,17,193,0,5,3,3,2,5,1
F,25,12,631,0,2,5,5,5,1,5
M,56,20,303,2,1,0,2,0,2,0
F,45,1,447,0,0,1,5,2,2,0
F,25,1,146,0,4,4,0,5,4,0
M,25,6,833,1,2,4,5,0,0,2
M,18,10,417,4,3,2,0,5,2,3
F,35,7,547,0,2,4,2,5,3,0
M,25,14,224,0,2,5,0,5,2,2
M,45,18,666,5,0,5,1,2,4,0
F,35,15,338,3,5,5,0,5,1,0
F,25,7,301,4,4,3,4,0,0,0
F,56,1,372,4,0,2,3,0,2,0
M,56,16,196,0,2,1,0,2,1,1
F,35,11,618,4,3,1,1,0,5,5
M,25,0,441,1,5,5,0,0,0,5
M,25,15,708,3,4,4,3,4,1,0
M,25,6,662,0,5,2,0,2,0,0
M,25,4,958,5,0,2,1,0,2,1
M,56,0,540,1,0,3,2,2,5,4
F,45,10,27,0,2,1,1,4,5,1
F,35,7,38,0,3,4,4,5,4,4
F,18,0,804,0,0,3,0,2,0,0
F,25,11,279,3,4,1,4,4,1,0
M,35,0,406,0,3,5,4,4,4,0
M,1,1,230,0,0,3,5,0,5,0
F,45,10,965,2,4,2,2,0,2,0
M,18,2,921,5,1,4,0,5,3,0
M,35,7,894,2,2,1,0,0,3,1
F,35,10,571,3,1,0,0,5,3,4
F,56,12,782,2,2,4,1,3,3,2
M,18,5,284,1,5,4,1,4,4,4
M,25,4,813,2,2,5,0,5,1,2
F,25,14,111,0,4,3,0,3,0,0
M,18,14,142,3,2,4,4,0,4,1
F,25,12,77,3,1,5,5,2,5,5
M,35,0,927,4,2,5,0,0,0,2
M,50,10,223,3,3,4,0,2,2,0
F,45,0,534,0,1,3,0,0,3,2
F,1,4,292,4,2,5,5,2,4,2
M,45,6,443,1,3,4,2,0,5,4
F,25,9,346,2,3,4,2,2,0,0
F,25,2,871,0,0,0,0,5,0,0
M,25,16,486,5,2,3,0,4,5,2
M,45,11,442,0,2,5,0,0,2,1
M,25,12,274,3,1,4,5,3,5,1
M,56,10,54,2,4,1,0,4,0,0
F,56,4,750,1,1,4,0,2,1,0
M,25,18,275,5,2,4,0,3,5,5
F,35,4,122,5,5,0,5,2,0,0
M,25,10,554,1,4,2,2,0,0,4
M,25,4,111,5,2,4,0,5,5,0
M,56,0,582,0,3,2,0,4,0,5
M,18,15,206,1,1,4,5,0,4,0
F,18,4,23,5,0,5,3,3,4,3
F,50,8,452,4,4,0,3,0,0,2
M,50,16,559,4,4,5,0,0,5,0
F,18,6,523,5,2,5,3,0,2,1
M,18,14,527,0,5,2,4,0,1,5
M,50,13,875,1,1,2,2,3,0,3
F,18,7,442,0,2,3,0,4,2,0
M,18,0,773,0,0,4,1,3,5,1
M,1,1,847,1,2,5,0,0,2,1
