8,0,2,5,3,0,39,0,3,5,19,4,43,0,*,*,1,3,28,3,11,1,45,2,*,*,13,2,36,4,36,1,0,0,1,0,*,*,12,0,*,*,0,0
2,5,12,0,9,0,32,3,12,5,20,1,0,5,*,*,48,0,24,4,24,2,49,3,*,*,28,3,24,0,7,5,0,0,8,4,*,*,25,1,*,*,0,0
8,0,47,1,29,0,25,0,26,1,21,5,21,2,*,*,44,1,49,2,35,4,4,3,*,*,6,0,34,5,19,5,2,4,2,0,*,*,29,0,*,*,0,0
24,4,7,5,36,0,20,0,21,0,0,0,24,1,*,*,35,4,26,3,24,4,42,4,*,*,2,1,47,0,31,0,9,2,21,0,*,*,21,0,*,*,0,0
46,4,23,0,41,0,49,1,9,1,25,1,23,0,*,*,25,3,30,0,49,2,28,0,*,*,25,4,35,4,24,0,1,0,2,0,*,*,15,3,*,*,0,0
4,0,23,0,46,0,0,3,24,0,25,0,21,2,*,*,47,0,46,4,22,4,17,0,*,*,18,2,49,0,20,2,6,0,17,0,*,*,44,0,*,*,3,0
19,3,0,3,6,0,11,0,32,2,38,0,16,3,*,*,29,0,34,4,25,4,11,0,*,*,42,3,13,3,24,0,4,0,8,3,*,*,3,0,*,*,22,0
21,2,23,0,16,0,0,5,28,0,46,2,30,0,*,*,12,5,21,2,16,2,0,0,*,*,8,3,24,0,0,2,0,0,8,1,*,*,45,1,*,*,18,0
24,5,11,2,40,0,23,5,11,4,22,0,1,3,*,*,11,3,1,5,42,0,49,4,*,*,7,2,21,1,46,0,10,1,5,5,*,*,36,3,*,*,20,0
40,4,29,2,1,0,47,0,47,4,20,0,21,0,*,*,17,5,1,4,49,2,25,0,*,*,3,4,49,1,22,5,0,0,19,0,*,*,2,0,*,*,3,0
35,4,36,0,4,0,20,0,42,0,49,0,9,2,*,*,21,4,45,4,25,0,41,3,*,*,35,5,45,3,19,0,8,4,2,0,*,*,27,3,*,*,4,0
6,5,39,5,15,0,1,1,24,0,0,0,34,3,*,*,8,2,16,4,43,4,26,5,*,*,9,1,45,1,49,3,0,0,23,0,*,*,22,2,*,*,2,0
49,0,29,0,19,0,0,5,27,0,22,4,45,0,*,*,26,1,20,0,44,0,46,0,*,*,0,0,35,3,24,2,11,2,5,3,*,*,20,3,*,*,40,0
24,0,21,0,20,0,47,0,48,4,28,5,1,2,*,*,2,2,24,0,25,3,22,1,*,*,10,0,36,3,24,2,4,0,45,0,*,*,24,0,*,*,0,0
47,0,41,5,26,0,2,0,12,0,37,4,13,3,*,*,49,5,47,3,49,0,0,2,*,*,38,5,35,0,0,3,8,1,40,0,*,*,46,0,*,*,7,0
0,0,8,1,27,0,32,1,17,5,34,5,7,3,*,*,22,1,24,1,24,3,19,0,*,*,34,0,23,3,25,5,0,0,9,0,*,*,42,0,*,*,0,0
34,3,49,1,30,0,20,0,45,0,9,2,20,2,*,*,14,1,21,0,11,0,29,4,*,*,27,0,10,4,9,4,1,0,11,0,*,*,4,2,*,*,1,0
4,1,0,4,33,0,6,5,24,5,28,5,45,0,*,*,32,5,8,2,40,0,22,5,*,*,1,3,19,2,0,0,0,2,1,0,*,*,16,5,*,*,6,0
1,0,11,3,45,0,0,5,2,0,17,3,5,4,*,*,24,0,9,4,25,0,10,2,*,*,15,0,10,5,47,3,0,1,0,3,*,*,34,0,*,*,26,0
47,1,18,0,48,0,48,2,0,3,6,5,5,2,*,*,29,0,38,1,25,0,0,3,*,*,7,1,45,1,40,4,12,5,21,4,*,*,11,1,*,*,0,0
2,1,12,2,23,0,0,0,23,1,0,0,33,1,*,*,0,4,0,0,0,3,24,0,*,*,17,0,10,0,30,0,0,0,20,4,*,*,40,0,*,*,0,0
35,0,23,0,43,0,49,0,30,4,24,2,33,4,*,*,24,3,19,0,38,4,15,0,*,*,20,0,44,0,20,2,3,3,0,1,*,*,7,5,*,*,15,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,25,,50,,19,,28,,29,,28,,1,,31,,28,,22,,28,,1,,44,,28,,29,,18,,22,,1,,50,,1,,21,
