28,0,14,0,20,0,49,0,8,2,30,0,19,0,*,*,12,5,34,0,5,0,8,0,*,*,8,3,16,0,31,0,26,0,8,1,*,*,17,1,11,0,*,*
22,0,34,0,26,0,44,0,31,1,49,0,25,0,*,*,11,3,41,0,16,0,16,0,*,*,7,2,43,0,29,0,31,0,5,5,*,*,40,3,5,0,*,*
48,0,27,0,30,0,36,0,13,0,47,0,14,0,*,*,29,5,43,0,26,0,37,0,*,*,3,4,27,0,39,0,22,0,14,0,*,*,10,0,41,0,*,*
14,0,31,0,4,0,35,0,7,5,25,0,35,0,*,*,8,4,49,0,30,0,41,0,*,*,35,5,23,0,41,0,2,0,2,0,*,*,0,3,10,0,*,*
39,0,4,0,33,0,47,0,2,2,15,0,10,0,*,*,8,2,33,0,46,0,3,0,*,*,9,1,29,0,47,0,30,0,23,0,*,*,32,2,42,0,*,*
31,0,9,0,29,0,21,0,24,0,16,0,0,0,*,*,39,1,17,0,35,0,38,0,*,*,0,0,44,0,23,0,5,0,5,3,*,*,34,3,28,0,*,*
26,0,22,0,6,0,10,0,0,5,33,0,22,0,*,*,2,2,40,0,33,0,49,0,*,*,10,0,12,0,43,0,6,0,45,0,*,*,25,0,14,0,*,*
30,0,1,0,31,0,40,0,0,0,38,0,12,0,*,*,42,5,46,0,39,0,48,0,*,*,38,5,33,0,14,0,46,0,40,0,*,*,16,0,2,0,*,*
18,0,37,0,19,0,29,0,4,1,5,0,7,0,*,*,22,1,39,0,38,0,27,0,*,*,34,0,35,0,38,0,45,0,9,0,*,*,20,0,22,0,*,*
10,0,30,0,21,0,18,0,1,1,7,0,20,0,*,*,14,1,19,0,47,0,40,0,*,*,27,0,46,0,26,0,15,0,11,0,*,*,37,2,18,0,*,*
1,0,26,0,36,0,6,0,3,1,13,0,44,0,*,*,3,5,29,0,14,0,21,0,*,*,1,3,47,0,4,0,34,0,1,0,*,*,2,5,21,0,*,*
3,0,5,0,15,0,30,0,10,0,8,0,43,0,*,*,28,0,30,0,45,0,33,0,*,*,15,0,13,0,2,0,13,0,37,3,*,*,23,0,16,0,*,*
5,0,24,0,14,0,22,0,2,2,0,0,30,0,*,*,32,0,2,0,36,0,17,0,*,*,7,1,11,0,10,0,4,0,21,4,*,*,8,1,13,0,*,*
20,0,0,0,5,0,2,0,24,0,34,0,6,0,*,*,0,4,23,0,2,0,25,0,*,*,17,0,30,0,9,0,19,0,20,4,*,*,12,0,12,0,*,*
37,0,19,0,39,0,5,0,6,4,42,0,1,0,*,*,24,3,32,0,7,0,39,0,*,*,20,0,32,0,22,0,32,0,0,1,*,*,21,5,26,0,*,*
