48,3,8,5,35,2,45,0,27,0,*,*,25,0,*,*,30,2,17,1,13,0,42,0,*,*,31,5,29,1,36,5,5,1,25,3,*,*,17,2,20,4,4,5
19,0,46,0,27,0,38,0,34,1,*,*,37,0,*,*,49,0,43,5,4,0,29,0,*,*,44,0,9,1,28,0,45,0,8,4,*,*,28,3,5,0,40,0
45,0,31,1,3,2,32,0,21,4,*,*,7,0,*,*,34,0,12,0,25,5,41,0,*,*,45,0,23,5,44,0,36,0,35,0,*,*,37,0,16,0,48,0
36,4,16,3,29,0,49,5,25,2,*,*,4,4,*,*,1,1,38,5,44,1,46,0,*,*,19,5,45,1,45,0,37,5,30,0,*,*,49,0,0,0,18,0
23,5,12,0,39,0,13,0,14,0,*,*,17,3,*,*,4,0,1,0,2,5,47,0,*,*,14,0,40,3,3,0,0,1,44,4,*,*,48,1,43,3,38,0
41,3,3,2,10,5,33,2,13,0,*,*,5,1,*,*,17,0,17,0,13,2,44,0,*,*,12,2,26,0,16,0,38,0,24,0,*,*,33,5,25,0,26,0
18,3,30,0,47,0,4,5,26,5,*,*,46,3,*,*,28,4,40,4,0,0,3,1,*,*,42,0,12,5,37,5,10,1,34,0,*,*,13,0,39,0,32,4
9,3,32,0,11,5,1,3,18,1,*,*,0,5,*,*,9,5,20,5,23,0,0,2,*,*,32,0,3,4,19,0,36,0,26,0,*,*,9,1,6,0,47,0
5,1,14,1,48,0,1,1,1,2,*,*,27,0,*,*,37,3,36,1,3,5,31,0,*,*,2,0,18,0,39,5,23,0,43,3,*,*,5,5,5,0,11,0
49,4,42,0,32,2,31,0,30,0,*,*,19,0,*,*,46,3,27,1,35,0,1,2,*,*,13,0,38,0,41,0,25,0,20,4,*,*,12,0,49,0,48,0
43,0,39,0,40,0,45,3,41,4,*,*,6,0,*,*,33,0,6,2,42,4,3,0,*,*,1,0,24,0,1,4,4,3,27,0,*,*,25,1,29,0,43,0
33,0,32,0,1,5,39,0,47,1,*,*,26,5,*,*,44,0,25,0,26,5,14,2,*,*,40,0,43,5,15,0,31,4,32,0,*,*,29,0,22,0,3,0
7,0,3,5,20,0,8,2,29,0,*,*,35,3,*,*,13,0,42,1,1,0,20,0,*,*,21,1,25,0,47,0,15,2,46,0,*,*,21,0,22,3,20,4
11,0,14,5,48,0,27,0,35,0,*,*,13,5,*,*,40,3,13,0,41,5,2,2,*,*,46,4,19,5,33,0,40,0,4,0,*,*,15,0,36,5,48,0
46,2,42,0,24,3,12,5,6,2,*,*,10,0,*,*,47,0,11,4,15,4,4,0,*,*,18,0,3,4,0,4,14,0,36,4,*,*,44,0,8,1,10,1
21,4,9,0,10,4,43,0,19,0,*,*,15,0,*,*,10,0,36,1,11,0,23,2,*,*,42,3,2,0,46,0,14,0,28,5,*,*,3,0,30,0,20,5
38,0,33,3,39,3,17,4,38,4,*,*,42,3,*,*,12,5,11,0,46,4,37,0,*,*,19,2,10,3,41,0,5,0,21,3,*,*,45,1,45,4,26,5
26,3,11,1,34,2,8,2,5,1,*,*,44,0,*,*,11,3,16,0,46,2,39,2,*,*,23,2,33,4,27,0,32,3,2,0,*,*,36,3,5,0,8,0
16,4,3,0,9,5,9,0,2,0,*,*,22,3,*,*,29,5,43,4,6,0,49,0,*,*,17,2,45,0,37,2,27,2,14,0,*,*,2,0,14,0,17,2
41,2,15,0,29,2,31,0,12,0,*,*,28,0,*,*,21,1,48,3,10,0,7,0,*,*,35,0,44,0,24,0,3,4,8,0,*,*,27,3,15,0,16,4
2,2,2,4,1,4,16,0,33,1,*,*,12,4,*,*,8,2,39,3,49,0,17,3,*,*,9,1,47,5,38,0,1,0,40,0,*,*,22,1,24,5,31,0
23,0,38,0,33,2,28,0,7,0,*,*,14,0,*,*,39,0,1,0,48,3,7,2,*,*,0,0,32,4,6,0,21,0,9,0,*,*,20,1,17,1,17,0
1,3,0,0,31,3,8,5,10,3,*,*,7,0,*,*,2,2,30,3,47,4,39,1,*,*,10,0,30,3,4,2,36,0,22,0,*,*,24,0,18,0,17,5
23,0,48,4,30,1,48,1,22,2,*,*,30,2,*,*,42,5,20,0,45,0,35,5,*,*,38,5,46,0,3,5,33,0,18,2,*,*,46,0,32,0,6,3
28,0,10,0,38,0,27,0,43,1,*,*,16,4,*,*,22,1,6,0,20,0,44,0,*,*,34,0,1,3,5,4,32,4,10,0,*,*,42,0,27,0,43,0
17,3,48,5,13,3,12,0,36,4,*,*,17,1,*,*,14,1,15,0,25,0,47,3,*,*,27,0,10,5,49,5,4,0,42,0,*,*,4,0,40,0,29,0
31,1,1,3,27,2,29,1,23,0,*,*,21,0,*,*,3,3,28,0,12,0,16,3,*,*,12,0,39,3,20,3,7,4,12,0,*,*,16,3,5,0,22,0
47,0,9,2,4,5,8,0,8,1,*,*,33,0,*,*,45,0,39,2,45,2,49,0,*,*,15,0,39,4,36,3,10,4,37,1,*,*,34,0,32,0,32,5
16,3,43,0,25,0,35,0,17,4,*,*,43,4,*,*,7,0,27,0,10,0,26,3,*,*,3,1,17,0,37,0,16,0,3,4,*,*,11,1,3,3,20,2
13,3,30,0,48,3,18,3,42,0,*,*,25,0,*,*,43,2,8,0,38,3,17,0,*,*,5,0,25,0,20,0,49,3,39,0,*,*,40,0,3,2,37,0
34,0,41,0,0,5,38,0,28,4,*,*,48,0,*,*,24,3,13,0,13,3,23,0,*,*,20,0,25,0,38,5,6,3,38,5,*,*,7,5,46,0,8,2
