3,0,11,0,1,2,10,0,7,5,6,4,9,0,*,*,44,1,2,0,8,4,48,0,*,*,6,0,*,*,5,0,2,4,2,0,*,*,6,0,0,4,1,0
2,0,3,0,2,2,11,0,8,0,27,0,33,4,*,*,13,4,8,0,14,0,15,0,*,*,2,1,*,*,1,0,9,2,46,0,*,*,3,0,3,5,0,0
19,0,4,0,1,3,0,0,2,0,6,4,32,0,*,*,25,3,10,0,0,4,2,4,*,*,25,4,*,*,2,0,1,0,2,0,*,*,6,0,14,0,30,0
0,0,0,0,0,3,7,2,4,0,19,0,1,0,*,*,47,0,0,0,12,0,4,0,*,*,18,2,*,*,25,0,6,0,17,0,*,*,49,3,28,0,1,0
19,0,26,0,3,0,10,0,8,0,19,2,12,0,*,*,10,0,0,0,6,0,18,0,*,*,42,3,*,*,5,0,4,0,8,3,*,*,31,0,0,4,7,0
1,0,18,0,39,3,7,0,8,0,33,0,33,0,*,*,12,5,4,2,5,1,1,0,*,*,8,3,*,*,31,0,0,0,8,1,*,*,49,0,28,0,23,5
1,0,7,0,11,5,12,0,13,0,24,0,3,0,*,*,11,3,8,0,1,0,18,0,*,*,7,2,*,*,7,0,10,1,5,5,*,*,2,3,4,0,1,0
14,0,26,0,4,3,11,0,2,0,5,4,12,0,*,*,29,5,35,1,6,0,18,0,*,*,3,4,*,*,7,0,0,0,14,0,*,*,3,0,5,0,9,0
5,0,11,0,3,0,11,0,0,0,13,0,12,0,*,*,8,4,20,0,10,0,14,0,*,*,35,5,*,*,0,0,8,4,2,0,*,*,31,1,28,0,7,0
14,5,6,0,2,4,0,0,8,0,6,0,32,0,*,*,8,2,3,5,6,0,1,0,*,*,9,1,*,*,13,0,0,0,23,0,*,*,6,0,10,1,13,0
1,0,0,0,37,5,6,5,0,0,23,0,2,0,*,*,39,1,24,0,2,0,22,2,*,*,0,0,*,*,13,0,11,2,5,3,*,*,19,0,3,0,4,0
5,0,18,0,0,0,6,0,10,0,9,0,0,0,*,*,2,2,2,0,41,0,0,0,*,*,10,0,*,*,2,5,4,0,45,0,*,*,20,0,3,0,13,0
4,0,26,5,3,2,7,0,48,0,4,0,32,0,*,*,42,5,35,0,10,0,0,0,*,*,38,5,*,*,1,5,8,1,40,0,*,*,6,0,2,0,3,0
8,0,0,0,25,2,32,0,2,0,0,0,0,0,*,*,22,1,1,3,10,0,1,0,*,*,34,0,*,*,0,0,0,0,9,0,*,*,11,0,0,0,9,0
12,0,3,0,35,2,9,0,0,0,24,0,27,0,*,*,14,1,0,0,6,0,22,0,*,*,27,0,*,*,1,0,1,0,11,0,*,*,19,0,0,0,9,3
1,0,18,0,12,4,6,0,1,0,23,0,27,0,*,*,3,5,0,0,3,0,22,0,*,*,1,3,*,*,0,0,0,2,1,0,*,*,31,3,4,0,12,0
13,0,7,0,26,0,0,0,2,2,27,0,27,0,*,*,45,0,2,4,0,0,22,0,*,*,15,0,*,*,0,0,0,1,37,3,*,*,1,0,9,0,0,0
42,0,3,0,43,5,6,4,0,0,19,0,7,0,*,*,7,0,3,0,11,3,4,0,*,*,7,1,*,*,7,1,12,5,21,4,*,*,12,5,5,4,13,0
5,0,8,0,3,0,0,0,1,0,1,0,1,0,*,*,0,4,30,0,2,3,15,0,*,*,17,0,*,*,9,0,0,0,20,4,*,*,6,0,27,0,0,0
0,0,7,0,3,2,0,0,19,0,1,0,35,0,*,*,24,3,35,0,1,0,22,0,*,*,20,0,*,*,7,0,3,3,0,1,*,*,0,2,27,0,9,0
