41,3,12,0,11,1,12,5,3,5,12,5,5,0,*,*,38,4,23,4,33,5,6,2,*,*,48,0,22,0,*,*,0,0,9,0,*,*,31,0,3,2,6,0
3,0,14,2,0,2,24,5,2,0,0,0,32,2,*,*,43,5,13,3,0,2,20,0,*,*,7,0,1,3,*,*,4,0,41,3,*,*,39,2,14,3,12,4
46,0,0,0,1,5,4,1,0,0,23,5,32,2,*,*,1,3,26,5,2,3,4,0,*,*,36,2,30,5,*,*,4,0,13,4,*,*,1,5,5,2,1,0
23,3,37,2,21,0,6,0,10,3,7,0,1,3,*,*,49,3,23,4,3,0,2,0,*,*,1,0,1,3,*,*,0,0,41,3,*,*,10,3,3,2,5,3
11,0,2,0,40,3,10,0,43,0,29,2,1,3,*,*,32,3,13,3,30,2,14,2,*,*,24,4,5,3,*,*,2,0,4,1,*,*,1,5,11,0,5,3
16,0,14,2,10,2,0,3,3,5,9,2,1,3,*,*,7,2,35,0,3,0,16,5,*,*,0,0,22,0,*,*,0,0,0,0,*,*,10,3,3,2,6,0
2,0,2,0,0,2,0,3,0,0,8,1,38,4,*,*,4,0,2,4,9,1,4,0,*,*,3,4,0,0,*,*,1,1,34,0,*,*,38,3,10,0,46,4
23,3,33,0,10,2,45,5,45,0,13,0,32,2,*,*,25,4,2,4,2,3,4,0,*,*,1,0,7,3,*,*,20,0,3,1,*,*,20,3,19,0,0,1
16,0,43,3,21,0,12,5,3,5,3,4,38,4,*,*,37,5,18,0,1,5,41,4,*,*,5,0,17,0,*,*,3,1,48,0,*,*,30,0,29,0,16,1
16,0,37,2,0,2,9,0,16,0,3,4,32,2,*,*,19,2,4,4,8,0,0,2,*,*,1,0,3,0,*,*,5,0,22,0,*,*,2,3,2,2,48,0
3,0,3,0,1,5,10,0,14,0,4,2,47,0,*,*,11,1,26,5,7,5,6,2,*,*,19,2,27,0,*,*,4,0,4,1,*,*,2,3,3,2,4,1
3,0,14,2,24,1,19,5,11,5,21,0,8,0,*,*,0,0,1,0,3,0,6,2,*,*,0,0,10,0,*,*,21,0,3,1,*,*,8,5,20,2,16,1
0,0,12,0,18,0,7,3,43,0,18,0,0,2,*,*,29,0,1,0,8,0,1,5,*,*,25,5,1,3,*,*,1,1,0,0,*,*,24,5,14,3,43,3
12,4,13,3,10,2,0,3,31,4,7,0,8,0,*,*,21,2,12,0,3,0,16,5,*,*,39,1,3,0,*,*,0,0,25,3,*,*,46,0,46,1,39,2
3,0,5,0,1,5,3,3,16,0,9,2,10,3,*,*,17,0,4,4,1,5,2,0,*,*,38,4,12,0,*,*,4,0,46,0,*,*,5,3,17,0,2,5
29,4,2,0,1,5,5,1,42,2,9,2,8,0,*,*,8,0,5,1,3,0,2,0,*,*,15,0,18,4,*,*,20,0,0,0,*,*,36,3,0,3,6,0
3,0,2,0,40,3,19,5,2,0,1,0,3,0,*,*,27,3,26,5,8,0,33,3,*,*,6,3,1,3,*,*,0,0,46,0,*,*,14,2,24,1,46,4
0,0,3,0,2,2,0,3,4,4,37,3,14,0,*,*,1,3,2,4,7,5,16,5,*,*,42,5,31,0,*,*,0,0,40,0,*,*,14,2,3,2,0,1
5,4,2,0,0,2,15,0,28,0,3,4,8,0,*,*,40,1,8,4,8,0,0,2,*,*,1,0,16,3,*,*,4,0,12,0,*,*,9,3,0,3,36,0
5,4,1,5,5,0,29,5,3,5,5,0,9,1,*,*,32,3,39,3,3,0,44,0,*,*,48,0,39,4,*,*,5,0,1,0,*,*,48,0,16,3,2,5
29,4,1,5,40,3,6,0,2,0,2,0,7,0,*,*,12,0,40,0,6,2,15,4,*,*,9,0,6,5,*,*,10,5,4,1,*,*,2,3,4,2,7,0
6,0,5,0,1,5,6,0,0,0,9,2,10,3,*,*,42,1,2,4,3,0,7,2,*,*,0,0,31,0,*,*,0,0,44,5,*,*,7,0,3,2,46,4
18,2,2,0,40,3,4,1,2,0,30,0,38,4,*,*,48,4,8,4,7,5,20,0,*,*,3,4,31,0,*,*,4,0,27,3,*,*,1,5,1,4,31,3
3,0,2,0,31,4,29,5,21,2,35,1,16,4,*,*,30,4,13,3,3,0,0,2,*,*,20,2,13,1,*,*,4,0,23,4,*,*,18,3,0,3,44,0
3,0,12,0,1,5,5,1,21,2,21,0,42,2,*,*,46,2,9,0,46,0,48,0,*,*,21,3,0,0,*,*,21,0,3,1,*,*,2,3,9,0,8,0
1,5,5,0,5,0,12,5,2,0,43,4,2,2,*,*,28,3,1,0,2,3,1,5,*,*,24,4,3,0,*,*,46,3,31,0,*,*,42,0,38,2,43,3
10,0,39,0,3,2,13,0,11,5,9,2,25,0,*,*,33,0,20,4,3,0,5,3,*,*,37,2,5,3,*,*,0,0,0,0,*,*,7,0,7,4,7,0
2,0,5,0,5,0,2,2,19,0,2,0,0,2,*,*,6,1,0,5,1,5,26,4,*,*,6,3,18,4,*,*,11,0,0,0,*,*,0,0,8,0,2,5
2,0,0,0,25,1,9,0,28,0,18,0,0,2,*,*,20,4,0,5,3,0,26,4,*,*,3,4,0,0,*,*,5,0,9,0,*,*,22,0,1,4,6,0
