14,0,40,0,16,0,13,0,22,0,0,0,5,0,30,0,12,0,43,0,14,1,23,0,*,*,41,0,10,3,*,*,26,0,33,0,33,2,42,0,31,5,48,2
21,0,21,0,29,0,7,0,13,4,26,3,7,1,25,2,0,0,13,1,9,3,27,1,*,*,8,0,40,0,*,*,39,1,5,4,7,4,32,0,42,0,5,2
33,0,33,1,28,2,26,3,23,0,44,0,26,0,30,0,44,0,8,0,7,5,17,1,*,*,9,0,1,2,*,*,20,0,33,3,12,1,36,0,40,0,10,1
17,4,22,4,47,0,22,0,46,0,44,1,10,0,15,0,22,0,7,0,8,0,45,0,*,*,9,2,9,2,*,*,42,3,16,5,48,1,21,4,23,4,14,0
49,4,19,4,24,1,20,2,35,0,28,0,42,3,3,1,2,5,13,5,11,0,48,1,*,*,45,0,47,0,*,*,47,5,29,5,21,4,24,5,7,3,31,3
47,0,44,3,12,4,47,4,47,0,34,0,28,0,6,1,40,0,9,2,14,5,23,0,*,*,1,5,26,0,*,*,2,0,18,1,41,0,22,0,38,0,24,3
11,0,14,1,14,5,18,0,49,0,40,0,3,2,40,0,18,4,30,0,1,0,28,0,*,*,28,0,45,0,*,*,8,1,0,0,4,1,43,0,3,0,45,0
8,0,45,0,24,0,42,0,38,0,11,0,5,0,0,0,7,0,38,0,4,0,44,0,*,*,11,3,33,4,*,*,7,0,0,0,14,0,26,0,30,0,31,3
29,2,15,0,23,0,22,0,36,0,41,0,12,0,47,0,14,2,10,0,13,0,10,0,*,*,8,0,5,2,*,*,41,0,27,2,22,0,36,0,2,0,6,0
1,2,42,1,13,0,5,0,13,2,20,0,22,0,42,0,26,0,23,3,1,4,20,0,*,*,8,0,4,5,*,*,49,0,39,1,20,2,43,0,20,5,4,5
44,2,18,1,37,0,22,3,9,1,28,2,36,0,27,0,20,1,34,0,31,0,40,0,*,*,31,5,6,2,*,*,19,0,5,1,25,0,47,0,14,2,20,1
20,2,41,0,27,0,37,0,40,0,13,0,6,5,46,5,39,0,5,5,19,0,18,0,*,*,10,5,13,1,*,*,47,5,26,0,1,5,20,0,21,1,4,5
25,2,0,0,23,0,38,4,11,3,28,3,4,4,30,0,30,0,31,4,1,4,44,0,*,*,20,0,22,1,*,*,15,1,36,1,37,0,23,0,44,2,37,3
9,1,18,2,14,3,22,0,40,2,2,3,47,4,15,0,37,5,15,1,27,5,8,2,*,*,17,1,2,1,*,*,45,2,0,5,30,5,11,5,3,1,6,0
22,3,35,0,40,1,1,3,23,0,10,0,18,0,6,3,47,3,41,1,26,1,37,0,*,*,8,0,17,5,*,*,18,5,4,0,36,3,43,5,48,1,41,2
8,0,38,2,8,5,9,2,30,0,29,0,14,0,36,3,31,3,5,0,49,0,42,0,*,*,6,0,32,4,*,*,21,1,35,2,42,1,13,4,9,2,9,4
27,5,30,3,9,5,33,5,10,2,46,3,34,0,27,0,36,0,19,5,30,5,36,2,*,*,30,0,7,0,*,*,11,0,0,0,35,0,23,1,43,0,31,2
13,0,39,3,23,1,17,0,8,2,11,1,5,0,18,0,7,4,35,5,10,0,49,2,*,*,11,5,15,2,*,*,20,0,9,1,40,3,43,3,20,5,49,0
35,1,31,0,43,0,10,0,29,0,19,0,28,0,29,0,21,0,9,0,17,0,33,0,*,*,20,0,21,2,*,*,30,0,7,0,18,0,23,0,38,3,39,0
30,4,16,5,27,1,31,5,6,1,42,3,36,3,4,0,27,0,27,0,6,4,15,0,*,*,23,4,48,4,*,*,23,0,13,3,27,0,44,0,33,0,8,1
18,5,38,0,25,0,27,0,25,1,32,2,1,1,31,0,16,3,25,0,28,0,23,5,*,*,27,3,43,4,*,*,11,5,48,5,46,5,23,5,13,2,0,0
39,1,47,4,33,5,47,0,8,1,29,0,48,5,4,3,18,0,5,0,8,0,8,5,*,*,34,5,30,5,*,*,12,4,21,5,11,1,43,2,42,0,44,0
25,0,17,2,46,0,7,5,40,1,13,0,33,2,25,0,38,3,19,5,20,2,42,2,*,*,26,0,35,0,*,*,5,2,37,0,45,0,43,4,14,0,7,5
7,0,7,0,8,0,10,0,14,0,14,0,35,0,46,0,16,0,43,0,13,1,4,0,*,*,11,0,12,0,*,*,24,0,4,0,2,0,1,0,17,0,39,3
19,4,29,0,37,0,22,0,24,0,39,0,10,0,39,1,11,0,47,5,32,2,23,0,*,*,49,0,41,4,*,*,3,0,20,3,10,0,34,1,12,0,47,3
41,0,24,3,11,1,10,0,47,0,19,0,9,4,14,5,34,0,0,0,36,4,11,0,*,*,16,0,16,0,*,*,48,1,24,2,24,0,29,0,23,0,19,0
15,2,26,2,42,5,5,0,27,0,27,0,22,4,1,1,39,0,1,4,35,0,23,0,*,*,12,0,28,3,*,*,0,0,33,4,26,0,20,0,40,0,39,0
46,0,4,3,26,5,35,3,6,0,34,2,1,2,46,1,45,1,37,4,8,4,25,2,*,*,31,0,11,4,*,*,36,5,41,3,38,5,22,4,8,3,38,0
