Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
M,25,2,503,0,0,2,1,0,4,4,5,3,0,0
F,45,20,38,0,0,4,2,4,4,3,1,4,2,2
M,1,7,498,0,0,5,0,0,0,3,0,5,0,0
M,18,20,969,0,0,0,1,3,0,4,0,0,0,3
M,45,16,525,2,0,0,4,5,5,3,0,5,2,3
M,25,17,764,1,0,4,3,0,2,0,5,0,5,0
M,18,20,38,0,0,4,0,0,3,2,1,0,0,0
M,18,0,406,5,2,3,1,4,3,3,0,3,2,2
M,35,11,522,2,0,0,0,3,0,4,0,0,0,4
M,45,6,852,4,3,2,0,4,0,3,4,3,0,3
M,25,8,330,3,1,2,0,4,1,1,2,5,2,5
M,18,6,871,1,3,3,1,2,2,2,4,1,0,0
M,25,6,525,0,0,3,0,0,4,3,0,0,0,4
M,18,3,991,1,2,0,1,3,4,0,0,5,0,2
M,35,16,88,1,0,4,1,0,4,4,1,0,5,0
M,25,7,981,5,1,3,0,0,4,4,2,2,0,0
M,50,2,930,1,0,0,1,0,0,4,0,5,0,0
M,18,8,198,2,3,4,0,2,2,0,0,2,0,5
M,56,8,306,0,2,1,1,4,5,0,3,5,0,3
F,45,13,245,2,0,5,3,5,5,5,3,2,0,3
F,45,9,228,0,0,0,5,0,3,1,4,3,5,4
M,25,12,910,0,2,3,2,4,1,3,0,5,2,2
F,35,8,436,1,4,3,0,5,0,4,0,0,0,3
F,56,17,952,3,1,3,2,5,1,5,5,3,2,3
M,18,12,571,4,2,5,0,1,1,4,2,3,0,0
M,45,18,486,4,3,4,4,1,4,1,4,1,0,5
M,25,7,805,0,0,0,0,0,0,2,0,4,0,0
M,56,1,630,4,0,0,3,0,0,3,0,3,0,0
M,25,5,454,0,0,5,0,0,0,4,5,0,0,0
M,35,11,90,2,2,3,0,4,3,2,2,3,0,3
M,25,10,78,5,1,2,4,2,3,4,2,2,2,4
M,25,20,130,4,0,4,4,0,0,4,4,0,0,4
M,45,20,813,0,0,4,4,0,0,3,1,0,0,0
M,25,7,80,0,0,4,0,0,0,2,0,3,0,0
F,56,0,469,0,0,5,0,0,0,0,0,0,0,0
M,25,2,194,3,3,3,2,1,4,0,0,3,0,0
M,35,6,110,1,1,5,5,1,3,2,0,5,1,5
F,45,20,618,5,1,0,0,2,3,3,0,3,0,0
F,50,16,69,4,4,1,2,5,2,5,0,3,3,3
M,45,2,985,0,0,4,0,5,5,4,5,2,0,3
F,35,7,952,3,0,5,0,0,0,4,1,3,0,0
M,35,4,891,0,0,4,3,0,3,3,0,2,0,0
F,45,15,421,4,2,4,5,5,2,3,0,4,4,3
F,35,14,424,4,3,0,2,5,2,1,0,4,5,0
M,25,5,894,4,3,4,0,3,3,1,4,5,2,1
M,1,20,122,4,3,4,5,3,4,3,4,4,0,3
M,45,18,450,0,0,4,0,0,0,0,5,3,0,0
M,45,4,53,0,0,0,5,0,0,0,0,4,0,2
M,45,16,222,0,0,4,0,0,0,5,0,0,0,0
M,18,13,708,1,1,3,2,0,4,4,5,5,4,0
M,25,20,381,2,0,5,2,0,4,4,1,5,4,0
F,35,20,750,4,0,5,1,0,0,1,1,1,3,4
M,1,20,990,0,0,4,3,0,4,3,0,3,2,0
F,25,9,27,2,1,4,3,0,4,3,5,3,0,0
M,45,3,965,0,0,5,0,0,0,2,1,3,0,0
M,35,3,815,0,0,4,3,0,4,4,1,4,0,0
M,50,1,520,4,3,4,0,2,2,3,2,3,0,1
F,56,14,790,1,1,3,5,2,2,5,0,4,4,1
M,45,12,836,0,0,4,0,0,0,5,0,4,0,4
M,18,16,130,1,0,1,3,5,5,0,2,5,0,3
F,56,6,875,0,0,3,4,5,3,4,4,1,0,3
F,50,0,917,1,0,5,0,0,0,0,0,4,0,0
F,25,20,910,4,0,0,5,0,0,4,4,1,4,0
F,1,20,751,1,1,4,0,0,0,5,5,1,0,0
F,56,14,935,0,0,2,4,0,5,1,5,5,2,0
M,35,9,201,0,0,1,2,2,3,3,2,4,0,1
F,35,3,805,2,0,5,0,0,4,1,0,0,0,0
M,35,8,555,0,0,0,3,0,0,1,4,0,5,0
F,50,14,261,0,0,4,2,0,0,4,0,5,4,0
M,50,17,809,1,2,4,0,4,3,0,4,3,0,1
F,35,1,206,1,4,1,3,5,2,1,5,4,5,1
M,56,7,70,0,0,4,0,0,4,3,0,3,0,0
M,45,0,544,0,0,4,0,0,0,4,0,0,0,0
F,25,6,30,5,2,3,0,3,4,2,2,2,0,3
M,18,1,284,0,0,4,0,0,2,4,2,2,0,0
M,18,11,17,3,2,4,4,0,1,0,5,0,2,5
M,18,16,605,0,0,0,2,0,4,0,0,4,5,4
M,35,5,90,0,0,3,0,0,0,4,0,5,0,0
M,25,3,730,4,1,1,2,2,3,1,4,5,2,0
M,35,6,178,5,3,0,0,0,0,3,2,2,0,0
M,35,6,20,0,0,2,2,5,2,5,5,5,4,3
F,25,3,446,0,0,3,0,5,2,2,3,5,0,0
M,25,0,173,5,2,0,2,0,3,3,2,5,4,0
M,18,5,441,3,3,1,2,2,1,3,2,2,0,0
F,25,2,928,0,0,1,3,5,0,3,2,5,3,3
M,35,16,535,4,3,2,4,2,2,0,4,3,0,4
M,25,20,600,0,0,4,0,0,0,5,0,0,0,0
M,25,2,10,3,2,4,0,5,0,0,0,4,0,3
M,18,3,224,0,0,3,5,0,0,2,0,5,0,0
F,18,18,175,0,2,0,5,4,1,4,2,4,4,5
M,35,1,113,3,3,0,1,2,3,4,1,5,5,0
M,45,0,90,3,3,3,5,4,0,2,2,4,0,3
M,45,17,902,0,0,1,2,0,1,0,2,2,0,0
M,35,20,446,0,0,4,0,0,4,4,0,0,0,0
F,35,17,149,5,1,4,1,0,4,3,5,3,0,2
F,45,4,891,0,0,0,0,0,4,4,0,4,0,0
M,56,0,280,0,0,4,0,0,0,4,1,5,0,0
M,25,0,469,3,3,4,1,0,1,5,2,2,2,0
M,18,14,452,2,3,2,0,1,4,5,1,0,0,1
M,1,14,708,3,3,4,1,0,3,5,1,4,2,4
M,18,20,313,0,0,4,5,0,3,4,1,5,4,0
M,25,5,228,1,2,3,1,5,0,5,0,3,0,0
F,45,2,700,2,0,5,0,0,0,2,0,4,0,0
M,18,3,965,1,2,0,3,1,0,0,2,1,5,0
M,25,6,231,0,0,3,1,1,5,2,0,0,0,0
F,25,1,549,4,2,2,0,2,3,1,4,0,0,3
F,25,10,141,1,1,0,2,0,0,0,4,1,3,0
M,25,2,652,0,0,0,0,0,0,2,0,0,0,5
M,18,9,559,1,2,0,2,4,5,1,1,1,0,5
M,45,17,30,0,0,0,2,4,4,4,0,4,0,3
M,18,7,782,0,0,1,1,0,0,4,2,4,0,0
M,50,1,100,0,0,3,2,0,3,3,0,4,1,0
M,18,4,115,0,0,0,3,0,0,0,0,3,0,0
M,50,16,65,2,0,5,1,0,4,3,2,3,0,0
M,50,8,796,1,0,5,3,0,4,5,0,3,5,0
M,50,16,22,4,2,5,1,4,1,1,2,3,0,5
F,25,6,525,1,4,5,2,5,2,1,1,5,2,3
M,1,7,988,3,0,4,2,0,0,4,1,5,0,4
F,50,6,64,2,4,1,0,3,5,0,3,5,0,4
F,45,1,969,1,0,0,0,0,4,5,0,4,0,0
M,25,20,113,3,3,2,5,3,4,1,5,3,0,4
M,35,20,660,0,0,0,0,0,0,4,0,4,0,0
F,35,20,349,0,0,4,5,0,3,4,0,1,1,0
M,35,7,346,0,0,5,0,0,0,3,0,0,0,0
F,45,2,209,0,0,3,0,2,0,2,0,0,0,1
M,35,7,797,0,0,5,0,0,0,4,1,0,0,0
M,35,9,830,5,3,0,1,4,0,2,3,2,0,5
F,18,1,48,5,4,0,4,5,1,2,2,2,0,3
M,25,14,379,0,0,4,0,0,0,4,0,2,0,0
F,25,14,236,1,0,4,0,0,4,4,0,3,0,0
F,45,7,62,1,4,4,5,5,2,3,5,2,4,3
M,18,5,309,1,0,5,2,0,5,4,1,5,2,0
M,18,10,924,3,3,0,1,1,4,4,1,3,0,2
M,35,12,906,0,0,0,5,0,0,5,0,4,0,0
F,1,6,672,3,0,4,2,0,0,5,2,5,4,0
