1,2,42,1,19,0,5,3,13,2,20,0,22,0,42,0,26,0,23,3,1,4,20,0,*,*,27,0,4,5,*,*,49,0,26,1,20,2,44,2,20,5,4,5
44,2,18,1,37,0,32,3,9,1,22,2,36,2,27,0,20,1,34,0,31,5,40,0,*,*,5,0,6,2,*,*,19,0,12,5,25,0,47,5,14,2,20,1
20,2,41,0,27,0,10,0,40,1,13,1,6,5,46,5,39,0,5,5,19,1,18,3,*,*,17,2,13,4,*,*,47,5,38,0,1,5,20,0,21,4,4,5
25,2,0,0,23,3,38,4,11,3,28,3,4,4,30,0,30,4,31,4,30,4,44,0,*,*,15,0,22,1,*,*,15,1,42,5,37,0,16,0,44,2,37,3
9,1,18,2,18,3,29,0,40,2,2,3,47,4,15,0,37,5,15,1,27,5,8,2,*,*,17,0,2,1,*,*,45,2,9,0,30,5,7,2,3,0,6,0
22,3,35,0,40,1,1,3,23,4,10,0,18,3,6,3,47,3,41,1,26,1,37,5,*,*,2,2,17,5,*,*,18,5,10,2,36,3,39,0,48,1,41,2
8,0,38,2,8,5,9,2,30,0,47,0,14,0,36,3,31,3,5,1,49,5,24,0,*,*,41,2,32,4,*,*,21,1,26,3,42,1,13,5,9,2,9,4
27,5,30,3,9,5,33,5,10,2,46,3,34,0,27,0,36,0,14,5,30,5,36,2,*,*,20,2,7,0,*,*,11,0,37,0,35,0,23,1,43,0,31,2
13,0,39,3,23,1,17,5,8,2,11,1,11,0,18,0,7,1,35,5,10,0,49,2,*,*,11,3,15,2,*,*,20,0,3,1,40,3,43,0,20,5,49,0
35,1,31,0,43,0,10,0,29,0,19,0,28,0,29,0,21,0,9,0,17,0,33,0,*,*,41,0,21,2,*,*,30,0,41,0,18,0,45,0,38,0,39,0
30,4,16,5,27,1,30,5,6,1,42,3,40,3,4,0,27,1,27,0,6,4,15,0,*,*,23,4,48,4,*,*,23,0,42,5,27,0,44,1,33,3,8,1
18,5,38,0,25,2,27,5,25,1,32,2,1,1,31,0,16,3,25,4,28,0,11,5,*,*,40,0,43,4,*,*,11,5,2,3,46,5,17,0,13,0,0,0
39,1,47,4,33,5,2,0,8,1,10,0,48,5,4,3,18,0,5,0,12,0,8,5,*,*,12,5,30,5,*,*,12,4,20,2,11,1,1,2,42,0,44,0
25,0,17,2,46,0,14,5,40,1,13,1,33,2,25,0,38,2,19,5,20,2,12,2,*,*,3,0,35,2,*,*,5,2,48,0,45,0,43,4,14,5,7,5
7,0,7,0,8,0,16,0,14,0,14,0,9,0,46,0,16,0,12,0,13,1,4,0,*,*,35,0,12,0,*,*,24,0,27,0,2,0,1,0,17,0,39,3
19,4,29,0,5,0,22,0,24,0,39,0,10,0,39,1,11,1,47,5,32,2,24,2,*,*,18,2,41,4,*,*,3,0,30,4,10,0,34,0,12,3,47,3
41,0,24,3,11,1,10,0,47,0,19,0,9,4,14,5,34,1,0,0,36,4,11,0,*,*,44,0,16,0,*,*,48,1,2,3,24,0,29,2,23,2,19,0
15,2,26,2,42,5,5,0,27,0,27,1,29,4,1,1,39,2,1,4,35,0,30,0,*,*,32,5,28,3,*,*,0,0,38,0,26,0,20,3,40,1,39,0
46,0,4,3,6,5,35,3,6,0,34,2,15,2,46,1,45,1,37,4,8,4,25,2,*,*,38,0,11,4,*,*,36,5,41,1,38,5,22,4,8,2,38,0
